planning_area,category,model,score
RIVER VALLEY,emergency_services,hansen,20.380151602733186
RIVER VALLEY,essential_services,2sfca,66.20538329343528
RIVER VALLEY,essential_services,cumulative,266.2
RIVER VALLEY,essential_services,hansen,897.0269483072177
RIVER VALLEY,transport_services,2sfca,93.92920542828094
RIVER VALLEY,transport_services,cumulative,764.2
RIVER VALLEY,transport_services,hansen,1972.1250158138914
ROCHOR,community_spaces,2sfca,17.097412109441784
ROCHOR,community_spaces,cumulative,1020.3
ROCHOR,community_spaces,hansen,401078.4315994801
ROCHOR,education_institutions,2sfca,38.32333126099935
ROCHOR,education_institutions,cumulative,288.6
ROCHOR,education_institutions,hansen,808059.6048217313
ROCHOR,emergency_services,2sfca,3.0676207319910733
ROCHOR,emergency_services,cumulative,7.2
ROCHOR,emergency_services,hansen,29.970218246533214
ROCHOR,essential_services,2sfca,78.26843040076886
ROCHOR,essential_services,cumulative,298.9
ROCHOR,essential_services,hansen,6571.914397702805
ROCHOR,transport_services,2sfca,99.45664909925385
ROCHOR,transport_services,cumulative,786.9
ROCHOR,transport_services,hansen,1602638.8478481653
SELETAR,community_spaces,2sfca,5.167919945980414
SELETAR,community_spaces,cumulative,111.0
SELETAR,community_spaces,hansen,10.23457923349045
SELETAR,education_institutions,2sfca,27.029006108887874
SELETAR,education_institutions,cumulative,74.75
SELETAR,education_institutions,hansen,46.38983620181493
SELETAR,emergency_services,2sfca,0.5208333333333334
SELETAR,emergency_services,cumulative,0.5
SELETAR,emergency_services,hansen,0.750671849331147
SELETAR,essential_services,2sfca,45.511520536856885
SELETAR,essential_services,cumulative,62.75
SELETAR,essential_services,hansen,74.99431686081606
SELETAR,transport_services,2sfca,53.6086718889356
SELETAR,transport_services,cumulative,144.0
SELETAR,transport_services,hansen,123.94113792799594
SEMBAWANG,community_spaces,2sfca,19.68866431433208
SEMBAWANG,community_spaces,cumulative,305.0
SEMBAWANG,community_spaces,hansen,111533.23089568024
SEMBAWANG,education_institutions,2sfca,70.17848973233367
SEMBAWANG,education_institutions,cumulative,162.22222222222223
SEMBAWANG,education_institutions,hansen,1782036.9595407774
SEMBAWANG,emergency_services,2sfca,3.5035505430242275
SEMBAWANG,emergency_services,cumulative,2.6666666666666665
SEMBAWANG,emergency_services,hansen,13.496901351285139
SEMBAWANG,essential_services,2sfca,115.59622050799508
SEMBAWANG,essential_services,cumulative,137.55555555555554
SEMBAWANG,essential_services,hansen,8516.377664398224
SEMBAWANG,transport_services,2sfca,138.49666374280545
SEMBAWANG,transport_services,cumulative,313.3333333333333
SEMBAWANG,transport_services,hansen,3580172.2659981092
SENGKANG,community_spaces,2sfca,21.356130681422673
SENGKANG,community_spaces,cumulative,444.2857142857143
SENGKANG,community_spaces,hansen,106.63666544789005
SENGKANG,education_institutions,2sfca,89.64858547941371
SENGKANG,education_institutions,cumulative,267.7142857142857
SENGKANG,education_institutions,hansen,2287041.4879461084
SENGKANG,emergency_services,2sfca,2.4907857879994104
SENGKANG,emergency_services,cumulative,2.2857142857142856
SENGKANG,emergency_services,hansen,12.28433567061359
SENGKANG,essential_services,2sfca,148.97764769548272
SENGKANG,essential_services,cumulative,220.28571428571428
SENGKANG,essential_services,hansen,2257.4778077306696
SENGKANG,transport_services,2sfca,161.20274862313426
SENGKANG,transport_services,cumulative,486.0
SENGKANG,transport_services,hansen,10643.812954292138
SERANGOON,community_spaces,2sfca,23.419345067430367
SERANGOON,community_spaces,cumulative,748.7142857142857
SERANGOON,community_spaces,hansen,190.60335919473417
SERANGOON,education_institutions,2sfca,85.27320090489773
SERANGOON,education_institutions,cumulative,338.85714285714283
SERANGOON,education_institutions,hansen,747.8917297602355
SERANGOON,emergency_services,2sfca,2.743480000956287
SERANGOON,emergency_services,cumulative,3.5714285714285716
SERANGOON,emergency_services,hansen,6.942907510210936
SERANGOON,essential_services,2sfca,139.8779935319042
SERANGOON,essential_services,cumulative,285.14285714285717
SERANGOON,essential_services,hansen,2286799.4710565293
SERANGOON,transport_services,2sfca,165.70593006686107
SERANGOON,transport_services,cumulative,674.1428571428571
SERANGOON,transport_services,hansen,12413.534223110124
SIMPANG,community_spaces,2sfca,10.222646516271078
SIMPANG,community_spaces,cumulative,163.25
SIMPANG,community_spaces,hansen,250074.6537161865
SIMPANG,education_institutions,2sfca,41.31698543615491
SIMPANG,education_institutions,cumulative,90.25
SIMPANG,education_institutions,hansen,164.76523652728446
SIMPANG,emergency_services,2sfca,1.8111685463659148
SIMPANG,emergency_services,cumulative,1.25
SIMPANG,emergency_services,hansen,12.17553811756531
SIMPANG,essential_services,2sfca,71.69119823880223
SIMPANG,essential_services,cumulative,78.25
SIMPANG,essential_services,hansen,265.37230661697924
SIMPANG,transport_services,2sfca,73.35927360326068
SIMPANG,transport_services,cumulative,163.75
SIMPANG,transport_services,hansen,261.73398952500685
SINGAPORE RIVER,community_spaces,2sfca,11.377599712509612
SINGAPORE RIVER,community_spaces,cumulative,767.6666666666666
SINGAPORE RIVER,community_spaces,hansen,472.51815310622874
SINGAPORE RIVER,education_institutions,2sfca,28.531596680662048
SINGAPORE RIVER,education_institutions,cumulative,241.33333333333334
SINGAPORE RIVER,education_institutions,hansen,531.2144513861919
SINGAPORE RIVER,emergency_services,2sfca,2.826828778577037
SINGAPORE RIVER,emergency_services,cumulative,7.0
SINGAPORE RIVER,emergency_services,hansen,45.62321038188745
SINGAPORE RIVER,essential_services,2sfca,55.22784108843329
SINGAPORE RIVER,essential_services,cumulative,234.66666666666666
SINGAPORE RIVER,essential_services,hansen,1786.476419736943
SINGAPORE RIVER,transport_services,2sfca,82.8033837321258
SINGAPORE RIVER,transport_services,cumulative,703.6666666666666
SINGAPORE RIVER,transport_services,hansen,2668527.2985637723
SOUTHERN ISLANDS,community_spaces,2sfca,8.244823222269636
SOUTHERN ISLANDS,community_spaces,cumulative,336.0
SOUTHERN ISLANDS,community_spaces,hansen,22.666979001796477
SOUTHERN ISLANDS,education_institutions,2sfca,15.539449391782655
SOUTHERN ISLANDS,education_institutions,cumulative,115.0
SOUTHERN ISLANDS,education_institutions,hansen,16000072.164676523
SOUTHERN ISLANDS,emergency_services,2sfca,2.8062087242376736
SOUTHERN ISLANDS,emergency_services,cumulative,5.0
SOUTHERN ISLANDS,emergency_services,hansen,25000016.686766174
SOUTHERN ISLANDS,essential_services,2sfca,34.02220186982682
SOUTHERN ISLANDS,essential_services,cumulative,125.0
SOUTHERN ISLANDS,essential_services,hansen,16000180.891716408
SOUTHERN ISLANDS,transport_services,2sfca,42.48935559036274
SOUTHERN ISLANDS,transport_services,cumulative,306.0
SOUTHERN ISLANDS,transport_services,hansen,8000250.309111512
STRAITS VIEW,community_spaces,2sfca,5.246722141545522
STRAITS VIEW,community_spaces,cumulative,383.0
STRAITS VIEW,community_spaces,hansen,33.91996563982201
STRAITS VIEW,education_institutions,2sfca,10.011190464493405
STRAITS VIEW,education_institutions,cumulative,91.0
STRAITS VIEW,education_institutions,hansen,69.57181371853845
STRAITS VIEW,emergency_services,2sfca,1.6101774271034355
STRAITS VIEW,emergency_services,cumulative,4.0
STRAITS VIEW,emergency_services,hansen,18.67361748378611
STRAITS VIEW,essential_services,2sfca,23.788422462919787
STRAITS VIEW,essential_services,cumulative,106.0
STRAITS VIEW,essential_services,hansen,205.22706267452372
STRAITS VIEW,transport_services,2sfca,44.30795234795406
STRAITS VIEW,transport_services,cumulative,384.0
STRAITS VIEW,transport_services,hansen,413.65934405090104
SUNGEI KADUT,community_spaces,2sfca,15.99245482530836
SUNGEI KADUT,community_spaces,cumulative,206.0
SUNGEI KADUT,community_spaces,hansen,19.95902914016669
SUNGEI KADUT,education_institutions,2sfca,30.70325337782223
SUNGEI KADUT,education_institutions,cumulative,64.6
SUNGEI KADUT,education_institutions,hansen,36.721810358232055
SUNGEI KADUT,emergency_services,2sfca,5.2908708938120705
SUNGEI KADUT,emergency_services,cumulative,2.4
SUNGEI KADUT,emergency_services,hansen,7.568467333286598
SUNGEI KADUT,essential_services,2sfca,48.1201809482601
SUNGEI KADUT,essential_services,cumulative,50.0
SUNGEI KADUT,essential_services,hansen,57.12755543264251
SUNGEI KADUT,transport_services,2sfca,123.53890405817037
SUNGEI KADUT,transport_services,cumulative,193.4
SUNGEI KADUT,transport_services,hansen,3200375.3583764355
TAMPINES,community_spaces,2sfca,42.984225577312266
TAMPINES,community_spaces,cumulative,477.0
TAMPINES,community_spaces,hansen,195.73713347457328
TAMPINES,education_institutions,2sfca,124.84214118045698
TAMPINES,education_institutions,cumulative,209.6
TAMPINES,education_institutions,hansen,17269.881899449152
TAMPINES,emergency_services,2sfca,6.128296540061246
TAMPINES,emergency_services,cumulative,3.0
TAMPINES,emergency_services,hansen,12.969814223107074
TAMPINES,essential_services,2sfca,194.70588538259125
TAMPINES,essential_services,cumulative,156.2
TAMPINES,essential_services,hansen,3030.7573441439736
TAMPINES,transport_services,2sfca,261.7610689705044
TAMPINES,transport_services,cumulative,409.8
TAMPINES,transport_services,hansen,1799.8328538626488
TANGLIN,community_spaces,2sfca,14.927386560699647
TANGLIN,community_spaces,cumulative,697.0
TANGLIN,community_spaces,hansen,253820.92304543385
TANGLIN,education_institutions,2sfca,38.096277965407694
TANGLIN,education_institutions,cumulative,230.5
TANGLIN,education_institutions,hansen,342.3463499969063
TANGLIN,emergency_services,2sfca,1.606815497206547
TANGLIN,emergency_services,cumulative,3.75
TANGLIN,emergency_services,hansen,7.978405529998129
TANGLIN,essential_services,2sfca,58.855618673458075
TANGLIN,essential_services,cumulative,189.5
TANGLIN,essential_services,hansen,360.4263757605272
TANGLIN,transport_services,2sfca,81.87393030705454
TANGLIN,transport_services,cumulative,546.25
TANGLIN,transport_services,hansen,565.4826038918471
TENGAH,community_spaces,2sfca,19.263157378287058
TENGAH,community_spaces,cumulative,455.5
TENGAH,community_spaces,hansen,55.1912747983145
TENGAH,education_institutions,2sfca,66.05125999831893
TENGAH,education_institutions,cumulative,195.83333333333334
TENGAH,education_institutions,hansen,345.4750102622043
TENGAH,emergency_services,2sfca,3.5126124364941487
TENGAH,emergency_services,cumulative,3.3333333333333335
TENGAH,emergency_services,hansen,8.778308987760544
TENGAH,essential_services,2sfca,103.02772580591345
TENGAH,essential_services,cumulative,152.83333333333334
TENGAH,essential_services,hansen,312.39655760385
TENGAH,transport_services,2sfca,129.20757992697864
TENGAH,transport_services,cumulative,382.3333333333333
TENGAH,transport_services,hansen,595.2220380856276
TOA PAYOH,community_spaces,2sfca,20.87169454980001
TOA PAYOH,community_spaces,cumulative,851.75
TOA PAYOH,community_spaces,hansen,177.99386508312867
TOA PAYOH,education_institutions,2sfca,64.53032256578157
TOA PAYOH,education_institutions,cumulative,325.4166666666667
TOA PAYOH,education_institutions,hansen,10423.272696422677
TOA PAYOH,emergency_services,2sfca,3.376592519303854
TOA PAYOH,emergency_services,cumulative,5.666666666666667
TOA PAYOH,emergency_services,hansen,118.09210393899055
TOA PAYOH,essential_services,2sfca,117.42577527318643
TOA PAYOH,essential_services,cumulative,305.1666666666667
TOA PAYOH,essential_services,hansen,2681721.7345090425
TOA PAYOH,transport_services,2sfca,133.39435125949038
TOA PAYOH,transport_services,cumulative,694.4166666666666
TOA PAYOH,transport_services,hansen,675442.2624391346
TUAS,community_spaces,2sfca,0.0
TUAS,community_spaces,cumulative,0.0
TUAS,community_spaces,hansen,0.0
TUAS,education_institutions,2sfca,0.1568627450980392
TUAS,education_institutions,cumulative,0.3333333333333333
TUAS,education_institutions,hansen,0.12964338866028402
TUAS,emergency_services,2sfca,10.0
TUAS,emergency_services,cumulative,1.8333333333333333
TUAS,emergency_services,hansen,6.906647423876252
TUAS,essential_services,2sfca,4.434937611408199
TUAS,essential_services,cumulative,2.0
TUAS,essential_services,hansen,2.7359852139289296
TUAS,transport_services,2sfca,167.79857593387007
TUAS,transport_services,cumulative,153.16666666666666
TUAS,transport_services,hansen,924.5544689869738
WESTERN ISLANDS,community_spaces,2sfca,5.374608759593817
WESTERN ISLANDS,community_spaces,cumulative,152.0
WESTERN ISLANDS,community_spaces,hansen,19922.153902169655
WESTERN ISLANDS,education_institutions,2sfca,7.561382839612539
WESTERN ISLANDS,education_institutions,cumulative,41.0
WESTERN ISLANDS,education_institutions,hansen,38.711517555309264
WESTERN ISLANDS,emergency_services,2sfca,9.314142224318541
WESTERN ISLANDS,emergency_services,cumulative,2.0
WESTERN ISLANDS,emergency_services,hansen,8.551524158106101
WESTERN ISLANDS,essential_services,2sfca,12.411389168276644
WESTERN ISLANDS,essential_services,cumulative,34.0
WESTERN ISLANDS,essential_services,hansen,73.94361759217367
WESTERN ISLANDS,transport_services,2sfca,30.029062494577385
WESTERN ISLANDS,transport_services,cumulative,115.33333333333333
WESTERN ISLANDS,transport_services,hansen,7503.465900397366
WESTERN WATER CATCHMENT,community_spaces,2sfca,2.3317511524709666
WESTERN WATER CATCHMENT,community_spaces,cumulative,28.666666666666668
WESTERN WATER CATCHMENT,community_spaces,hansen,6547.164721109283
WESTERN WATER CATCHMENT,education_institutions,2sfca,8.04290849964561
WESTERN WATER CATCHMENT,education_institutions,cumulative,18.333333333333332
WESTERN WATER CATCHMENT,education_institutions,hansen,7.3797335650785385
WESTERN WATER CATCHMENT,emergency_services,2sfca,1.196172248803828
WESTERN WATER CATCHMENT,emergency_services,cumulative,1.0
WESTERN WATER CATCHMENT,emergency_services,hansen,1.2302867869060077
WESTERN WATER CATCHMENT,essential_services,2sfca,12.884670158515897
WESTERN WATER CATCHMENT,essential_services,cumulative,14.333333333333334
WESTERN WATER CATCHMENT,essential_services,hansen,12.09525526514333
WESTERN WATER CATCHMENT,transport_services,2sfca,105.26481676562173
WESTERN WATER CATCHMENT,transport_services,cumulative,69.0
WESTERN WATER CATCHMENT,transport_services,hansen,239.44398458888028
WOODLANDS,community_spaces,2sfca,20.366824960941486
WOODLANDS,community_spaces,cumulative,310.3333333333333
WOODLANDS,community_spaces,hansen,113503.48031895356
WOODLANDS,education_institutions,2sfca,79.23116264191779
WOODLANDS,education_institutions,cumulative,164.77777777777777
WOODLANDS,education_institutions,hansen,1780511.92547923
WOODLANDS,emergency_services,2sfca,4.28656078327131
WOODLANDS,emergency_services,cumulative,2.6666666666666665
WOODLANDS,emergency_services,hansen,73.92106256437393
WOODLANDS,essential_services,2sfca,122.46970625109988
WOODLANDS,essential_services,cumulative,131.66666666666666
WOODLANDS,essential_services,hansen,3558479.648853982
WOODLANDS,transport_services,2sfca,174.40179239704077
WOODLANDS,transport_services,cumulative,342.44444444444446
WOODLANDS,transport_services,hansen,3112.271405196674
YISHUN,community_spaces,2sfca,19.63926057897207
YISHUN,community_spaces,cumulative,323.6666666666667
YISHUN,community_spaces,hansen,334286.2179804924
YISHUN,education_institutions,2sfca,62.61401227795269
YISHUN,education_institutions,cumulative,136.44444444444446
YISHUN,education_institutions,hansen,1779760.386647294
YISHUN,emergency_services,2sfca,3.5340086326928435
YISHUN,emergency_services,cumulative,2.4444444444444446
YISHUN,emergency_services,hansen,2777787.9332460356
YISHUN,essential_services,2sfca,111.517364709378
YISHUN,essential_services,cumulative,122.22222222222223
YISHUN,essential_services,hansen,3876.920321253489
YISHUN,transport_services,2sfca,114.727427665737
YISHUN,transport_services,cumulative,255.33333333333334
YISHUN,transport_services,hansen,890345.7680534531
