planning_area,category,category_norm,composite_score,composite_percentile,composite_rank,importance_label,confidence_label,model_spread,model_std_norm,dominant_model,laggard_model,rank_median,rank_mean,rank_spread,pareto_priority,model_min_norm,model_max_norm,2sfca_norm,2sfca_raw,rank_2sfca,cumulative_norm,cumulative_raw,rank_cumulative,hansen_norm,hansen_raw,rank_hansen
BOON LAY,community_spaces,community_spaces,13.34823956926335,18.181818181818183,46.0,Priority for action,Moderate agreement,19.821894161222747,9.105529731119043,cumulative,hansen,46.0,46.333333333333336,5.0,True,0.0007070345040009295,19.822601195726747,18.767014439533604,9.85139924439154,44.0,19.822601195726747,202.25,46.0,0.0007070345040009295,22.497234438064677,49.0
BOON LAY,education_institutions,education_institutions,19.302405138449913,25.454545454545453,42.0,Priority for action,Moderate agreement,28.541016829439084,12.732061003511973,2sfca,hansen,43.0,40.0,9.0,True,0.00034729589399371056,28.54136412533308,28.54136412533308,35.63165009617662,34.0,25.15809443507589,85.25,43.0,0.00034729589399371056,55.56759366395218,43.0
BOON LAY,emergency_services,emergency_services,10.551879254088439,34.54545454545455,37.0,Priority for action,Low agreement,33.333300771792835,14.239814724332636,cumulative,hansen,36.0,31.666666666666668,27.0,True,3.256154049347135e-05,33.33333333333333,7.77040563791925,3.885202818959625,16.0,33.33333333333333,2.75,36.0,3.256154049347135e-05,8.140390556835964,43.0
BOON LAY,essential_services,essential_services,18.46374458040652,25.454545454545453,42.0,Priority for action,Moderate agreement,28.308301951446243,12.07057764963771,2sfca,hansen,44.0,42.333333333333336,7.0,True,0.0005911320148179278,28.30889308346106,28.30889308346106,55.119080920163995,38.0,21.545603495357728,65.75,44.0,0.0005911320148179278,94.58219167971627,45.0
BOON LAY,transport_services,transport_services,49.154905236183176,85.45454545454545,9.0,Needs improvement,Low agreement,39.10337993086514,16.046017429225387,2sfca,hansen,12.0,17.0,23.0,False,25.004973286911543,64.10835321777668,64.10835321777668,178.5886357248058,8.0,47.99618320610687,382.25,31.0,25.004973286911543,2001043.3834634952,12.0
BUKIT BATOK,community_spaces,community_spaces,35.96691836969748,70.9090909090909,17.0,Priority for action,Low agreement,53.48084006934023,23.22342036951149,cumulative,hansen,15.0,16.333333333333332,12.0,False,3.506756171416845,56.98759624075708,47.034744540242016,24.690024527705575,11.0,56.98759624075708,581.4444444444445,23.0,3.506756171416845,111581.9882326297,15.0
BUKIT BATOK,education_institutions,education_institutions,43.015082965969555,78.18181818181819,13.0,Needs improvement,Low agreement,58.53106132085527,26.08747085270396,cumulative,hansen,12.0,14.333333333333334,7.0,False,5.573304427692602,64.10436574854788,57.044436975904404,71.21549654505537,12.0,64.10436574854788,217.22222222222223,19.0,5.573304427692602,891732.7303879282,12.0
BUKIT BATOK,emergency_services,emergency_services,12.56930772824338,49.09090909090909,29.0,Priority for action,Low agreement,44.44439069672883,19.44988092588693,cumulative,hansen,23.0,26.0,13.0,False,5.3747715608442165e-05,44.44444444444444,7.3608054300796155,3.680402715039808,21.0,44.44444444444444,3.6666666666666665,23.0,5.3747715608442165e-05,13.436937870866169,34.0
BUKIT BATOK,essential_services,essential_services,51.33953093204922,81.81818181818183,11.0,Needs improvement,Moderate agreement,26.09150507044469,11.970944052448196,2sfca,hansen,12.0,12.333333333333334,17.0,False,33.366949921211095,59.458454991655785,59.458454991655785,115.76911122631292,12.0,58.00109229929,177.0,21.0,33.366949921211095,5338772.3454422,4.0
BUKIT BATOK,transport_services,transport_services,38.51330396667512,58.18181818181818,24.0,Priority for action,Low agreement,44.6734813633826,19.475200309751276,cumulative,hansen,23.0,22.0,7.0,False,11.164799665738132,55.83828102912073,47.99241572225907,141.2428504040366,18.0,55.83828102912073,443.8888888888889,25.0,11.164799665738132,893494.8337177727,23.0
BUKIT MERAH,community_spaces,community_spaces,27.48273708315883,45.45454545454545,31.0,Priority for action,Low agreement,66.93893897786506,27.44148353917664,cumulative,hansen,29.0,27.333333333333332,21.0,False,0.007922095291031599,66.9468610731561,28.1819764798806,14.79361049643097,37.0,66.9468610731561,683.0588235294117,16.0,0.007922095291031599,252.07431036886396,29.0
BUKIT MERAH,education_institutions,education_institutions,24.461274583964787,32.72727272727273,38.0,Priority for action,Low agreement,57.36789759273165,23.770289875637076,cumulative,hansen,24.0,27.0,23.0,False,2.9559790068120493,60.3238765995437,23.019411124024867,28.737925734364943,40.0,60.3238765995437,204.41176470588235,24.0,2.9559790068120493,472958.7742626163,17.0
BUKIT MERAH,emergency_services,emergency_services,21.62648584483118,89.0909090909091,7.0,Priority for action,Low agreement,89.12633976536898,40.342303997695176,cumulative,hansen,13.0,11.333333333333334,15.0,False,0.0002199494260251743,89.12655971479501,7.602215834088747,3.801107917044373,18.0,89.12655971479501,7.352941176470588,3.0,0.0002199494260251743,54.98739320874,13.0
BUKIT MERAH,essential_services,essential_services,28.560142035743567,36.36363636363637,36.0,Priority for action,Low agreement,57.90795321029285,23.856351194882677,cumulative,hansen,17.0,23.666666666666668,24.0,False,5.895175905908521,63.803129116201376,28.061926881461474,54.63822318996494,39.0,63.803129116201376,194.7058823529412,17.0,5.895175905908521,943238.8088302448,15.0
BUKIT MERAH,transport_services,transport_services,31.7965256333064,38.18181818181819,35.0,Priority for action,Low agreement,56.97564529763545,25.673571536786017,cumulative,hansen,16.0,24.0,26.0,False,17.683836815820626,74.65948211345608,23.118956331737987,83.6030838784072,41.0,74.65948211345608,591.8235294117648,15.0,17.683836815820626,1415175.4382346552,16.0
BUKIT PANJANG,community_spaces,community_spaces,36.09220690070763,74.54545454545455,15.0,Priority for action,Low agreement,45.62543841957806,21.347043297176423,cumulative,hansen,12.0,15.333333333333334,16.0,False,4.499874863629968,50.12531328320803,49.434363569954066,25.9496604262284,9.0,50.12531328320803,511.42857142857144,25.0,4.499874863629968,143182.17735651642,12.0
BUKIT PANJANG,education_institutions,education_institutions,42.0641839515497,74.54545454545455,15.0,Needs improvement,Low agreement,30.352818551145916,13.637384479938078,2sfca,hansen,18.0,17.0,27.0,False,21.436446844127758,51.789265395273674,51.789265395273674,64.65482782108911,18.0,48.693086003372684,165.0,30.0,21.436446844127758,3429846.9646029645,3.0
BUKIT PANJANG,emergency_services,emergency_services,10.334243438550452,32.72727272727273,38.0,Priority for action,Low agreement,34.63190593078755,14.979889368085724,cumulative,hansen,25.0,26.333333333333332,14.0,True,0.00012870124707680972,34.63203463203463,6.815595803538805,3.407797901769403,25.0,34.63203463203463,2.857142857142857,34.0,0.00012870124707680972,32.175333245278594,20.0
BUKIT PANJANG,essential_services,essential_services,41.43918090944564,72.72727272727273,16.0,Needs improvement,Moderate agreement,21.00808515363719,8.597314676482135,2sfca,hansen,21.0,20.666666666666668,29.0,False,28.58075875880479,49.58884391244198,49.58884391244198,96.55239759071137,21.0,40.35265662791605,123.14285714285714,35.0,28.58075875880479,4572973.101633848,6.0
BUKIT PANJANG,transport_services,transport_services,33.221192285629456,41.81818181818181,33.0,Priority for action,Moderate agreement,27.22002237421956,12.65799566517864,2sfca,hansen,24.0,27.0,19.0,False,14.317684115788637,41.5377064900082,41.5377064900082,126.28522318795476,24.0,40.785169029443836,325.57142857142856,38.0,14.317684115788637,1145801.827527957,19.0
BUKIT TIMAH,community_spaces,community_spaces,21.683821539898364,25.454545454545453,42.0,Priority for action,Low agreement,39.15985754337035,16.437569232951688,cumulative,hansen,33.0,33.666666666666664,8.0,True,0.007544201214577417,39.16740174458493,27.69615586123401,14.53858789329582,38.0,39.16740174458493,399.625,33.0,0.007544201214577417,240.05004340220617,30.0
BUKIT TIMAH,education_institutions,education_institutions,25.641075595452357,34.54545454545455,37.0,Priority for action,Low agreement,43.52654929957381,18.66325960990717,cumulative,hansen,36.0,33.666666666666664,11.0,False,0.002118491319957986,43.52866779089376,33.86941297975523,42.28330036917804,27.0,43.52866779089376,147.5,36.0,0.002118491319957986,338.960139995686,38.0
BUKIT TIMAH,emergency_services,emergency_services,8.090777280696527,20.0,45.0,Priority for action,Low agreement,30.302853370404215,13.43060866661075,cumulative,hansen,40.0,33.333333333333336,28.0,True,0.0001769326260895926,30.303030303030305,4.060236280605277,2.0301181403026387,44.0,30.303030303030305,2.5,40.0,0.0001769326260895926,44.23318604673176,16.0
BUKIT TIMAH,essential_services,essential_services,21.332257297961135,27.27272727272727,41.0,Priority for action,Low agreement,33.707726378856435,14.936615784923887,cumulative,hansen,37.0,38.0,5.0,True,0.0033604589371140654,33.71108683779355,29.178063585442583,56.81140704153143,36.0,33.71108683779355,102.875,41.0,0.0033604589371140654,537.679508730101,37.0
BUKIT TIMAH,transport_services,transport_services,18.395046344740535,18.181818181818183,46.0,Priority for action,Low agreement,39.00178801869432,15.941873173466062,cumulative,hansen,42.0,42.666666666666664,6.0,True,0.009026230669545608,39.01081424936387,21.1803512513338,79.11071542794232,46.0,39.01081424936387,311.625,40.0,0.009026230669545608,763.2085595522648,42.0
CENTRAL WATER CATCHMENT,community_spaces,community_spaces,24.924351357451087,32.72727272727273,38.0,Priority for action,Low agreement,36.94788419871408,16.42131082276544,2sfca,hansen,38.0,35.0,21.0,True,0.0016570690401787216,36.949541267754256,36.949541267754256,19.395982461598965,23.0,32.24541801430952,329.0,38.0,0.0016570690401787216,52.72652249077579,44.0
CENTRAL WATER CATCHMENT,education_institutions,education_institutions,15.613741206370355,21.818181818181817,44.0,Priority for action,Moderate agreement,23.082052864684865,10.29995606618673,2sfca,hansen,45.0,43.333333333333336,7.0,True,0.00025265809139432126,23.08230552277626,23.08230552277626,28.816444448448756,39.0,20.36256323777403,69.0,45.0,0.00025265809139432126,40.42547695298577,46.0
CENTRAL WATER CATCHMENT,emergency_services,emergency_services,3.740033304361254,9.090909090909092,51.0,Priority for action,High agreement,12.121207433096723,5.205787276272835,cumulative,hansen,51.0,51.0,2.0,True,4.6881153973112955e-06,12.121212121212121,2.6315789473684212,1.3157894736842106,50.0,12.121212121212121,1.0,51.0,4.6881153973112955e-06,1.1720296316226784,52.0
CENTRAL WATER CATCHMENT,essential_services,essential_services,13.327993221338021,18.181818181818183,46.0,Priority for action,Moderate agreement,20.494771809183664,8.71252808250892,2sfca,hansen,47.0,46.666666666666664,3.0,True,0.0004041486634854357,20.49517595784715,20.49517595784715,39.90531380944626,45.0,15.401419989077006,47.0,47.0,0.0004041486634854357,64.66451722912393,48.0
CENTRAL WATER CATCHMENT,transport_services,transport_services,15.157768829714847,12.727272727272727,49.0,Priority for action,Moderate agreement,22.644463668942432,10.362539213963162,cumulative,hansen,46.0,47.666666666666664,7.0,True,0.0018467636275438814,22.646310432569976,21.255905428225176,79.28579863802908,45.0,22.646310432569976,183.0,46.0,0.0018467636275438814,188.6775942649909,52.0
CHANGI,community_spaces,community_spaces,44.49252632614491,89.0909090909091,7.0,Needs improvement,Low agreement,78.68459418658063,32.75637064976396,2sfca,hansen,42.0,29.666666666666668,39.0,False,0.0017709900865066814,78.68636517666714,78.68636517666714,41.30496094319624,4.0,25.744062203926955,262.6666666666667,43.0,0.0017709900865066814,56.35139294924266,42.0
CHANGI,education_institutions,education_institutions,14.340214214758971,18.181818181818183,46.0,Priority for action,Moderate agreement,22.81712029736356,9.440067460954333,2sfca,hansen,45.0,45.0,6.0,True,0.0002898985043010168,22.81741019586786,22.81741019586786,28.485743450449338,42.0,14.657110736368747,49.666666666666664,48.0,0.0002898985043010168,46.38396989248057,45.0
CHANGI,emergency_services,emergency_services,29.628025301766613,96.36363636363636,3.0,Priority for action,Low agreement,43.094357515219805,19.711373790259664,2sfca,hansen,28.0,23.0,37.0,False,4.8079185790367755e-05,43.09440559440559,43.09440559440559,21.547202797202797,2.0,40.4040404040404,3.3333333333333335,28.0,4.8079185790367755e-05,12.019804470453252,39.0
CHANGI,essential_services,essential_services,16.36775162907326,23.636363636363637,43.0,Priority for action,Moderate agreement,27.448200291425753,11.208235766636564,2sfca,hansen,48.0,45.666666666666664,9.0,True,0.00035900193396038555,27.448559293359715,27.448559293359715,53.443960396901566,40.0,13.216821409066085,40.333333333333336,48.0,0.00035900193396038555,57.44095883842197,49.0
CHANGI,transport_services,transport_services,35.01886638323768,49.09090909090909,29.0,Priority for action,Moderate agreement,24.29745354097477,10.040570092900218,2sfca,cumulative,23.0,26.666666666666668,41.0,False,18.235793044953354,42.533246585928126,42.533246585928126,128.59220822750237,23.0,18.235793044953354,148.33333333333334,49.0,33.68361493760981,2695544.567992621,8.0
CHANGI BAY,community_spaces,community_spaces,2.022625559562699,3.6363636363636362,54.0,Priority for action,High agreement,3.8100098887856606,1.6747468252441498,2sfca,hansen,54.0,54.0,0.0,True,1.0185310468906407e-05,3.8100200740961294,3.8100200740961294,2.0,54.0,0.5880623346074685,6.0,54.0,1.0185310468906407e-05,0.3240878855937145,54.0
CHANGI BAY,education_institutions,education_institutions,0.0,3.6363636363636362,53.0,Priority for action,High agreement,0.0,0.0,2sfca,2sfca,53.0,53.0,0.0,True,0.0,0.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0
CHANGI BAY,emergency_services,emergency_services,0.0,2.727272727272727,54.0,Priority for action,High agreement,0.0,0.0,2sfca,2sfca,54.0,54.0,0.0,True,0.0,0.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0
CHANGI BAY,essential_services,essential_services,0.0,1.8181818181818181,55.0,Priority for action,High agreement,0.0,0.0,2sfca,2sfca,55.0,55.0,0.0,True,0.0,0.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0
CHANGI BAY,transport_services,transport_services,1.000639541040492,1.8181818181818181,55.0,Priority for action,High agreement,2.001279082080984,0.9434120066575019,2sfca,cumulative,55.0,54.666666666666664,1.0,True,0.0,2.001279082080984,2.001279082080984,34.666666666666664,54.0,0.0,5.0,55.0,0.0,40.89184869600123,55.0
CHOA CHU KANG,community_spaces,community_spaces,36.360227372604854,76.36363636363637,14.0,Priority for action,Low agreement,39.169763103941676,17.77355375209963,cumulative,hansen,12.0,15.0,19.0,False,10.505169105539197,49.67493220948087,46.54738039809383,24.43419168028216,12.0,49.67493220948087,506.8333333333333,26.0,10.505169105539197,334265.51440057985,7.0
CHOA CHU KANG,education_institutions,education_institutions,39.73898141845745,69.0909090909091,18.0,Priority for action,Low agreement,57.63766496409801,26.45586015346329,2sfca,hansen,22.0,19.666666666666668,15.0,False,0.02595907663759764,57.663624040735606,57.663624040735606,71.98850293470308,11.0,54.496908375491834,184.66666666666663,26.0,0.02595907663759764,4153.470995299306,22.0
CHOA CHU KANG,emergency_services,emergency_services,14.586592522460428,63.63636363636363,21.0,Priority for action,Low agreement,44.44136137082129,18.847748581436452,cumulative,hansen,10.0,12.333333333333334,19.0,False,0.0030830736231529385,44.44444444444444,11.393557422969186,5.696778711484593,10.0,44.44444444444444,3.6666666666666665,23.0,0.0030830736231529385,770.7689202535212,4.0
CHOA CHU KANG,essential_services,essential_services,37.98380648033657,63.63636363636363,21.0,Priority for action,Low agreement,57.30125105199554,24.849270159455923,2sfca,hansen,18.0,20.333333333333332,13.0,False,0.04714249549039948,57.34839354748594,57.34839354748594,111.66069740932534,15.0,46.47733478973239,141.83333333333334,28.0,0.04714249549039948,7542.884555333166,18.0
CHOA CHU KANG,transport_services,transport_services,42.08106200738095,69.0909090909091,18.0,Needs improvement,Low agreement,38.31417526108737,16.576202522407996,2sfca,hansen,17.0,21.333333333333332,17.0,False,16.764594773421475,55.07877003450884,55.07877003450884,157.66420143780638,15.0,47.561492790500424,378.8333333333333,32.0,16.764594773421475,1341613.8472610472,17.0
CLEMENTI,community_spaces,community_spaces,30.25041883942817,54.54545454545454,26.0,Priority for action,Low agreement,47.403411905446404,21.095837139946365,cumulative,hansen,27.0,23.333333333333332,11.0,False,0.01183633308910252,47.415248238535504,41.52763658358868,21.79916944056548,16.0,47.415248238535504,483.77777777777777,27.0,0.01183633308910252,376.62201616147945,27.0
CLEMENTI,education_institutions,education_institutions,30.887921151137068,49.09090909090909,29.0,Priority for action,Low agreement,40.9264196916599,17.93036070085978,cumulative,hansen,23.0,23.333333333333332,21.0,False,5.569739199102701,46.4961588907626,39.835535226507474,49.73153512746713,23.0,46.4961588907626,157.55555555555554,34.0,5.569739199102701,891162.2912407084,13.0
CLEMENTI,emergency_services,emergency_services,15.43425837232862,67.27272727272727,19.0,Priority for action,Low agreement,53.871830366771846,23.508742517982643,cumulative,hansen,12.0,14.0,6.0,False,0.0002235052820215084,53.87205387205387,9.319561092666476,4.659780546333238,12.0,53.87205387205387,4.444444444444445,18.0,0.0002235052820215084,55.87635780118091,12.0
CLEMENTI,essential_services,essential_services,32.13948949842277,47.27272727272727,30.0,Priority for action,Low agreement,30.876712143851556,14.274515662156603,cumulative,hansen,25.0,23.0,20.0,False,11.140400545025193,42.01711268887675,40.787893594279716,79.41642935165154,25.0,42.01711268887675,128.22222222222223,32.0,11.140400545025193,1782484.2392657914,12.0
CLEMENTI,transport_services,transport_services,42.276138411567864,70.9090909090909,17.0,Needs improvement,Low agreement,32.98609778089598,14.331890037973224,cumulative,hansen,17.0,18.666666666666668,13.0,False,22.230187206381373,55.216284987277355,49.12765050439596,143.87355274289504,17.0,55.216284987277355,439.0,26.0,22.230187206381373,1778993.4017606466,13.0
DOWNTOWN CORE,community_spaces,community_spaces,25.600658109996242,34.54545454545455,37.0,Priority for action,Low agreement,63.68399223041665,27.049955299639734,cumulative,hansen,14.0,22.333333333333332,31.0,False,4.862966054853903,68.54695828527055,20.86475327297192,10.952568683209249,42.0,68.54695828527055,699.3846153846154,14.0,4.862966054853903,154735.4291499399,11.0
DOWNTOWN CORE,education_institutions,education_institutions,23.69559706969953,30.909090909090907,39.0,Priority for action,Low agreement,57.281245762482484,24.044628530990337,cumulative,hansen,22.0,27.666666666666668,29.0,False,3.8518454296306355,61.13309119211312,20.626850404775436,25.75100170341141,45.0,61.13309119211312,207.15384615384616,22.0,3.8518454296306355,616298.0484126962,16.0
DOWNTOWN CORE,emergency_services,emergency_services,20.243319556628258,81.81818181818183,11.0,Priority for action,Low agreement,85.78067661768839,39.06358497777765,cumulative,hansen,14.0,16.666666666666668,22.0,False,0.00020916319737704933,85.78088578088577,6.17415930298378,3.08707965149189,29.0,85.78088578088577,7.076923076923077,7.0,0.00020916319737704933,52.290834246836006,14.0
DOWNTOWN CORE,essential_services,essential_services,28.98340296270522,38.18181818181819,35.0,Priority for action,Low agreement,60.45760912098946,25.3058419024341,cumulative,hansen,16.0,23.666666666666668,27.0,False,7.701866575351335,68.15947569634079,26.08189570166332,50.78298595048758,41.0,68.15947569634079,208.0,16.0,7.701866575351335,1232312.584094857,14.0
DOWNTOWN CORE,transport_services,transport_services,28.37477916130793,29.09090909090909,40.0,Priority for action,Low agreement,71.75629089846024,31.3861872569886,cumulative,hansen,28.0,29.333333333333332,36.0,False,8.03427476996804,79.79056566842827,20.012767193263727,76.4050494628835,48.0,79.79056566842827,632.1538461538462,12.0,8.03427476996804,642977.1449115622,28.0
GEYLANG,community_spaces,community_spaces,50.64960599673144,94.54545454545455,4.0,Needs improvement,Low agreement,88.18543168997749,36.26527029124294,cumulative,hansen,7.0,6.333333333333333,8.0,False,6.33578755926293,94.52121924924042,59.68925175820895,31.33277546962497,7.0,94.52121924924042,964.4,2.0,6.33578755926293,201599.35231438768,10.0
GEYLANG,education_institutions,education_institutions,55.53203137317907,94.54545454545455,4.0,Needs improvement,Low agreement,96.73232728415981,41.0789318918584,cumulative,hansen,3.0,11.333333333333334,27.0,False,0.00460357587393604,96.73693086003374,72.36652825682029,90.34392337377489,3.0,96.73693086003374,327.8,2.0,0.00460357587393604,736.5754619854044,29.0
GEYLANG,emergency_services,emergency_services,23.709557055212983,92.72727272727272,5.0,Priority for action,Low agreement,89.69651380316319,39.84292849285492,cumulative,hansen,8.0,6.333333333333333,7.0,False,0.00045589380651143204,89.6969696969697,11.540052695354174,5.770026347677087,9.0,89.6969696969697,7.4,2.0,0.00045589380651143204,113.97352770179153,8.0
GEYLANG,essential_services,essential_services,60.04522089688062,96.36363636363636,3.0,Adequate,Low agreement,98.95482145915035,42.96262419116758,cumulative,hansen,3.0,11.0,26.0,False,0.007494215344448283,98.9623156744948,80.50101899475665,156.7402217757489,3.0,98.9623156744948,302.0,2.0,0.007494215344448283,1199.0880115264931,28.0
GEYLANG,transport_services,transport_services,64.31022034071322,96.36363636363636,3.0,Adequate,Low agreement,52.986356662816455,21.635752887453567,cumulative,hansen,6.0,6.333333333333333,1.0,False,40.01618786644563,93.00254452926208,67.4097101498542,186.2389363844412,7.0,93.00254452926208,736.0,6.0,40.01618786644563,3202303.5260422016,6.0
HOUGANG,community_spaces,community_spaces,28.905983306310315,49.09090909090909,29.0,Priority for action,Low agreement,50.372939814841274,20.76968171878659,cumulative,hansen,24.0,23.0,11.0,False,3.150533673348478,53.52347348818975,34.51225701333564,18.116574895749423,28.0,53.52347348818975,546.1,24.0,3.150533673348478,100247.292392741,17.0
HOUGANG,education_institutions,education_institutions,53.07656693173118,90.9090909090909,6.0,Needs improvement,Low agreement,84.48294559576671,35.74956681780588,cumulative,hansen,7.0,8.333333333333334,10.0,False,5.0828216892248514,89.56576728499157,67.27713393593082,83.9902145304599,7.0,89.56576728499157,303.5,4.0,5.0828216892248514,813255.1382778066,14.0
HOUGANG,emergency_services,emergency_services,8.933046721458314,21.818181818181817,44.0,Priority for action,Low agreement,32.72721657297818,14.434500954476839,cumulative,hansen,37.0,36.333333333333336,10.0,True,5.615429455047216e-05,32.72727272727273,4.775150659430808,2.387575329715404,41.0,32.72727272727273,2.7,37.0,5.615429455047216e-05,14.03858300795387,31.0
HOUGANG,essential_services,essential_services,58.84798495841255,92.72727272727272,5.0,Needs improvement,Low agreement,63.66249900796072,27.649428122351395,cumulative,hansen,8.0,7.666666666666667,5.0,False,20.193317485758556,83.85581649371927,72.03765282788225,140.26154974736542,5.0,83.85581649371927,255.9,10.0,20.193317485758556,3230967.3257599683,8.0
HOUGANG,transport_services,transport_services,46.7553447944008,83.63636363636363,10.0,Needs improvement,Low agreement,66.41616300055668,27.87205853042644,cumulative,hansen,13.0,16.666666666666668,13.0,False,10.02149603252219,76.43765903307887,56.92272835605674,161.93724305490915,12.0,76.43765903307887,605.8,13.0,10.02149603252219,802002.8975942162,25.0
JURONG EAST,community_spaces,community_spaces,54.762799318263156,96.36363636363636,3.0,Needs improvement,Low agreement,66.70135778449068,29.877789681470958,hansen,2sfca,29.0,20.666666666666668,31.0,False,33.298642215509325,100.0,33.298642215509325,17.479510116969102,29.0,40.56739105254248,413.90909090909093,32.0,100.0,3181914.646422277,1.0
JURONG EAST,education_institutions,education_institutions,27.885648002375348,40.0,34.0,Priority for action,Low agreement,42.87135921449047,19.223230026142065,cumulative,hansen,24.0,26.666666666666668,18.0,False,0.16098786507415747,43.03234707956462,38.461764453880356,48.01649028000813,24.0,43.03234707956462,145.8181818181818,37.0,0.16098786507415747,25758.17458823727,19.0
JURONG EAST,emergency_services,emergency_services,10.15613664252382,30.909090909090907,39.0,Priority for action,Low agreement,35.26043152755767,15.369497662797505,cumulative,hansen,28.0,22.0,28.0,True,0.0012764614230455905,35.26170798898072,6.206824212601527,3.1034121063007634,28.0,35.26170798898072,2.909090909090909,33.0,0.0012764614230455905,319.11556876153065,5.0
JURONG EAST,essential_services,essential_services,29.476275115579348,40.0,34.0,Priority for action,Low agreement,42.11659773497571,19.47427058066214,2sfca,hansen,24.0,24.666666666666668,18.0,False,0.3268494372679312,42.443447172243644,42.443447172243644,82.63988960360938,24.0,40.782483491385726,124.45454545454544,34.0,0.3268494372679312,52296.50120642614,16.0
JURONG EAST,transport_services,transport_services,28.66727834631043,32.72727272727273,38.0,Priority for action,Low agreement,44.95994258145911,19.923231821592083,cumulative,hansen,29.0,30.0,5.0,False,0.2170178626768995,45.17696044413601,39.133561797360315,120.71405045309731,28.0,45.17696044413601,360.09090909090907,33.0,0.2170178626768995,17407.56842773867,29.0
JURONG WEST,community_spaces,community_spaces,21.730402655388538,27.27272727272727,41.0,Priority for action,Low agreement,32.66066785659025,14.88747056749399,cumulative,hansen,33.0,32.666666666666664,9.0,True,0.009461843824661982,32.67012970041491,30.387076324316315,15.951137124402264,33.0,32.67012970041491,333.3333333333333,37.0,0.009461843824661982,301.0677944785214,28.0
JURONG WEST,education_institutions,education_institutions,33.33898982447847,54.54545454545454,26.0,Priority for action,Low agreement,48.529532133254094,22.164148173063484,2sfca,hansen,24.0,26.666666666666668,14.0,False,0.005652097539121685,48.53518423079321,48.53518423079321,60.59236321960176,21.0,45.34851039910062,153.66666666666666,35.0,0.005652097539121685,904.3396850773756,24.0
JURONG WEST,emergency_services,emergency_services,12.742734600077593,50.90909090909091,28.0,Priority for action,Low agreement,41.750595798411965,17.97229845078852,cumulative,hansen,13.0,16.666666666666668,17.0,False,0.0002459524297959755,41.75084175084176,8.784984928360608,4.392492464180304,13.0,41.75084175084176,3.4444444444444446,27.0,0.0002459524297959755,61.48814849050075,10.0
JURONG WEST,essential_services,essential_services,30.424321267098517,45.45454545454545,31.0,Priority for action,Low agreement,45.628557981171845,19.956369133148552,2sfca,hansen,26.0,29.0,15.0,False,0.009549022593228682,45.63810700376507,45.63810700376507,88.86008031353516,23.0,38.01201529219006,116.0,38.0,0.009549022593228682,1527.860888307458,26.0
JURONG WEST,transport_services,transport_services,52.85218731172908,90.9090909090909,6.0,Needs improvement,Low agreement,64.73524556706766,27.261742730353934,2sfca,hansen,21.0,16.333333333333332,16.0,False,11.17257023474222,75.90781580180989,75.90781580180989,205.93176712416223,6.0,57.732541702007346,458.77777777777777,21.0,11.17257023474222,894116.6671330711,22.0
KALLANG,community_spaces,community_spaces,35.60324972901475,69.0909090909091,18.0,Priority for action,Low agreement,90.22968807958341,37.150350568620325,cumulative,hansen,22.0,18.0,22.0,False,0.11411058529729973,90.34379866488071,35.00051364089883,18.37287623698528,27.0,90.34379866488071,921.7777777777778,5.0,0.11411058529729973,3630.9014266929657,22.0
KALLANG,education_institutions,education_institutions,38.29441742648851,65.45454545454545,20.0,Priority for action,Low agreement,69.34509855255848,28.564141643262396,cumulative,hansen,11.0,15.333333333333334,17.0,False,11.121455691398815,80.46655424395729,37.72933974055482,47.10211558535771,26.0,80.46655424395729,272.6666666666667,9.0,11.121455691398815,1779440.936386335,11.0
KALLANG,emergency_services,emergency_services,20.993379531531613,87.27272727272727,8.0,Priority for action,Low agreement,86.19515023833759,38.98372994945378,cumulative,hansen,18.0,14.666666666666666,14.0,False,0.00013595694860130708,86.19528619528619,7.508563010779587,3.7542815053897938,20.0,86.19528619528619,7.111111111111111,6.0,0.00013595694860130708,33.989259837144886,18.0
KALLANG,essential_services,essential_services,58.70788269329721,90.9090909090909,6.0,Needs improvement,Low agreement,42.29821070240461,18.408209803500476,cumulative,2sfca,7.0,10.333333333333334,20.0,False,47.96212062838003,90.26033133078464,47.96212062838003,93.38507161775377,22.0,90.26033133078464,275.44444444444446,7.0,55.582520376500874,8893303.804415273,2.0
KALLANG,transport_services,transport_services,45.71394602674448,78.18181818181819,13.0,Needs improvement,Low agreement,56.52359038838945,26.168883133800897,cumulative,hansen,9.0,15.333333333333334,23.0,False,33.36897393165579,89.89256432004524,35.44948196647739,112.17685834081738,30.0,89.89256432004524,711.5555555555555,7.0,33.36897393165579,2670365.6793909785,9.0
LIM CHU KANG,community_spaces,community_spaces,8.427623083895883,12.727272727272727,49.0,Priority for action,Moderate agreement,15.87498591754701,6.978095640085436,2sfca,hansen,53.0,50.666666666666664,7.0,True,9.772452019400915e-05,15.875083642067203,15.875083642067203,8.333333333333332,46.0,2.4502597275311184,25.0,53.0,9.772452019400915e-05,3.1095108211990734,53.0
