amenity_id,nearest_first_road_id,nearest_first_road_name,nearest_second_road_id,nearest_second_road_name,nearest_third_road_id,nearest_third_road_name,nearest_fourth_road_id,nearest_fourth_road_name
8d39567d-5ea6-5751-beec-88770a9be781,296,BOUNDARY CLOSE,77,ANG MO KIO INDUSTRIAL PARK 1,266,BISHAN STREET 15,265,BISHAN STREET 14
fbed27ca-8066-5e40-8cc5-d62cadfb738c,100,ANG MO KIO STREET 63,99,ANG MO KIO STREET 62,101,ANG MO KIO STREET 64,80,ANG MO KIO INDUSTRIAL PARK 3
fb09f377-194b-5c85-9942-cc74e9136575,99,ANG MO KIO STREET 62,101,ANG MO KIO STREET 64,80,ANG MO KIO INDUSTRIAL PARK 3,100,ANG MO KIO STREET 63
187dda5f-1316-5f06-854b-0718ea11f55c,756,DEFU LANE 11,765,DEFU LANE 9,1957,KIM CHUAN ROAD,18,AIK HOE ROAD
eb89bf2e-7583-5961-95b3-2c647513f432,185,BEDOK NORTH AVENUE 4,3223,SIMEI AVENUE,179,BEDOK INDUSTRIAL PARK E,192,BEDOK NORTH STREET 5
9f90d676-aa68-561b-b7df-d4197af2cfec,348,BUKIT BATOK STREET 23,337,BUKIT BATOK CRESCENT,349,BUKIT BATOK STREET 24,343,BUKIT BATOK INDUSTRIAL PARK A
c2d042e1-f588-5613-94c6-c8b8df7b97e2,302,BRADDELL ROAD,814,DUNSFOLD DRIVE,2565,MUSWELL HILL,453,CARMICHAEL ROAD
b4a4336a-616a-51ff-84a1-38c798ea10b6,3278,SOON LEE ROAD,3277,SOON LEE DRIVE,1949,KIAN TECK LANE,1951,KIAN TECK WAY
5ce8041a-bab4-5e2f-9b5f-2270b24bdac4,139,AYER RAJAH CRESCENT,2672,ONE-NORTH AVENUE,2455,MEDIA LINK,3334,STARS AVENUE
5f7c06af-f531-5c81-87af-44da616a0ee8,2798,PAYA LEBAR STREET,2127,LITTLE ROAD,2265,LORONG PAYA LEBAR,2613,NEW INDUSTRIAL ROAD
bf38c682-26bb-5716-9167-9e06dd03a2ea,2002,KRANJI ROAD,2001,KRANJI LOOP,1495,JALAN LAM HUAT,1747,JALAN WAK SELAT
44174a80-48ea-53fd-81a1-e74e5b78303c,4056,WOODLANDS INDUSTRIAL PARK E4,4061,WOODLANDS INDUSTRIAL PARK E9,4054,WOODLANDS INDUSTRIAL PARK E2,4057,WOODLANDS INDUSTRIAL PARK E5
4986b322-ac5a-565c-9fce-c82d22276fce,1991,KOH SEK LIM ROAD,197,BEDOK RIA CRESCENT,511,CHANGI SOUTH LANE,201,BEDOK RIA WALK
b6d31644-0746-5db9-ae1d-ac955f41daca,3326,STAGMONT RING,1383,JALAN GALI BATU,575,CHOA CHU KANG LINK,2044,LENGKOK SAGA
d93dc1ab-a329-57c3-a67d-f09fdaf16067,153,BAN SAN STREET,3013,ROCHOR CANAL ROAD,3901,VICTORIA LANE,3938,WELD ROAD
be46dcb9-bb04-5aa9-bc62-d9f0ba235db2,2950,RAFFLES BOULEVARD,3637,TEMASEK AVENUE,2949,RAFFLES AVENUE,2974,REPUBLIC BOULEVARD
c87f59f4-08e5-52a0-921c-2cc15fb628ca,1047,GHIM MOH ROAD,829,EAST SUSSEX LANE,1217,HOLLAND RISE,1203,HOLLAND DRIVE
07916778-b127-5184-b1d3-cc1d1d3c797d,1203,HOLLAND DRIVE,1201,HOLLAND AVENUE,1202,HOLLAND CLOSE,2250,LORONG LIPUT
bee26053-f0db-53de-8b50-bf89befeeecb,1307,JALAN AYER,1866,KALLANG AIRPORT DRIVE,2663,OLD TERMINAL LANE,3322,STADIUM LINK
2049a15a-a833-5607-af0d-8c121a159f4c,3242,SIMS PLACE,3241,SIMS LANE,2165,LORONG 21A GEYLANG,3240,SIMS DRIVE
74e10e68-5f1d-5c5c-ae9f-7effc6693edc,123,ARTS LINK,2599,NEO PEE TECK LANE,679,COMPUTING DRIVE,1923,KENT RIDGE DRIVE
bb1ac915-b6f9-520c-9c4f-9bda488330a8,3976,WHAMPOA ROAD,1963,KIM KEAT ROAD,2249,LORONG LIMAU,3973,WHAMPOA DRIVE
a8f79a08-695d-56c2-9f75-45013d6e549d,3459,T2 BASEMENT DRIVE,3458,T2 ARRIVAL DRIVE,3460,T2 BOULEVARD,3462,T2 LINK NORTH
e10eec49-832b-5c47-9557-ba5787d30b64,515,CHANGI VILLAGE ROAD,2219,LORONG BEKUKONG,3636,TELOK PAKU ROAD,134,AVIATION DRIVE
d17bf8f8-0620-5984-8d2c-1d746fe936ea,174,BEDOK AVENUE,1939,KEW DRIVE,1398,JALAN HAJI SALAM,1943,KEW WALK
f8421ff5-353a-5cbc-979c-b547996e4940,3191,SHENTON WAY,2906,PRINCE EDWARD ROAD,2737,PARSI ROAD,2710,PALMER ROAD
3731d467-5998-5daa-93f6-037a2f268405,3458,T2 ARRIVAL DRIVE,3460,T2 BOULEVARD,3459,T2 BASEMENT DRIVE,3457,T1 VIP DRIVE
3350be55-5883-5dbd-b0a8-2cc3c27e7a60,3453,T1 DEPARTURE CRESCENT,3450,T1 ARRIVAL CRESCENT,3454,T1 LINK EAST,3456,T1 PASSENGER CRESCENT
c93b8c6b-b094-5b4c-82a5-6b69c9147a67,495,CHANGI BUSINESS PARK CENTRAL 2,3265,SOMAPAH ROAD,497,CHANGI BUSINESS PARK VISTA,494,CHANGI BUSINESS PARK CENTRAL 1
b136ced0-e8f4-5872-bd6e-12d1407afaad,3763,TUAS CHECKPOINT VIADUCT,3770,TUAS LINK 3,3771,TUAS LINK 4,3769,TUAS LINK 2
8be87da7-2ce1-5112-9ca8-af3fcf563947,3288,SPOONER ROAD,1230,HOSPITAL BOULEVARD,276,BLAIR ROAD,1231,HOSPITAL DRIVE
58a33174-2cf9-5c75-a04b-447676232c89,2162,LORONG 2 TOA PAYOH,3685,TOA PAYOH CENTRAL,3471,TAI GIN ROAD,14,AH HOOD ROAD
9f5f38c3-3b99-5eec-883a-ce817a3784f3,3116,SEMBAWANG VISTA,3108,SEMBAWANG ALLEY,3118,SEMBAWANG WAY,3110,SEMBAWANG CLOSE
e3697b84-fec7-5746-b4db-54318aeff9df,3064,SEAH IM ROAD,1148,HARBOURFRONT AVENUE,2403,MARITIME SQUARE,1149,HARBOURFRONT PLACE
85238562-61ac-5ed6-80ea-53d025d25814,368,BUKIT MERAH CENTRAL,1170,HENDERSON ROAD,775,DEPOT WALK,2967,REDHILL CLOSE
805d0e14-f9ad-5efc-9a4e-4e18ccf08edf,888,EUNOS AVENUE 2,887,EUNOS AVENUE 1,899,EUNOS CRESCENT,901,EUNOS ROAD 1
6a87590e-d97f-519d-b631-80b6ab6e03a6,1823,JURONG WEST CENTRAL 3,1836,JURONG WEST STREET 64,1822,JURONG WEST CENTRAL 2,1821,JURONG WEST CENTRAL 1
acab473e-6ebf-5cb1-b22a-8c760b4ea7a4,1801,JURONG GATEWAY ROAD,1022,GATEWAY DRIVE,1795,JURONG EAST STREET 12,1793,JURONG EAST CENTRAL 1
7c0330f6-92bf-5b1b-8a08-6c9672444771,335,BUKIT BATOK CENTRAL,336,BUKIT BATOK CENTRAL LINK,346,BUKIT BATOK STREET 21,341,BUKIT BATOK EAST AVENUE 5
05d90913-cba4-5db6-b594-b3142dc41d77,264,BISHAN STREET 13,260,BISHAN PLACE,261,BISHAN ROAD,266,BISHAN STREET 15
f4a53541-7613-5d56-828a-a66522e4ad5f,3518,TAMPINES CENTRAL 1,3523,TAMPINES CENTRAL 6,3519,TAMPINES CENTRAL 2,3522,TAMPINES CENTRAL 5
c27479f9-7b2e-59f1-80a9-6229a38ac96c,71,ANG MO KIO AVENUE 8,73,ANG MO KIO CENTRAL 1,88,ANG MO KIO STREET 31,91,ANG MO KIO STREET 42
bb8a8d37-0845-5376-81b0-8f8efe31ccee,1242,HOUGANG CENTRAL,1587,JALAN PAYOH LAI,1564,JALAN NAUNG,1233,HOUGANG AVENUE 10
c5f0585d-7c33-58a1-8a96-a95273a4d898,2747,PASIR RIS CENTRAL STREET 3,2746,PASIR RIS CENTRAL,2755,PASIR RIS DRIVE 1,2765,PASIR RIS GREEN
b6f0da17-2be1-517b-bb39-0e62cb87911c,568,CHOA CHU KANG AVENUE 4,576,CHOA CHU KANG LOOP,1999,KRANJI EXPRESSWAY,590,CHOA CHU KANG WAY
082c44dd-cc4a-5408-acfe-1abb905491e6,72,ANG MO KIO AVENUE 9,98,ANG MO KIO STREET 61,100,ANG MO KIO STREET 63,99,ANG MO KIO STREET 62
7a4953a1-b4fd-5c04-9988-1fc1f3e18533,3130,SENGKANG SQUARE,676,COMPASSVALE ROAD,3127,SENGKANG EAST WAY,3126,SENGKANG EAST ROAD
98cd33b4-643d-51b8-92e6-6b8e3be2da02,2923,PUNGGOL PLACE,2931,PUNGGOL WALK,2928,PUNGGOL ROAD - TRACK 13,2918,PUNGGOL CENTRAL
42a3c6d6-7d7e-5587-b3c9-7d4b597a3d4c,630,CLEMENTI AVENUE 3,631,CLEMENTI AVENUE 4,632,CLEMENTI AVENUE 5,629,CLEMENTI AVENUE 2
38a634a4-e825-518f-9608-830057e278d7,3155,SERANGOON AVENUE 2,3163,SERANGOON LINK,3158,SERANGOON CENTRAL,3172,SERANGOON VIADUCT
249a7e42-d454-5edb-ac88-977bf7637a4a,1801,JURONG GATEWAY ROAD,1795,JURONG EAST STREET 12,1793,JURONG EAST CENTRAL 1,1815,JURONG TOWN HALL ROAD
e4d8184a-ade9-5ee1-b3f5-46a2afc0d216,186,BEDOK NORTH DRIVE,188,BEDOK NORTH STREET 1,182,BEDOK NORTH AVENUE 1,175,BEDOK CENTRAL
3b141d70-aeb1-55e8-abf1-caf2bf70a9e7,4105,YISHUN AVENUE 2,4116,YISHUN CENTRAL SERVICE ROAD,4113,YISHUN CENTRAL,4114,YISHUN CENTRAL 1
491d57d1-d74c-555f-953a-d573c9379c74,1781,JOO KOON CIRCLE,1782,JOO KOON CRESCENT,3869,UPPER JURONG ROAD,3261,SIXTH LOK YANG ROAD
4642f0ed-6e58-5ed5-aca3-109247ac7175,4068,WOODLANDS SQUARE,2641,NORTH WOODLANDS DRIVE,2642,NORTH WOODLANDS LINK,2643,NORTH WOODLANDS WAY
1447d45f-eb88-5d81-a655-97ebc51504b8,3526,TAMPINES CONCOURSE,3525,TAMPINES CENTRAL 8,3524,TAMPINES CENTRAL 7,3528,TAMPINES GRANDE
90799e08-3516-578b-b86b-dc7734087d1c,676,COMPASSVALE ROAD,3127,SENGKANG EAST WAY,3130,SENGKANG SQUARE,678,COMPASSVALE WALK
01ef05f0-0c9a-5734-bb13-6ab8bc765ab4,1763,JELEBU ROAD,2135,LOMPANG ROAD,1019,GANGSA ROAD,1010,GALISTAN AVENUE
3b2b5767-41fb-5c1d-b160-a99afd08a704,100,ANG MO KIO STREET 63,99,ANG MO KIO STREET 62,101,ANG MO KIO STREET 64,80,ANG MO KIO INDUSTRIAL PARK 3
22392526-8b5c-539d-ab3b-cb1ee964eef7,1000,FUDU WALK,999,FUDU PARK,2064,LENTOR TERRACE,2059,LENTOR LOOP
ea3b80f2-cce4-55fa-9748-b15ae18a8097,2401,MARINE TERRACE,1934,KERIS DRIVE,1308,JALAN AZAM,1721,JALAN TENGGIRI
e350430a-3afb-5388-b1f0-053b64b9e7ab,431,CANBERRA LANE,429,CANBERRA CRESCENT,437,CANBERRA WAY,430,CANBERRA DRIVE
25318245-8571-5919-a625-96e0f8edd235,738,DAKOTA CLOSE,1515,JALAN LIMA,1893,KAMPONG KAYU ROAD,1377,JALAN EMPAT
c6db9a96-386b-53c9-b010-6731be4ca2cd,47,AMBER GARDENS,1650,JALAN SEAVIEW,3595,TANJONG KATONG ROAD SOUTH,1446,JALAN KECHIL
157cd2c4-cf3e-5be5-8e1e-b826bf865867,420,CALSHOT ROAD,1,ABINGDON ROAD,3365,STREET. JOHN'S CRESCENT,1068,GORDON ROAD
204f503a-98f7-5cc6-8567-689cd164c697,2990,RIVERINA CRESCENT,2784,PASIR RIS WAY,2769,PASIR RIS LANE,2782,PASIR RIS VIEW
6b2055e4-8b78-5cff-8de1-39f0abe1b687,1990,KOEK ROAD,1996,KRAMAT LANE,1997,KRAMAT ROAD,722,CUPPAGE ROAD
e0fd0fca-06e6-5720-b4fa-449b05b6751e,1322,JALAN BATU NILAM,1415,JALAN INTAN,1186,HILLVIEW AVENUE,1753,JALAN ZAMRUD
02215089-f189-516e-9043-7363ce3ee0fd,2600,NEO TIEW CRESCENT,2105,LIM CHU KANG LANE 6F,2104,LIM CHU KANG LANE 6D,2605,NEO TIEW ROAD
00a56622-d162-5cdb-a5e9-2cd3868d9840,1173,HENG MUI KENG TERRACE,1126,GUOK AVENUE,408,BUSINESS LINK,1220,HON SUI SEN DRIVE
7c66d229-faee-5af2-94fb-01619054f221,2773,PASIR RIS STREET 13,2758,PASIR RIS DRIVE 2,2314,LOYANG RISE,2316,LOYANG VIEW
0204e244-cf58-5603-b0fa-3b07b1ac52f2,3117,SEMBAWANG WALK,1430,JALAN JERUJU,1671,JALAN SERENGAM,1694,JALAN TAMPANG
31568a3c-4b60-5c02-9e29-1b85b0a70c21,839,EBER ROAD,2699,OXLEY ROAD,1990,KOEK ROAD,1996,KRAMAT LANE
b5dd6039-2ba3-5cda-8c61-7d2562100ed9,3511,TAMPINES AVENUE 3,3563,TAMPINES STREET 83,3561,TAMPINES STREET 81,3564,TAMPINES STREET 84
bcebce19-07c3-5a2e-901c-0c3f9c4a6a9b,3612,TEBAN GARDENS ROAD,2715,PANDAN GARDENS,3611,TEBAN GARDENS CRESCENT,3956,WEST COAST VALE
18e1d6ed-4bb8-5267-a079-db2a49a0bd0b,3941,WEST CAMP ROAD,3085,SELETAR CLUB ROAD,1138,HAMILTON PLACE,1268,HYDE PARK GATE
0fbb2315-d071-5080-8e97-efe0c6fa7610,860,EMPRESS ROAD,939,FARRER COURT,1975,KING'S ROAD,940,FARRER DRIVE
e6b2f0b2-5527-5cfa-9c36-0ef29ca0cbd1,3626,TELOK BLANGAH CRESCENT,3634,TELOK BLANGAH WAY,1170,HENDERSON ROAD,3628,TELOK BLANGAH GREEN
057c32e7-0dca-5acc-9022-c13181007935,72,ANG MO KIO AVENUE 9,98,ANG MO KIO STREET 61,100,ANG MO KIO STREET 63,99,ANG MO KIO STREET 62
49f931a0-a150-58e5-9508-090be5e40f15,2646,NOVENA RISE,1572,JALAN NOVENA UTARA,1569,JALAN NOVENA BARAT,3574,TAN SIM BOH ROAD
fc2260ef-50ef-5101-b1cb-d36be45e164e,4011,WOODLANDS AVENUE 10,4063,WOODLANDS LINK,4078,WOODLANDS TERRACE,3112,SEMBAWANG DRIVE
850424c5-f822-58c1-9a50-28e1bd05a8c4,1003,FULTON AVENUE,3250,SIN MING WALK,1004,FULTON ROAD,3245,SIN MING AVENUE
8db2d82d-c310-5e5a-9d86-6c8a3b0e6413,1017,GAMBIR WALK,1491,JALAN LABU MANIS,1490,JALAN LABU AYER,3427,SUNSHINE TERRACE
db7653bd-6ba3-51fb-9a46-bac340efe35e,3283,SOUTH BUONA VISTA ROAD,4153,ZEHNDER ROAD,3907,VIGILANTE DRIVE,2744,PASIR PANJANG VIEW
f35febf8-c93a-5f61-a656-ee4227293c34,3748,TUAS AVENUE 4,3750,TUAS AVENUE 6,3752,TUAS AVENUE 8,3753,TUAS AVENUE 9
791cb672-1f8a-5609-93e1-ac1f87ddbfac,2961,RASOK DRIVE,1370,JALAN DINDING,1386,JALAN GELEGAR,1440,JALAN KASAU
cfd32ef3-0255-5794-b1a9-3ffc30b64e36,1423,JALAN JAMBU MAWAR,1421,JALAN JAMBU AYER,1422,JALAN JAMBU BATU,3346,STONE AVENUE
247cacac-54f6-5459-924d-0a026c08431e,3091,SELETAR GREEN WALK,2331,LUXUS HILL DRIVE,1627,JALAN RESAK,3089,SELETAR GREEN AVENUE
2f0875ee-7b11-5d35-b967-2261d9b0d21e,68,ANG MO KIO AVENUE 4,2442,MAYFLOWER DRIVE,2444,MAYFLOWER PLACE,2441,MAYFLOWER CRESCENT
69499303-5d8f-501c-b168-97ad8c47fae8,1128,HACIENDA GROVE,1662,JALAN SEMPADAN,1743,JALAN ULU SIGLAP,3609,TAY LIAN TECK DRIVE
0d2f1091-2f04-5d88-bd74-7e8f8a1d3fbe,1280,IQBAL AVENUE,3730,TU FU AVENUE,2083,LI PO AVENUE,3465,TAGORE AVENUE
bd93dfb4-71a9-54fe-9a6b-99f8450877ea,2340,MACRITCHIE VIADUCT,1771,JOAN ROAD,2137,LORNIE VIADUCT,2975,RESERVOIR ROAD
4e663765-d1da-5175-aa6a-eb2afb8c5fcc,581,CHOA CHU KANG ROAD - TRACK 14,1506,JALAN LEKAR,1700,JALAN TAPISAN,1496,JALAN LAM SAM
3c404e4d-59e5-5ae0-b265-768a2edb60f8,3770,TUAS LINK 3,3769,TUAS LINK 2,3771,TUAS LINK 4,3768,TUAS LINK 1
f47b0c90-8d9e-5c0c-a632-98b2aceaf12c,4055,WOODLANDS INDUSTRIAL PARK E3,4053,WOODLANDS INDUSTRIAL PARK E1,4060,WOODLANDS INDUSTRIAL PARK E8,3148,SENOKO LOOP
d0d6bfe3-f6d2-519d-8ecf-a64d51d203df,1547,JALAN MENDONG,3909,VISTA TERRACE,612,CHWEE CHIAN VIEW,2280,LORONG SARI
923f2faa-ade9-5586-9f75-573f2977bae2,943,FARRER ROAD,860,EMPRESS ROAD,1975,KING'S ROAD,4088,WOOLLERTON PARK
3f9c5f18-9b5b-5e4f-8799-1e2bceda14ce,2401,MARINE TERRACE,1934,KERIS DRIVE,1464,JALAN KERIS,1308,JALAN AZAM
91474112-b3a6-5d8e-be95-4032d1cd1519,2702,PADANG JERINGAU,1889,KAMPONG BUGIS,1875,KALLANG ROAD,1868,KALLANG AVENUE
2481946c-3c2d-5ec9-aea0-2a1b9e6f5556,206,BEDOK SOUTH AVENUE 3,2720,PARBURY AVENUE,3586,TANAH MERAH KECHIL ROAD SOUTH,2324,LUCKY GARDENS
4818c38a-196a-55d9-912b-1f23ab6e10e4,1061,GOLDHILL RISE,1062,GOLDHILL VIEW,1057,GOLDHILL AVENUE,1917,KENG CHIN ROAD
69cc2fe4-b151-576f-900e-7b62a62f2f39,344,BUKIT BATOK ROAD,359,BUKIT BATOK WEST AVENUE 4,357,BUKIT BATOK WEST AVENUE 2,353,BUKIT BATOK STREET 33
68204a27-d1e6-5c3a-b795-ebe1984d153c,356,BUKIT BATOK STREET 52,341,BUKIT BATOK EAST AVENUE 5,355,BUKIT BATOK STREET 51,1191,HILLVIEW TERRACE
c2f6eb2f-2bf7-5ad0-97a4-c931317b3bc9,1959,KIM KEAT AVENUE,1723,JALAN TENTERAM,2371,MAR THOMA ROAD,1525,JALAN MA'MOR
a74c9481-95e0-51f6-ac25-0395a8578cab,2667,OLDHAM LANE,2822,PENANG LANE,1142,HANDY ROAD,2823,PENANG ROAD
a3648165-092a-5f6f-8861-50fc99ee278e,4014,WOODLANDS AVENUE 3,4069,WOODLANDS STREET 11,4072,WOODLANDS STREET 31,4074,WOODLANDS STREET 41
35e3bded-5dca-5622-8edd-d62269929de5,1812,JURONG ROAD - TRACK 18,1813,JURONG ROAD - TRACK 20,1800,JURONG EAST STREET 32,1790,JURONG CANAL DRIVE
5a3457fa-89e2-50dd-9bd9-6d115d92afd1,3374,STREET. XAVIER'S LANE,1524,JALAN LYE KWEE,2218,LORONG BATAWI,1237,HOUGANG AVENUE 5
806d4a23-221d-52bc-9161-907597ebb758,12,ADMIRALTY ROAD WEST,3150,SENOKO SOUTH ROAD,3146,SENOKO DRIVE,4019,WOODLANDS AVENUE 8
1a34c05b-f189-5586-b981-f4956a4bf354,629,CLEMENTI AVENUE 2,628,CLEMENTI AVENUE 1,630,CLEMENTI AVENUE 3,637,CLEMENTI ROAD
dfa91bac-aebf-57cc-9ce7-002612ef45bb,3892,VENUS ROAD,454,CARNATION DRIVE,2677,ONTARIO AVENUE,1020,GARDENIA ROAD
bc26b681-6691-5c2e-9b66-d77d5d85b10b,992,FRANKEL DRIVE,994,FRANKEL STREET,1155,HARTLEY GROVE,996,FRANKEL WALK
f028a364-1efd-57bb-a4fd-9e09efa43558,1464,JALAN KERIS,657,COLDSTREAM AVENUE,1934,KERIS DRIVE,1658,JALAN SELENDANG DELIMA
c962cea1-7d5c-5bb1-ab55-15901bc09464,3066,SEALAND ROAD,242,BIGGIN HILL ROAD,1137,HALTON ROAD,3851,UPAVON ROAD
c200d704-8bc2-5e35-bfe6-99ffe9ed8f55,3978,WHAMPOA WEST,3360,STREET. GEORGE'S LANE,3974,WHAMPOA EAST,3361,STREET. GEORGE'S ROAD
7cb4bf58-0ccf-58ab-8857-7685584bc2b2,1035,GEYLANG BAHRU,1037,GEYLANG BAHRU TERRACE,1036,GEYLANG BAHRU LANE,225,BENDEMEER ROAD
916a10bb-f67d-5519-a1e1-808fc6f41450,4112,YISHUN AVENUE 9,4125,YISHUN STREET 31,4118,YISHUN INDUSTRIAL STREET 1,4109,YISHUN AVENUE 6
c0f3aee5-9dbf-5b82-9915-699df7884a7f,2189,LORONG 39 GEYLANG,2194,LORONG 41 GEYLANG,2187,LORONG 37 GEYLANG,2794,PAYA LEBAR CLOSE
db342ecc-5040-52e5-8258-aeba23ec8347,2759,PASIR RIS DRIVE 3,2748,PASIR RIS CLOSE,2761,PASIR RIS DRIVE 6,2747,PASIR RIS CENTRAL STREET 3
a7e7d19a-a223-5d77-903b-68aadabb8223,1906,KEAT HONG LINK,3621,TECK WHYE LANE,574,CHOA CHU KANG GROVE,3619,TECK WHYE AVENUE
734a921b-a7ed-5b78-bf27-a8440ad88ecd,2203,LORONG 7 REALTY PARK,2200,LORONG 6 REALTY PARK,1242,HOUGANG CENTRAL,2191,LORONG 4 REALTY PARK
01afe130-122e-5529-b58a-86435686ada7,149,BALMEG HILL,2744,PASIR PANJANG VIEW,4153,ZEHNDER ROAD,2742,PASIR PANJANG HILL
fa60a0ab-f61b-5398-b278-7786a0ccc5e3,1644,JALAN SAMULUN,2971,REFINERY ROAD,3596,TANJONG KLING ROAD,403,BUROH CRESCENT
e9a387c2-cf66-5d53-a528-e9bfe53a3a23,1124,GUL WAY,1112,GUL AVENUE,1113,GUL CIRCLE,1115,GUL DRIVE
9cc4d5b4-7136-5fa0-bb68-7e397995d026,2834,PENJURU WALK,2832,PENJURU PLACE,2833,PENJURU ROAD,2829,PENJURU CLOSE
9537fbc1-8979-5661-ac86-fc90492369f1,748,DEAL ROAD,2345,MAIDSTONE ROAD,978,FOLKESTONE ROAD,3367,STREET. MARGARET'S ROAD
e5956fcf-ad53-50e1-8263-09881a131391,2224,LORONG BUANG KOK,52,ANCHORVALE DRIVE,53,ANCHORVALE LANE,54,ANCHORVALE LINK
0a886f98-c410-5675-82a0-fa37e9099b00,1800,JURONG EAST STREET 32,1799,JURONG EAST STREET 31,1791,JURONG EAST AVENUE 1,1812,JURONG ROAD - TRACK 18
78fc65a8-a12e-50c2-a4e7-b243b7d3fd3f,3941,WEST CAMP ROAD,3085,SELETAR CLUB ROAD,1138,HAMILTON PLACE,1268,HYDE PARK GATE
0a2fb95c-a539-5d3d-8768-f4c6fb4ffa1e,2494,MILLER STREET,463,CASHIN STREET,144,BAIN STREET,457,CARVER STREET
2399912a-aed7-5705-8a60-a28d6a657a60,362,BUKIT BATOK WEST AVENUE 7,359,BUKIT BATOK WEST AVENUE 4,344,BUKIT BATOK ROAD,353,BUKIT BATOK STREET 33
f2147031-f0e7-55d2-9241-35df4d98073e,3070,SECOND LOK YANG ROAD,1946,KIAN TECK AVENUE,961,FIRST LOK YANG ROAD,1948,KIAN TECK DRIVE
03d93652-7516-5770-b527-1d33cc9bdcd5,10,ADMIRALTY ROAD,2421,MARSILING LANE,2409,MARSILING CRESCENT,2410,MARSILING DRIVE
079976fd-c657-541d-bb73-89300ba28606,2906,PRINCE EDWARD ROAD,2905,PRINCE EDWARD LINK,2710,PALMER ROAD,3191,SHENTON WAY
b4127f3d-c07b-5ef8-a30d-24404ba67840,1809,JURONG PIER WAY,1806,JURONG PIER CIRCUS,1807,JURONG PIER FLYOVER,1803,JURONG ISLAND CAUSEWAYS
0a9e6600-41c7-5610-92da-8b7cca0329d2,1128,HACIENDA GROVE,1662,JALAN SEMPADAN,1420,JALAN JAMAL,3208,SIGLAP GARDENS
1e54a57a-ff2f-53ba-84fe-9911bfb6a21c,4050,WOODLANDS INDUSTRIAL PARK D,4022,WOODLANDS CHECKPOINT VIADUCT,4052,WOODLANDS INDUSTRIAL PARK D STREET 2,4026,WOODLANDS CROSSING
b2631a83-b9d9-50bc-a0bd-0beb4eb95799,175,BEDOK CENTRAL,2616,NEW UPPER CHANGI ROAD,188,BEDOK NORTH STREET 1,189,BEDOK NORTH STREET 2
dc65e92b-e5fc-5f82-938d-b8bee9575edb,3326,STAGMONT RING,575,CHOA CHU KANG LINK,1383,JALAN GALI BATU,2044,LENGKOK SAGA
f803e19e-32a4-51d5-9d97-608f9e5f80f0,2786,PATERSON ROAD,2040,LENGKOK ANGSA,2681,ORCHARD BOULEVARD,1074,GRANGE ROAD
c78388e8-fde7-551a-a11c-80f49f536f95,4128,YISHUN STREET 61,4107,YISHUN AVENUE 4,4115,YISHUN CENTRAL 2,4103,YISHUN AVENUE 1
1aba4e6f-9608-5e07-b79b-9010aafd9844,3949,WEST COAST LANE,3944,WEST COAST DRIVE,3952,WEST COAST PLACE,3958,WEST COAST WALK
dceeb34f-afc1-51cc-929d-6001befb04c9,737,DAISY ROAD,736,DAISY AVENUE,3269,SOMMERVILLE ROAD,2282,LORONG SELANGAT
e554d514-34c1-56ff-9366-42c81254435d,2192,LORONG 4 TOA PAYOH,2179,LORONG 3 TOA PAYOH,2141,LORONG 1 TOA PAYOH,3685,TOA PAYOH CENTRAL
0b38c20c-b380-5f7e-a09c-5e47c86b20ab,443,CANTONMENT CLOSE,445,CANTONMENT ROAD,4092,YAN KIT ROAD,1908,KEE SENG STREET
bcedb335-37e4-56d2-b237-22b91f76fd34,2198,LORONG 5 TOA PAYOH,2201,LORONG 6 TOA PAYOH,2192,LORONG 4 TOA PAYOH,2204,LORONG 7 TOA PAYOH
eb956ce2-3872-5bfa-8cd8-7a5eaf87363e,2834,PENJURU WALK,3612,TEBAN GARDENS ROAD,3611,TEBAN GARDENS CRESCENT,2832,PENJURU PLACE
f268440e-26d2-5aa9-90cc-fa88021a64c8,1022,GATEWAY DRIVE,1797,JURONG EAST STREET 21,1801,JURONG GATEWAY ROAD,1795,JURONG EAST STREET 12
2b5b7061-822e-5110-9178-3df7094e6956,233,BEO CRESCENT,1018,GANGES AVENUE,768,DELTA ROAD,1273,INDUS ROAD
524ffa3b-77dc-5888-ad2e-aba0a813f2fe,4107,YISHUN AVENUE 4,4128,YISHUN STREET 61,4103,YISHUN AVENUE 1,4131,YISHUN STREET 81
b624ea62-cc3e-53f6-9c24-4839931f38c4,2276,LORONG RUSUK,2284,LORONG SERAMBI,2657,OLD LIM CHU KANG ROAD,1332,JALAN BERSERI
9aa18ad3-542b-5afa-a846-398c9f34a5ce,2902,PRIMROSE AVENUE,204,BEDOK SOUTH AVENUE 1,913,EVERGREEN GARDENS,912,EVERGREEN AVENUE
8173776a-72d5-531d-bc64-ab41ddfd3081,190,BEDOK NORTH STREET 3,183,BEDOK NORTH AVENUE 2,187,BEDOK NORTH ROAD,184,BEDOK NORTH AVENUE 3
1d064922-a452-555f-85bb-a8213af1c462,3110,SEMBAWANG CLOSE,3118,SEMBAWANG WAY,3108,SEMBAWANG ALLEY,7,ADMIRALTY DRIVE
96cdb48a-9907-5323-8024-5e05ce90366a,4148,YUNNAN DRIVE 3,1951,KIAN TECK WAY,1848,JURONG WEST STREET 93,1949,KIAN TECK LANE
