amenity_id,nearest_first_road_id,nearest_first_road_name,nearest_second_road_id,nearest_second_road_name,nearest_third_road_id,nearest_third_road_name,nearest_fourth_road_id,nearest_fourth_road_name
bc2401de-5c67-5e78-9931-27a558348e48,4092,YAN KIT ROAD,3597,TANJONG PAGAR PLAZA,1908,KEE SENG STREET,3598,TANJONG PAGAR ROAD
fae32852-85d8-5914-8f92-ee3809badae3,267,BISHAN STREET 21,649,CLOVER RISE,1595,JALAN PEMIMPIN,2429,MARYMOUNT LANE
d3899aef-5d4e-50bd-8517-fe12d808cb19,1908,KEE SENG STREET,3597,TANJONG PAGAR PLAZA,4092,YAN KIT ROAD,1199,HOE CHIANG ROAD
7c62a033-dd03-5cda-a31d-027f4a99802c,3633,TELOK BLANGAH STREET 32,3629,TELOK BLANGAH HEIGHTS,3627,TELOK BLANGAH DRIVE,3632,TELOK BLANGAH STREET 31
f00adb92-ceb1-5efd-8651-0c0374efac0f,3419,SUNSET LANE,638,CLEMENTI STREET 11,632,CLEMENTI AVENUE 5,639,CLEMENTI STREET 12
7927d0df-a2ae-5986-81b0-5c085a3eab49,631,CLEMENTI AVENUE 4,632,CLEMENTI AVENUE 5,630,CLEMENTI AVENUE 3,3419,SUNSET LANE
af0b5f58-ca64-5ff4-afd5-171fbe72b627,630,CLEMENTI AVENUE 3,3958,WEST COAST WALK,1533,JALAN MAS PUTEH,3497,TAMAN MAS MERAH
625b55c7-7c9e-5067-860c-cf5418345668,3349,STRATHMORE AVENUE,807,DUNDEE ROAD,745,DAWSON ROAD,394,BULLER TERRACE
8846ecfc-e6d3-51c0-b47c-f8d4ef58f06e,2192,LORONG 4 TOA PAYOH,2201,LORONG 6 TOA PAYOH,2198,LORONG 5 TOA PAYOH,2179,LORONG 3 TOA PAYOH
74030f44-bce0-5df1-86c5-a3579cc6aa67,478,CENTRAL EXPRESSWAY,3685,TOA PAYOH CENTRAL,2192,LORONG 4 TOA PAYOH,1615,JALAN RAJAH
1cb4abdc-98a9-5ff1-a211-1901fe79920d,302,BRADDELL ROAD,2207,LORONG 8A TOA PAYOH,2206,LORONG 8 TOA PAYOH,814,DUNSFOLD DRIVE
66b67db0-2bbc-513b-a30b-d70d3a592782,3689,TOA PAYOH NORTH,2207,LORONG 8A TOA PAYOH,2179,LORONG 3 TOA PAYOH,2201,LORONG 6 TOA PAYOH
924dbc30-6bce-5da1-9110-23f75630c37f,1962,KIM KEAT LINK,3686,TOA PAYOH EAST,1959,KIM KEAT AVENUE,478,CENTRAL EXPRESSWAY
9931fd82-bca2-58ee-9fcf-89e15130dd87,2206,LORONG 8 TOA PAYOH,3687,TOA PAYOH INDUSTRIAL PARK,2204,LORONG 7 TOA PAYOH,3686,TOA PAYOH EAST
ffda550c-c44f-5d16-b7fd-53b953aecf34,3977,WHAMPOA SOUTH,227,BENG WAN ROAD,3975,WHAMPOA NORTH,1691,JALAN TAMAN
47a6d6df-14c3-5b4f-af63-faa00b34cd18,1035,GEYLANG BAHRU,1036,GEYLANG BAHRU LANE,1037,GEYLANG BAHRU TERRACE,225,BENDEMEER ROAD
8dfe913f-59fa-5ab6-9946-15dee7712a73,1109,GUILLEMARD CRESCENT,1110,GUILLEMARD LANE,2156,LORONG 16 GEYLANG,3962,WESTERHOUT ROAD
6dbd8cc1-6596-507d-840b-1d8731433bb5,1111,GUILLEMARD ROAD,464,CASSIA CRESCENT,2175,LORONG 28 GEYLANG,2172,LORONG 26 GEYLANG
3f1e9470-2ac1-5b27-8bb2-a4204913d20d,1134,HAIGSVILLE DRIVE,711,CRANE ROAD,813,DUNMAN ROAD,3659,THIAM SIEW AVENUE
6baf97d9-c9d7-5b1e-a5b5-1ac8684f7a2f,2400,MARINE PARADE ROAD,825,EAST COAST PARKWAY,2397,MARINE CRESCENT,2401,MARINE TERRACE
7c07f76f-1e2c-5b28-9f7d-2adf57ee82df,2399,MARINE PARADE CENTRAL,320,BROOKE ROAD,2398,MARINE DRIVE,820,EAN KIAM PLACE
65fde050-da9a-5310-9a02-51698770c18b,205,BEDOK SOUTH AVENUE 2,3141,SENNETT PLACE,175,BEDOK CENTRAL,2616,NEW UPPER CHANGI ROAD
fed602aa-c356-5440-9dbc-72eca5cb6599,191,BEDOK NORTH STREET 4,2721,PARI DEDAP WALK,1582,JALAN PARI KIKIS,1581,JALAN PARI DEDAP
98cee505-6c7d-5cec-b7de-d61de992e601,182,BEDOK NORTH AVENUE 1,186,BEDOK NORTH DRIVE,188,BEDOK NORTH STREET 1,481,CHAI CHEE AVENUE
9ac2b221-4973-57cf-b4ce-f23e51e77c3f,184,BEDOK NORTH AVENUE 3,183,BEDOK NORTH AVENUE 2,190,BEDOK NORTH STREET 3,188,BEDOK NORTH STREET 1
10d9b296-ea3f-5dca-b7fd-2c67904c5df2,3225,SIMEI RISE,3549,TAMPINES STREET 31,1652,JALAN SEGAM,3228,SIMEI STREET 2
5dbd2740-756b-5d55-b8bf-478f248514dc,3551,TAMPINES STREET 33,3552,TAMPINES STREET 34,1482,JALAN KUANG,1540,JALAN MAYAANAM
9010e8b5-81f7-59d3-a5bf-e053f49a75c1,3567,TAMPINES STREET 91,3507,TAMPINES AVENUE 1,3561,TAMPINES STREET 81,3568,TAMPINES STREET 92
ebeee830-2e40-593e-bbea-9c963d6f650d,3557,TAMPINES STREET 45,3556,TAMPINES STREET 44,2773,PASIR RIS STREET 13,2771,PASIR RIS STREET 11
d47d1986-a5d1-529d-9c1e-f714f755a302,3232,SIMEI STREET 6,3231,SIMEI STREET 5,3229,SIMEI STREET 3,1157,HARVEY CLOSE
4a717be2-315e-5458-8148-243c6b72c8a8,1169,HENDERSON CRESCENT,2909,PRINCE PHILIP AVENUE,3908,VIKING ROAD,2903,PRINCE CHARLES CRESCENT
6157a596-2199-5661-9b1d-c576d400d211,713,CRAWFORD LANE,2508,MINTO ROAD,1689,JALAN SULTAN,2704,PAHANG STREET
2f9f95f7-e50c-5d95-870b-99af7568e300,1203,HOLLAND DRIVE,1217,HOLLAND RISE,829,EAST SUSSEX LANE,2253,LORONG MAMBONG
ffda6876-1ea2-58fb-aa5d-00fbfa29c052,2898,POTONG PASIR AVENUE 1,2900,POTONG PASIR AVENUE 3,3281,SORBY ADAMS DRIVE,2899,POTONG PASIR AVENUE 2
4fe154ac-110e-529a-9e51-fdd73db98cad,876,ENGKU AMAN ROAD,1044,GEYLANG SERAI,2287,LORONG SIREH PINANG,1584,JALAN PASAR BARU
74a33456-27e0-5fa0-a284-f7b51a5197fc,4109,YISHUN AVENUE 6,4125,YISHUN STREET 31,4104,YISHUN AVENUE 11,4127,YISHUN STREET 42
78447d3d-0a32-5e85-a144-9cfaa63cf4da,3091,SELETAR GREEN WALK,2331,LUXUS HILL DRIVE,3168,SERANGOON NORTH AVENUE 5,3089,SELETAR GREEN AVENUE
fdfb3269-54f3-59be-adcd-74103e93e6e6,2920,PUNGGOL EAST,3613,TEBING LANE,2922,PUNGGOL FIELD WALK,841,EDGEDALE PLAINS
a6de0d7c-31cf-523d-85a8-0f36fc70c40b,3357,STREET. ANNE'S WOOD,2994,RIVERVALE CRESCENT,1551,JALAN MERDU,2995,RIVERVALE DRIVE
40f96004-0920-5824-98b1-a645dca44ea8,3611,TEBAN GARDENS CRESCENT,3612,TEBAN GARDENS ROAD,2834,PENJURU WALK,3890,VENTURE DRIVE
8bff0f19-d5be-5888-bd85-ab7081009fb0,4033,WOODLANDS DRIVE 44,4036,WOODLANDS DRIVE 53,4032,WOODLANDS DRIVE 43,4028,WOODLANDS DRIVE 16
339b967e-61f8-5c4f-9e8e-efe572bae9ea,4109,YISHUN AVENUE 6,4125,YISHUN STREET 31,4104,YISHUN AVENUE 11,4127,YISHUN STREET 42
f4d159ba-15cd-5754-a164-7bcbbdd5a9c5,1512,JALAN LENGKOK SEMBAWANG,4129,YISHUN STREET 71,2882,PLATINA ROAD,4108,YISHUN AVENUE 5
ee43d6e2-ca21-55a3-aa68-a0e93f908899,1473,JALAN KILANG TIMOR,1471,JALAN KILANG,26,ALEXANDRA ROAD,773,DEPOT LANE
6b6a01fc-deff-5813-8099-7a4b3de8e790,99,ANG MO KIO STREET 62,101,ANG MO KIO STREET 64,72,ANG MO KIO AVENUE 9,100,ANG MO KIO STREET 63
ff25955a-294c-55d4-8a4e-a34cc34c492f,64,ANG MO KIO AVENUE 10,93,ANG MO KIO STREET 44,90,ANG MO KIO STREET 41,238,BERWICK DRIVE
bb0e24d2-8889-5ce0-9b55-2bd37c14946f,351,BUKIT BATOK STREET 31,355,BUKIT BATOK STREET 51,360,BUKIT BATOK WEST AVENUE 5,352,BUKIT BATOK STREET 32
a0413475-acdf-5eca-86c0-df7b4db82e77,1816,JURONG WEST AVENUE 1,1832,JURONG WEST STREET 52,1830,JURONG WEST STREET 42,1831,JURONG WEST STREET 51
2cf6f8c1-9618-5a15-8508-1708350f9dc2,1829,JURONG WEST STREET 41,1805,JURONG LAKE LINK,1831,JURONG WEST STREET 51,1830,JURONG WEST STREET 42
8522e940-3b48-5b9f-a43a-c5b7562ff066,3168,SERANGOON NORTH AVENUE 5,3167,SERANGOON NORTH AVENUE 4,3169,SERANGOON NORTH AVENUE 6,3166,SERANGOON NORTH AVENUE 3
f598c15c-d73f-55e5-9732-8c91845ca724,3166,SERANGOON NORTH AVENUE 3,3167,SERANGOON NORTH AVENUE 4,3164,SERANGOON NORTH AVENUE 1,1920,KENSINGTON PARK DRIVE
cb2a7e73-641c-565e-81d2-87574a9e0981,1551,JALAN MERDU,3127,SENGKANG EAST WAY,3357,STREET. ANNE'S WOOD,676,COMPASSVALE ROAD
b9886592-b972-525c-9d74-0c3d8fc48c8e,3514,TAMPINES AVENUE 6,3558,TAMPINES STREET 71,3559,TAMPINES STREET 72,3524,TAMPINES CENTRAL 7
b77d3591-58be-5e00-addb-2398ce772eee,4014,WOODLANDS AVENUE 3,4069,WOODLANDS STREET 11,4072,WOODLANDS STREET 31,4071,WOODLANDS STREET 13
07592f41-9f67-5f5d-96ee-6fa94c99a7e5,4131,YISHUN STREET 81,4128,YISHUN STREET 61,4107,YISHUN AVENUE 4,2226,LORONG CHENCHARU
8a8b7553-f5db-5a49-9ac6-529f773e0c54,611,CHWEE CHIAN ROAD,612,CHWEE CHIAN VIEW,2279,LORONG SARHAD,1754,JAMBOL PLACE
c228ade5-7dec-5185-9ab1-a99d3aff702e,596,CHU LIN ROAD,597,CHU YEN STREET,1622,JALAN REMAJA,1395,JALAN GUMILANG
d0aa6899-f6ae-5426-9ce4-76930a1128d0,2923,PUNGGOL PLACE,2931,PUNGGOL WALK,2918,PUNGGOL CENTRAL,2928,PUNGGOL ROAD - TRACK 13
62c9a600-5c2f-573a-8989-bc182d046c28,3091,SELETAR GREEN WALK,2331,LUXUS HILL DRIVE,3168,SERANGOON NORTH AVENUE 5,3089,SELETAR GREEN AVENUE
9a6640cd-b641-59e7-804a-1f810f225b11,956,FIGARO STREET,1743,JALAN ULU SIGLAP,2209,LORONG ABU TALIB,2019,LAKME STREET
b05885eb-f207-5a63-8ef7-a8642f1e5ea9,1698,JALAN TANI,3234,SIMON PLACE,973,FLORENCE ROAD,1300,JALAN ARIF
a0b11a54-558a-51f1-bd32-637030f586d3,2853,PHOENIX PARK,2980,RIDLEY PARK,1905,KAY SIANG ROAD,3589,TANGLIN HILL
6289aca1-39f8-5878-a4c2-ae9ea5c52677,3442,SWISS CLUB AVENUE,1663,JALAN SENANDONG,3445,SWISS CLUB ROAD,3443,SWISS CLUB LANE
5b034708-4218-579a-bdde-638d2bf4a0a4,822,EAST COAST AVENUE,951,FERNWOOD TERRACE,827,EAST COAST TERRACE,823,EAST COAST DRIVE
54b29a05-ab78-5a2c-ba22-070400c4f3f0,4118,YISHUN INDUSTRIAL STREET 1,4124,YISHUN STREET 23,4112,YISHUN AVENUE 9,4111,YISHUN AVENUE 8
dfdb6746-6ebf-521e-8f85-7f759cea0d90,2746,PASIR RIS CENTRAL,2747,PASIR RIS CENTRAL STREET 3,2755,PASIR RIS DRIVE 1,2762,PASIR RIS DRIVE 8
030f0d69-8125-50bf-94a1-0c5171c7facc,2087,LICHI AVENUE,1915,KENANGA AVENUE,220,BELIMBING AVENUE,427,CAMPHOR AVENUE
9da6e3fd-5f3a-58ca-8230-0008aa8f11ca,2819,PEMIMPIN PLACE,2820,PEMIMPIN TERRACE,2818,PEMIMPIN DRIVE,1480,JALAN KUAK
920dae6c-d4f6-54fc-b837-9824d07a49be,934,FAJAR ROAD,375,BUKIT PANJANG RING ROAD,3051,SAUJANA ROAD,3076,SEGAR ROAD
1e8ad43c-574f-52e0-a92a-8e45f2d9866c,68,ANG MO KIO AVENUE 4,4099,YIO CHU KANG GARDENS,98,ANG MO KIO STREET 61,3177,SERENADE WALK
dad29f8e-a4e2-58e4-b2ba-49e219c7f8f3,338,BUKIT BATOK EAST AVENUE 2,340,BUKIT BATOK EAST AVENUE 4,1191,HILLVIEW TERRACE,342,BUKIT BATOK EAST AVENUE 6
3b9dd816-2cb0-5ec7-b17a-20882610c0b5,375,BUKIT PANJANG RING ROAD,376,BUKIT PANJANG ROAD,3051,SAUJANA ROAD,2135,LOMPANG ROAD
f382c716-8d1f-5e82-a659-f2ea86d707fa,3544,TAMPINES STREET 12,3522,TAMPINES CENTRAL 5,3521,TAMPINES CENTRAL 4,3543,TAMPINES STREET 11
b2ba429e-31a2-5ee7-b2d7-e2a3c3d14075,3558,TAMPINES STREET 71,3514,TAMPINES AVENUE 6,3559,TAMPINES STREET 72,3560,TAMPINES STREET 73
5bd3d5d7-7907-57ec-88ae-df7303db654f,1832,JURONG WEST STREET 52,1831,JURONG WEST STREET 51,1816,JURONG WEST AVENUE 1,1830,JURONG WEST STREET 42
cde37b24-1533-520a-aab7-5bcbbd473027,2898,POTONG PASIR AVENUE 1,4081,WOODLEIGH CLOSE,2899,POTONG PASIR AVENUE 2,2848,PHENG GECK AVENUE
672b6bd1-5b9a-50a3-9f48-865a4a0ed6e0,4107,YISHUN AVENUE 4,4128,YISHUN STREET 61,4103,YISHUN AVENUE 1,4115,YISHUN CENTRAL 2
adcab59f-8393-53d1-8947-909436da2491,346,BUKIT BATOK STREET 21,347,BUKIT BATOK STREET 22,334,BUKIT BATOK AVENUE 1,343,BUKIT BATOK INDUSTRIAL PARK A
5340e5b9-412a-5992-9dd7-e6a4df9a76ba,2225,LORONG BUNGA,106,ANGSANA AVENUE,1459,JALAN KEMBOJA,2240,LORONG KEMBANG
65beb5d7-2969-577b-992b-275a1de9417e,2527,MORSE ROAD,3999,WISHART ROAD,1930,KEPPEL HILL,2824,PENDER ROAD
d81ab1d3-de11-5555-836f-54c751adad18,1050,GILSTEAD ROAD,911,EVELYN ROAD,1586,JALAN PASIRAN,3050,SARKIES ROAD
029ed755-90a9-561f-9457-0063d1bcc0bd,4122,YISHUN STREET 21,4123,YISHUN STREET 22,4121,YISHUN STREET 20,4112,YISHUN AVENUE 9
3532eefb-e13c-598f-a078-3de785721bd6,545,CHESTNUT LANE,546,CHESTNUT TERRACE,544,CHESTNUT GARDENS,1575,JALAN PAKIS
e235a5aa-7dcc-529a-b815-16a718c60013,474,CEDARWOOD GROVE,4005,WOODGROVE AVENUE,2865,PINEWOOD GROVE,2650,OAKWOOD GROVE
dfabd71b-303e-5c8b-9bd4-374ab537396a,1790,JURONG CANAL DRIVE,1811,JURONG ROAD,1829,JURONG WEST STREET 41,1805,JURONG LAKE LINK
c63e852c-df85-5f28-8283-2100e43d4422,3199,SIAK KEW AVENUE,3201,SIANG KUANG AVENUE,3491,TAI THONG CRESCENT,2215,LORONG BAKAR BATU
d255e762-e80d-5ceb-9bc6-08d64268a3e5,4030,WOODLANDS DRIVE 40,4076,WOODLANDS STREET 82,4023,WOODLANDS CIRCLE,4054,WOODLANDS INDUSTRIAL PARK E2
f01133a4-fa5c-5580-a9e8-5bf4c04d6ffc,4076,WOODLANDS STREET 82,4077,WOODLANDS STREET 83,4075,WOODLANDS STREET 81,4030,WOODLANDS DRIVE 40
e722e5ee-633d-5ef7-bbb5-09ee4a3cc3b2,1564,JALAN NAUNG,1587,JALAN PAYOH LAI,1242,HOUGANG CENTRAL,2161,LORONG 2 REALTY PARK
820c8fe3-de2b-5876-abfe-63d2823837a6,2782,PASIR RIS VIEW,2781,PASIR RIS TERRACE,2990,RIVERINA CRESCENT,2992,RIVERINA WALK
8c0ed186-701f-5f42-b0b6-2e9ab2546947,1639,JALAN SALANG,1396,JALAN GURINDAM,3114,SEMBAWANG PLACE,1405,JALAN HIKAYAT
e06dc7d3-fc77-5987-8149-fff6434013a1,3968,WESTWOOD DRIVE,3967,WESTWOOD CRESCENT,3969,WESTWOOD ROAD,3966,WESTWOOD AVENUE
b2d70034-a56e-5e89-ae58-8b119bec58af,1564,JALAN NAUNG,1587,JALAN PAYOH LAI,1242,HOUGANG CENTRAL,2161,LORONG 2 REALTY PARK
2ffe9237-d0e7-5161-990c-b403023c201c,2069,LEONIE HILL,2785,PATERSON HILL,1227,HOOT KIAM ROAD,1074,GRANGE ROAD
5de0946c-2a95-5cf9-9b8c-b47da7c07e69,1192,HILLVIEW WAY,1188,HILLVIEW DRIVE,1187,HILLVIEW CRESCENT,1191,HILLVIEW TERRACE
e9fd39be-68e2-5581-be92-a0865d529dfa,1622,JALAN REMAJA,596,CHU LIN ROAD,597,CHU YEN STREET,1395,JALAN GUMILANG
9d866108-3de7-52c1-879f-2934a0b208b9,2999,RIVERVALE WALK,328,BUANGKOK SOUTH FARMWAY 1,2996,RIVERVALE LANE,674,COMPASSVALE LANE
1d1f8cd6-b69a-5818-ae74-11cfc360fe54,3994,WINCHESTER ROAD,173,BEDFORD ROAD,3027,RUSSELS ROAD,2630,NORMANTON PARK
4d3311c1-2fb9-535f-8a5b-5c2f0acb0d72,286,BOON LAY DRIVE,287,BOON LAY PLACE,695,CORPORATION ROAD,285,BOON LAY AVENUE
7546511f-62de-5cd1-b411-49359b3b9760,1834,JURONG WEST STREET 62,1819,JURONG WEST AVENUE 4,1837,JURONG WEST STREET 65,1839,JURONG WEST STREET 72
b9623410-beb8-53d7-936f-de9af6199416,1823,JURONG WEST CENTRAL 3,1836,JURONG WEST STREET 64,1822,JURONG WEST CENTRAL 2,1821,JURONG WEST CENTRAL 1
ee6afa9a-d15c-5d09-a784-3134917a4b28,287,BOON LAY PLACE,1817,JURONG WEST AVENUE 2,285,BOON LAY AVENUE,1825,JURONG WEST STREET 23
7daa8b47-41bd-556c-bb8d-d8f7b03c1c2c,2825,PENDING ROAD,376,BUKIT PANJANG ROAD,155,BANGKIT ROAD,934,FAJAR ROAD
dabe9b7d-371b-5e3a-bc00-220ce5f454d1,3076,SEGAR ROAD,3075,SEGAR CLOSE,1762,JELAPANG ROAD,375,BUKIT PANJANG RING ROAD
ab5e64e7-244e-515b-88a0-6dcb993f4739,3134,SENJA LINK,1762,JELAPANG ROAD,3135,SENJA ROAD,3075,SEGAR CLOSE
7c5ec69b-be32-5bf7-b02e-dd9217386c70,375,BUKIT PANJANG RING ROAD,934,FAJAR ROAD,3051,SAUJANA ROAD,376,BUKIT PANJANG ROAD
3c59fd35-e42c-56fe-9165-3eb6d2107c37,3076,SEGAR ROAD,934,FAJAR ROAD,375,BUKIT PANJANG RING ROAD,3075,SEGAR CLOSE
5d9eb02c-2159-5fd8-98a3-df35d4975b40,571,CHOA CHU KANG CENTRAL,565,CHOA CHU KANG AVENUE 1,1999,KRANJI EXPRESSWAY,1224,HONG SAN WALK
c0384d6b-b735-522e-a9a6-21c462c2d363,571,CHOA CHU KANG CENTRAL,1999,KRANJI EXPRESSWAY,576,CHOA CHU KANG LOOP,565,CHOA CHU KANG AVENUE 1
b009a382-c0a8-57bb-814d-03ada27634e5,4096,YEW TEE CLOSE,586,CHOA CHU KANG STREET 62,578,CHOA CHU KANG NORTH 6,2553,MOWBRAY ROAD
e339ff84-c2af-5454-bd74-ab1bd32d2930,572,CHOA CHU KANG CRESCENT,2223,LORONG BISTARI,579,CHOA CHU KANG NORTH 7,3402,SUNGEI KADUT WAY
bbd8405c-a82a-511a-a989-87b61688f5ac,3165,SERANGOON NORTH AVENUE 2,3653,TERRASSE LANE,2123,LIMBOK TERRACE,2889,POH HUAT ROAD WEST
458cfdd2-0f0d-54fd-8afc-54c91282c9fe,2881,PLANTATION AVENUE,1708,JALAN TECK KEE,3157,SERANGOON AVENUE 4,312,BRIGHTON AVENUE
6a3718e0-3745-5152-920d-03562075c9f0,3158,SERANGOON CENTRAL,3159,SERANGOON CENTRAL DRIVE,3155,SERANGOON AVENUE 2,3163,SERANGOON LINK
ea0d5aeb-f73f-5ca2-a470-d3ddf370a25c,2227,LORONG CHUAN,607,CHUAN WALK,2079,LI HWAN PLACE,2080,LI HWAN TERRACE
79f0d64d-7a87-5784-971d-3708dc0b7744,82,ANG MO KIO STREET 12,87,ANG MO KIO STREET 24,85,ANG MO KIO STREET 22,86,ANG MO KIO STREET 23
8fffe22d-a389-5a6a-8fa7-82f79e869ce2,1682,JALAN SINGA,1607,JALAN PUNAI,1630,JALAN RIMAU,3650,TEO KIM ENG ROAD
2f0572f1-6c9b-5a55-8248-43c398f20117,2252,LORONG M TELOK KURAU,1313,JALAN BAIDURI,2009,KURAU PLACE,2008,KURAU GROVE
fa91bf9a-9073-587b-a2a2-0f1baddca457,3638,TEMASEK BOULEVARD,2933,PURVIS STREET,3065,SEAH STREET,2084,LIANG SEAH STREET
10ac29b7-b3e9-5bc3-a2c3-b6b20867c4bf,2050,LENGKONG TIGA,2045,LENGKONG DUA,2049,LENGKONG SATU,2048,LENGKONG LIMA
68a269b8-0c45-56fa-9d5f-2dfccf5fdcd8,1247,HOUGANG STREET 32,1129,HAI SING CRESCENT,1130,HAI SING ROAD,2251,LORONG LOW KOON
9861d917-d76e-5d3e-8e13-377b1b7ab373,2371,MAR THOMA ROAD,1723,JALAN TENTERAM,3369,STREET. MICHAEL'S ROAD,1661,JALAN SEMERBAK
a9fb96cb-2751-5274-8c4e-0940d9eb99bd,3719,TOWNER ROAD,2438,MAY ROAD,2452,MCNAIR ROAD,3360,STREET. GEORGE'S LANE
ef572571-c61f-5b12-8d3e-3bec314cb752,4071,WOODLANDS STREET 13,4069,WOODLANDS STREET 11,4070,WOODLANDS STREET 12,4014,WOODLANDS AVENUE 3
e465de8e-3d45-5da5-8414-8073267418fd,2994,RIVERVALE CRESCENT,2922,PUNGGOL FIELD WALK,841,EDGEDALE PLAINS,2926,PUNGGOL ROAD
c3f3941f-019c-5150-a162-73011a83775b,433,CANBERRA ROAD,3939,WELLINGTON CIRCLE,3108,SEMBAWANG ALLEY,2658,OLD NELSON ROAD
0cd89913-e444-5a1c-a1c1-019778b288bc,4123,YISHUN STREET 22,4124,YISHUN STREET 23,4118,YISHUN INDUSTRIAL STREET 1,4112,YISHUN AVENUE 9
a1809af2-9f8f-5042-8e77-12ea50aa9d89,4105,YISHUN AVENUE 2,4106,YISHUN AVENUE 3,4130,YISHUN STREET 72,4129,YISHUN STREET 71
a1a5c3c3-f296-5ccd-a82b-efddf952f75f,3124,SENGKANG EAST AVENUE,3123,SENGKANG CENTRAL,671,COMPASSVALE BOW,675,COMPASSVALE LINK
b28e166c-8621-5147-b7e2-fda04d2bdbee,43,ALMOND CRESCENT,155,BANGKIT ROAD,2825,PENDING ROAD,42,ALMOND AVENUE
42d89579-3d31-5c86-a1c0-e4884c298cf5,841,EDGEDALE PLAINS,2919,PUNGGOL DRIVE,843,EDGEFIELD WALK,842,EDGEFIELD PLAINS
cd1b8d69-41a3-561b-a444-5f93d6920162,4103,YISHUN AVENUE 1,4107,YISHUN AVENUE 4,2686,ORCHID CLUB ROAD,4128,YISHUN STREET 61
13fef605-123a-5bdb-bb46-ca06e9d53a21,363,BUKIT BATOK WEST AVENUE 8,358,BUKIT BATOK WEST AVENUE 3,345,BUKIT BATOK STREET 11,1812,JURONG ROAD - TRACK 18
150bc10a-2986-5026-9e5e-c16c1f29d0e1,224,BENCOOLEN STREET,2912,PRINSEP LINK,3928,WATERLOO STREET,3926,WATERLOO CLOSE
4f52bc05-271e-5dc6-8d80-dfe74899f5c3,3135,SENJA ROAD,3134,SENJA LINK,3136,SENJA WAY,1762,JELAPANG ROAD
e60218da-75e7-541e-8fde-09c7f259b277,1830,JURONG WEST STREET 42,1811,JURONG ROAD,1816,JURONG WEST AVENUE 1,1790,JURONG CANAL DRIVE
f2a91114-7d5e-5236-a6cc-94bfa21d2b94,4028,WOODLANDS DRIVE 16,4033,WOODLANDS DRIVE 44,4036,WOODLANDS DRIVE 53,4032,WOODLANDS DRIVE 43
41a39e2f-9917-5af3-bdf6-78c3c37723f0,1762,JELAPANG ROAD,3051,SAUJANA ROAD,3075,SEGAR CLOSE,3134,SENJA LINK
ea766b40-246c-506b-bfe6-2f35cf4f45b7,1010,GALISTAN AVENUE,1709,JALAN TECK WHYE,580,CHOA CHU KANG ROAD,3136,SENJA WAY
e7c6c8ed-510b-512a-94da-ebaf912caec0,2761,PASIR RIS DRIVE 6,2772,PASIR RIS STREET 12,2775,PASIR RIS STREET 41,2771,PASIR RIS STREET 11
c723c99e-a045-5754-aa0e-86a16fda772e,2818,PEMIMPIN DRIVE,2820,PEMIMPIN TERRACE,2819,PEMIMPIN PLACE,2430,MARYMOUNT ROAD
a1d91e30-a708-543d-bda2-b7528440b8a5,631,CLEMENTI AVENUE 4,633,CLEMENTI AVENUE 6,632,CLEMENTI AVENUE 5,3414,SUNSET CLOSE
f3294411-7627-512d-b959-12060e9b3d7c,2932,PUNGGOL WAY,3385,SUMANG WALK,2931,PUNGGOL WALK,3383,SUMANG LANE
babe92b7-0b76-5ff9-9ec3-ef673c334424,843,EDGEFIELD WALK,2919,PUNGGOL DRIVE,841,EDGEDALE PLAINS,842,EDGEFIELD PLAINS
ed024db0-e536-50f6-95e9-27d4b17a74ee,1962,KIM KEAT LINK,478,CENTRAL EXPRESSWAY,1525,JALAN MA'MOR,2211,LORONG AMPAS
fd1ffa52-b17f-5d62-8d8d-8c987c23bf1c,3153,SENTUL CRESCENT,2927,PUNGGOL ROAD - TRACK 1,2925,PUNGGOL PORT ROAD,2891,PONGGOL SEVENTEENTH AVENUE
cbf02eb2-1cb9-5c92-ab93-5065add9bc2c,877,ENTERPRISE ROAD,1340,JALAN BOON LAY,3918,WAN LEE ROAD,1822,JURONG WEST CENTRAL 2
b696dd3a-6c99-548c-8d15-3ab5bc811120,3568,TAMPINES STREET 92,3569,TAMPINES STREET 93,3567,TAMPINES STREET 91,3543,TAMPINES STREET 11
5a1cf267-aa66-5361-a9d6-afe5e06ef302,3628,TELOK BLANGAH GREEN,1170,HENDERSON ROAD,3626,TELOK BLANGAH CRESCENT,3634,TELOK BLANGAH WAY
f2993df6-b1b1-5dd5-849a-8db2bd09080c,4119,YISHUN RING ROAD,4115,YISHUN CENTRAL 2,4104,YISHUN AVENUE 11,4113,YISHUN CENTRAL
43d8a2c5-a7cd-5ce2-bbfa-465c1e8e807c,2769,PASIR RIS LANE,2784,PASIR RIS WAY,2990,RIVERINA CRESCENT,2745,PASIR RIS AVENUE
fb01fdf9-a3bb-58bf-8533-43b1783f299b,122,ARTHUR ROAD,2552,MOUNTBATTEN ROAD,2984,RINGWOOD ROAD,2333,LYNDHURST ROAD
144627de-7f02-55d4-af88-4b998fe25fc4,2425,MARTIA ROAD,1902,KARIKAL LANE,2007,KUO CHUAN AVENUE,1288,JAGO CLOSE
34a4ff8b-3f1b-54dc-8b48-7efb70af9ecf,984,FOURTH AVENUE,3660,THIRD AVENUE,953,FIFTH AVENUE,2568,NAMLY AVENUE
