amenity_id,amenity_type,planning_area,footfall,is_heartland
d340312f-f286-51c1-a3e6-8daf9aaacb01,bus_stops,BUKIT TIMAH,4866.25,True
bfe7ab5f-25a8-5895-9a2f-3f15cf377578,bus_stops,PUNGGOL,8257.878787878788,True
2b2fe4b0-8cb0-504a-a1db-53743274728e,bus_stops,TENGAH,27251.0,True
cbb05911-e433-5515-a49d-2e81cfb92943,bus_stops,TOA PAYOH,4325.555555555556,True
d5a8a6a4-080e-5a90-a000-96f7cd918267,bus_stops,DOWNTOWN CORE,6898.987341772152,False
5864a4ee-9408-5359-8eba-c38e2ccb2359,bus_stops,TOA PAYOH,4325.555555555556,True
0264678d-7eab-57c2-9442-c919ae3d3c33,bus_stops,PUNGGOL,8257.878787878788,True
4fe062a0-47c2-5f4f-9ea3-09a2e6efcc56,bus_stops,TAMPINES,2595.3333333333335,True
fb170180-e06f-569e-807e-908c101a7204,bus_stops,BOON LAY,3.636363636363636,True
97b50559-bfbc-55a3-871e-c7edce13c62f,bus_stops,TENGAH,14.0,True
2acd2497-baf7-5b6c-b7c5-fcad76d583eb,bus_stops,TAMPINES,1.3333333333333333,True
dd0d2d77-0ac4-5505-97d1-3eefc744de3e,bus_stops,HOUGANG,1.3861386138613863,True
00f34307-fd78-5eb5-81cd-7cb0918ff97e,bus_stops,QUEENSTOWN,1.238938053097345,True
d41f6fc6-d8df-516c-a670-883b8e4721db,bus_stops,WOODLANDS,1.407035175879397,True
980961e2-ba38-5fae-a15e-4d24ac39fc45,bus_stops,PIONEER,2.121212121212121,True
5f449a3f-c75f-5951-b4a9-d09c714c8c88,bus_stops,MARINE PARADE,4.516129032258064,True
82baf4f4-9d5e-5e61-9853-1e348a5708ef,bus_stops,HOUGANG,1.3861386138613863,True
52096e28-aa18-51ac-9824-47d0acb5b585,bus_stops,ANG MO KIO,6802.1556886227545,True
81adf09f-5ce8-52d5-8b4e-9233ed5b9fe2,bus_stops,ANG MO KIO,6802.1556886227545,True
76b6bf5d-d3c4-5452-b5e4-7e95c967b2e6,bus_stops,WESTERN WATER CATCHMENT,12483.076923076924,True
45dc70cf-f423-510c-b961-5c79563b0d2c,bus_stops,DOWNTOWN CORE,14379.240506329115,False
eac826a0-e469-51a2-85f3-3d5393bdb3dd,bus_stops,SERANGOON,7999.718309859156,True
6c16ee78-c202-5fca-9b61-25a74f0a85a3,bus_stops,JURONG EAST,8056.453900709219,True
bf73e91d-9dd3-57b8-9fed-8034982dbd14,bus_stops,SEMBAWANG,7834.206896551725,True
00daea30-e205-53e7-88a5-75a3ba3c0447,bus_stops,CHANGI,148.8505747126437,True
524831a7-e37a-5443-a6f9-2fea17ae6589,bus_stops,YISHUN,80.9375,True
f300a12e-a091-5980-8577-84e41d083555,bus_stops,CHANGI,148.8505747126437,True
1a0d356c-48f6-5255-9c8c-9559bcbc331a,bus_stops,TAMPINES,61.66666666666667,True
159cdb92-6a23-52f8-9054-48a92f378d67,bus_stops,CLEMENTI,5749.375,True
4941a88b-eacd-5d32-8c14-7b3a768d4f7c,bus_stops,YISHUN,4024.5625,True
b9b98543-0874-5bc1-a29b-c7bfa1ff2d3f,bus_stops,JURONG EAST,4566.879432624113,True
53ace6c2-6ee1-5b10-ad61-aa522dda7656,bus_stops,BEDOK,7181.222222222223,True
129f6818-58c8-5fc0-af75-9c3306d2efd2,bus_stops,TUAS,15511.44,True
af91b023-6724-550a-9a87-dd251b5001a9,bus_stops,ANG MO KIO,6802.1556886227545,True
96dca69d-6ee5-5541-9707-0ccff87778f4,bus_stops,CHOA CHU KANG,12222.636363636364,True
76572fbf-4b12-58ca-86e5-4ae7719943a3,bus_stops,CLEMENTI,5749.375,True
74768b0e-4dcc-5507-9fab-8d6274831826,bus_stops,GEYLANG,4181.363636363636,True
d79e7ddb-dbb6-5d27-896b-9ef8269ea96e,bus_stops,BEDOK,7181.222222222223,True
56b874f0-29e4-59fd-a52d-c3a7d2fb4ec4,bus_stops,CHANGI,148.8505747126437,True
f50ba8f9-ca96-52a1-8300-aa25b198f62b,bus_stops,BISHAN,6434.105263157895,True
c9c97dff-ae9c-50b4-b423-e6c5a35f4751,bus_stops,BEDOK,7181.222222222223,True
612eff50-5584-55f7-8bf5-d58df79ebf31,bus_stops,JURONG EAST,13751.27659574468,True
df6e0982-c554-5bde-a8aa-671b391eec97,bus_stops,TUAS,15511.44,True
14cb45e3-3ade-5979-98df-3bad5bbea6e5,bus_stops,NOVENA,25852.399999999998,True
58124936-0842-5e4c-869b-dad0752b4d0a,bus_stops,SENGKANG,13654.43661971831,True
32716ad8-0e54-573d-80db-e89d3bb5ccb5,bus_stops,JURONG EAST,13751.27659574468,True
38fd2daa-d8c4-52b5-92ce-2fe32724c84a,bus_stops,JURONG EAST,13751.27659574468,True
36ddef95-0309-5314-bed2-6d8e7116685a,bus_stops,PAYA LEBAR,55398.0,True
e9288dea-6bf4-5e28-83bf-f9e56d3bafcd,bus_stops,JURONG WEST,7946.434426229509,True
f8ac5205-53f6-571e-be35-1d1a90ce95cf,bus_stops,SUNGEI KADUT,22286.55172413793,True
944de083-d9c1-5e1f-a9ca-f0131f2788cc,bus_stops,BEDOK,7181.222222222223,True
2665a2b9-69f2-5f93-988b-3c84def0964b,bus_stops,TENGAH,96946.5,True
6caf2069-a67a-521b-972b-54dd7a3c6b33,bus_stops,SENGKANG,13654.43661971831,True
c05a6e83-496f-5124-90f2-f3318915a374,bus_stops,GEYLANG,12590.454545454546,True
9d03eedd-2353-55fd-86b7-f45f378f7acc,bus_stops,PASIR RIS,11680.301204819278,True
3febe0d5-266a-5e39-b5f7-6fdc2a3044e0,bus_stops,JURONG WEST,7946.434426229509,True
94c8daa0-c9e1-5d09-9687-acbdd7b529b6,bus_stops,BUKIT MERAH,5849.447513812154,True
dfabdaac-9927-5aca-a2f6-0d390db5ade4,bus_stops,WESTERN WATER CATCHMENT,11634.615384615385,True
1b67b973-2102-57a3-ae62-13e4ef370127,bus_stops,WESTERN WATER CATCHMENT,11634.615384615385,True
36acf4b8-1cbd-50af-a997-2d655130ab61,bus_stops,ORCHARD,58819.44444444444,False
65a5b01c-b5d0-5185-871a-ec316913f324,bus_stops,ANG MO KIO,6802.1556886227545,True
fa03eabb-80ed-524f-9be5-cd31a8ae8a8d,bus_stops,TANGLIN,23182.857142857145,True
e0783b57-1fa5-5db3-bd93-da6444d80bf2,bus_stops,BUKIT TIMAH,4866.25,True
278d4b15-949a-5e32-8f90-24518fe5794a,bus_stops,JURONG WEST,2233.688524590164,True
8b3ed518-ad68-5935-9187-2921cf112e27,bus_stops,BOON LAY,3.636363636363636,True
8c521826-abe5-5b73-a8d6-77e61d4dfb3c,bus_stops,PUNGGOL,4.242424242424242,True
81f4000d-0b79-50ec-ac5d-b3ce479d50f6,bus_stops,QUEENSTOWN,1.238938053097345,True
c34378ba-56af-5aed-be05-8a2930311d72,bus_stops,TUAS,2.24,True
1a16b95a-b948-5ecd-8bcc-94aa8e319e81,bus_stops,ROCHOR,9.333333333333332,False
5352be12-fb63-5472-960b-7e1a7f005818,bus_stops,GEYLANG,1.818181818181818,True
515dfdb7-1f17-5359-b179-11e95b48b88d,bus_stops,QUEENSTOWN,1.238938053097345,True
b648edac-5afb-514c-99bb-1166e50f91ee,bus_stops,TOA PAYOH,2.2222222222222223,True
5d7d47d2-32ca-528f-bc1e-9b06cd614418,bus_stops,PIONEER,2.121212121212121,True
b46b3563-0033-5fbd-aec9-22c5334eb5ce,bus_stops,PAYA LEBAR,8.0,True
859faa65-30af-553e-96a1-62b63188d339,bus_stops,SENGKANG,1.971830985915493,True
5d0d377f-135f-53fe-b5c3-526bf97105b5,bus_stops,WOODLANDS,1.407035175879397,True
3db5a521-d4f1-532d-b1de-fd377291f3b6,bus_stops,WOODLANDS,1.407035175879397,True
04ae87ae-17c4-54a5-abc7-2c47b67d1dce,bus_stops,ANG MO KIO,6802.1556886227545,True
4d65f99d-506c-5674-8bcf-29f69fb2d88b,bus_stops,WOODLANDS,5708.341708542714,True
3178b532-3195-525d-a9a2-125e7b30e0e2,bus_stops,TOA PAYOH,9015.555555555555,True
12356cdc-f9c4-54fd-a5aa-108372dde542,bus_stops,QUEENSTOWN,5026.371681415929,True
043fc4c9-b354-5bcc-b888-555043357fb4,bus_stops,SENGKANG,7999.718309859156,True
cf8ff4cc-0c7c-5e1f-a96f-44c421dc7e93,bus_stops,WOODLANDS,5708.341708542714,True
a89d2106-96e3-5794-a155-12632b1b420f,bus_stops,MARINE PARADE,18321.93548387097,True
9f616eb6-6c04-50d5-8f7b-3e92d963c3cd,bus_stops,HOUGANG,5623.564356435644,True
4b4b2695-01a8-5bf2-aff6-a4f295e6b5a6,bus_stops,ANG MO KIO,6802.1556886227545,True
