postal_code
000511
000512
001438
001954
002471
019598
048432
048940
049590
058717
058778
059496
059765
059812
059813
069113
069540
079313
079532
079716
088465
088470
088818
089394
089673
098521
098729
099562
100109
108001
117529
117861
118223
118478
118483
118576
118787
118999
120322
120323
120436
127060
127089
127106
127387
129760
130037
139660
140174
140462
140463
141001
150112
150113
151003
151020
159472
160084
160090
161084
163030
168716
169036
178885
179030
179742
180001
180321
181004
188014
188350
188539
188556
188775
188866
188868
188869
188870
189717
189732
198713
198974
199443
199470
199747
201006
207605
208412
208795
208798
210025
218203
218774
218865
218866
218876
218910
218936
228703
228717
229490
229675
229769
229777
238130
238287
238327
238436
239196
239330
239696
239708
247909
248645
249012
249720
257920
258000
259050
259499
259711
259797
259909
268321
268817
268818
271014
271016
278715
278811
278814
279887
297828
307586
308228
309299
309420
309422
310030
310031
328170
328778
328780
328840
329185
329325
329755
338806
339265
339335
339336
339423
339434
339449
339501
339773
339775
347770
349244
349250
349552
350111
357796
358389
358465
358467
358471
368080
368239
368240
368241
368819
369650
370013
379299
380054
380062
388574
388705
388706
388830
388868
388891
388893
388909
388913
388929
388949
389012
389015
389020
389025
389209
389426
389672
390019
398110
398351
398434
400822
400836
400840
408618
408999
409143
409179
409227
409354
409796
409800
409801
409923
417024
423585
423756
424190
424200
424976
427375
427376
427391
427624
428781
429014
436856
436952
437126
437134
437379
437917
438238
438240
438781
439096
439852
439873
439963
439965
449266
449268
460050
466378
466611
466619
467351
487033
498736
508288
508296
508297
508306
508317
508331
508349
508814
509400
519316
520121
521120
521129
521131
521133
529684
530004
530345
530346
530348
530350
530715
530718
530719
530720
534413
534415
534416
534553
534624
537060
537086
538551
538897
538899
539450
539538
545657
545720
545726
545729
547682
548135
548181
549412
550134
558925
560248
560308
569467
569477
569574
569586
569970
570314
570315
570318
570319
575657
575673
575677
575678
588174
588208
588213
598664
598668
599952
599953
599954
599972
600004
609963
610008
618643
618644
618645
618646
618648
618653
618988
619062
619256
619295
619442
619818
619971
628493
628685
629126
629908
637601
638814
640169
649566
659713
659718
668162
668164
668662
677900
677904
677928
679511
689906
690000
698941
698954
698973
698975
698976
698983
698984
719012
719020
719095
719529
719607
729911
731001
731004
731005
739427
739432
739433
739479
739554
759945
760102
787719
787776
788560
797996
798014
798037
798424
799837
828694
829734
901440
918141
