RD_NAME,RN_ID,SZ_ID,SUBZONE_N,PA_ID,PLN_AREA_N,flood_scenario
Coronation Road,16541,133,FARRER COURT,6,BUKIT TIMAH,V3_future_highest60mins
King's Road,1969,133,FARRER COURT,6,BUKIT TIMAH,V3_future_highest60mins
Lutheran Road,16553,133,FARRER COURT,6,BUKIT TIMAH,V3_future_highest60mins
Jalan Kembang Melati,3828,139,TYERSALL,48,TANGLIN,V3_future_highest60mins
Cluny Road,11726,150,DUNEARN,25,NOVENA,V3_future_highest60mins
Cluny Road,13659,150,DUNEARN,25,NOVENA,V3_future_highest60mins
Bukit Timah Road,13656,150,DUNEARN,25,NOVENA,V3_future_highest60mins
Bukit Timah Road,18979,150,DUNEARN,25,NOVENA,V3_future_highest60mins
Dunearn Road,18291,150,DUNEARN,25,NOVENA,V3_future_highest60mins
,24175,150,DUNEARN,25,NOVENA,V3_future_highest60mins
Plymouth Avenue,19031,150,DUNEARN,25,NOVENA,V3_future_highest60mins
Mount Rosie Road,7306,156,MALCOLM,25,NOVENA,V3_future_highest60mins
,36312,174,BENDEMEER,22,KALLANG,V3_future_highest60mins
Whampoa East,6166,174,BENDEMEER,22,KALLANG,V3_future_highest60mins
Pan-Island Expressway,13052,93,MACPHERSON,53,GEYLANG,V3_future_highest60mins
Paya Lebar Road,16133,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Eunos Avenue 5,2348,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Eunos Crescent,39053,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Jalan Eunos,37475,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Swan Lake Avenue,38032,118,FRANKEL,1,BEDOK,V3_future_highest60mins
Jalan Terang Bulan,40097,118,FRANKEL,1,BEDOK,V3_future_highest60mins
Tanah Merah Kechil Road South,38090,157,BEDOK SOUTH,1,BEDOK,V3_future_highest60mins
Tanah Merah Kechil Road South,39169,157,BEDOK SOUTH,1,BEDOK,V3_future_highest60mins
Kew Drive,38073,157,BEDOK SOUTH,1,BEDOK,V3_future_highest60mins
Limau Garden,38114,157,BEDOK SOUTH,1,BEDOK,V3_future_highest60mins
Jalan Haji Salam,38097,157,BEDOK SOUTH,1,BEDOK,V3_future_highest60mins
Bedok Avenue,39066,157,BEDOK SOUTH,1,BEDOK,V3_future_highest60mins
Eastwood Place,41048,136,BAYSHORE,1,BEDOK,V3_future_highest60mins
Eastwood Terrace,37992,136,BAYSHORE,1,BEDOK,V3_future_highest60mins
Tuas Bay Drive,20991,176,TUAS PROMENADE,30,TUAS,V3_future_highest60mins
Tuas Avenue 13,4260,279,TUAS BAY,30,TUAS,V3_future_highest60mins
Pioneer Road,2395,102,TUAS NORTH,30,TUAS,V3_future_highest60mins
Tuas Drive 1,2398,102,TUAS NORTH,30,TUAS,V3_future_highest60mins
,22259,138,GUL CIRCLE,15,PIONEER,V3_future_highest60mins
Teban Gardens Road,10175,122,TEBAN GARDENS,12,JURONG EAST,V3_future_highest60mins
Teban Gardens Road,36346,146,INTERNATIONAL BUSINESS PARK,12,JURONG EAST,V3_future_highest60mins
Commonwealth Avenue West,31890,155,FABER,10,CLEMENTI,V3_future_highest60mins
"['Albert Winsemius Lane', 'Sunset Lane']",34406,119,CLEMENTI NORTH,10,CLEMENTI,V3_future_highest60mins
Clementi Road,9645,151,SUNSET WAY,10,CLEMENTI,V3_future_highest60mins
Jalan Lim Tai See,16583,120,LEEDON PARK,6,BUKIT TIMAH,V3_future_highest60mins
Jalan Lim Tai See,16579,120,LEEDON PARK,6,BUKIT TIMAH,V3_future_highest60mins
Jalan Lim Tai See,1989,120,LEEDON PARK,6,BUKIT TIMAH,V3_future_highest60mins
Coronation Road West,3882,120,LEEDON PARK,6,BUKIT TIMAH,V3_future_highest60mins
King's Road,1963,133,FARRER COURT,6,BUKIT TIMAH,V3_future_highest60mins
Jalan Kembang Melati,3831,139,TYERSALL,48,TANGLIN,V3_future_highest60mins
Cluny Road,11725,150,DUNEARN,25,NOVENA,V3_future_highest60mins
Evans Road,31889,150,DUNEARN,25,NOVENA,V3_future_highest60mins
Evans Road,13657,150,DUNEARN,25,NOVENA,V3_future_highest60mins
Bukit Timah Road,6103,150,DUNEARN,25,NOVENA,V3_future_highest60mins
Dunearn Road,24176,150,DUNEARN,25,NOVENA,V3_future_highest60mins
Central Expressway,22704,174,BENDEMEER,22,KALLANG,V3_future_highest60mins
Serangoon Road,2746,174,BENDEMEER,22,KALLANG,V3_future_highest60mins
Serangoon Road,36311,174,BENDEMEER,22,KALLANG,V3_future_highest60mins
Whampoa East,6165,174,BENDEMEER,22,KALLANG,V3_future_highest60mins
Whampoa East,6163,174,BENDEMEER,22,KALLANG,V3_future_highest60mins
Pan Island Expressway,2776,124,GEYLANG BAHRU,22,KALLANG,V3_future_highest60mins
Eunos Crescent,41268,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Eunos Crescent,38952,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Eunos Crescent,41266,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Eunos Crescent,38949,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Jalan Eunos,38995,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Jalan Sayang,39975,149,KEMBANGAN,1,BEDOK,V3_future_highest60mins
Jalan Bangsawan,42679,118,FRANKEL,1,BEDOK,V3_future_highest60mins
Jalan Bangsawan,38038,118,FRANKEL,1,BEDOK,V3_future_highest60mins
Jalan Bintang Tiga,42599,118,FRANKEL,1,BEDOK,V3_future_highest60mins
Metropole Drive,42595,118,FRANKEL,1,BEDOK,V3_future_highest60mins
Tanah Merah Kechil Road South,38117,157,BEDOK SOUTH,1,BEDOK,V3_future_highest60mins
Salam Walk,38100,157,BEDOK SOUTH,1,BEDOK,V3_future_highest60mins
Eastwood Terrace,37988,136,BAYSHORE,1,BEDOK,V3_future_highest60mins
Eastwood Terrace,37987,136,BAYSHORE,1,BEDOK,V3_future_highest60mins
Tuas Avenue 2,10942,102,TUAS NORTH,30,TUAS,V3_future_highest60mins
Jalan Terusan,11372,123,JURONG RIVER,12,JURONG EAST,V3_future_highest60mins
Teban Gardens Road,36348,122,TEBAN GARDENS,12,JURONG EAST,V3_future_highest60mins
Teban Gardens Road,1417,122,TEBAN GARDENS,12,JURONG EAST,V3_future_highest60mins
Teban Gardens Road,10171,122,TEBAN GARDENS,12,JURONG EAST,V3_future_highest60mins
Pandan Gardens,1411,146,INTERNATIONAL BUSINESS PARK,12,JURONG EAST,V3_future_highest60mins
Lempeng Drive,12364,155,FABER,10,CLEMENTI,V3_future_highest60mins
Lempeng Drive,9942,155,FABER,10,CLEMENTI,V3_future_highest60mins
Clementi Road,36273,119,CLEMENTI NORTH,10,CLEMENTI,V3_future_highest60mins
,12535,120,LEEDON PARK,6,BUKIT TIMAH,V3_future_highest60mins
Coronation Road West,1948,120,LEEDON PARK,6,BUKIT TIMAH,V3_future_highest60mins
Prince Road,1967,133,FARRER COURT,6,BUKIT TIMAH,V3_future_highest60mins
Queen's Road,1959,133,FARRER COURT,6,BUKIT TIMAH,V3_future_highest60mins
Queen's Road,16554,133,FARRER COURT,6,BUKIT TIMAH,V3_future_highest60mins
,2890,150,DUNEARN,25,NOVENA,V3_future_highest60mins
Evans Road,2892,150,DUNEARN,25,NOVENA,V3_future_highest60mins
Dalvey Estate,18980,134,NASSIM,48,TANGLIN,V3_future_highest60mins
Bukit Timah Road,6106,150,DUNEARN,25,NOVENA,V3_future_highest60mins
,35730,150,DUNEARN,25,NOVENA,V3_future_highest60mins
,10268,150,DUNEARN,25,NOVENA,V3_future_highest60mins
Gentle Drive,2852,140,MOULMEIN,25,NOVENA,V3_future_highest60mins
Gentle Drive,18814,140,MOULMEIN,25,NOVENA,V3_future_highest60mins
Paya Lebar Road,8667,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Eunos Avenue 5,8666,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Eunos Crescent,44752,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Eunos Crescent,38953,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
,37479,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Jalan Eunos,37480,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Jalan Eunos,39375,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Jalan Senyum,40380,149,KEMBANGAN,1,BEDOK,V3_future_highest60mins
Jalan Sayang,38026,149,KEMBANGAN,1,BEDOK,V3_future_highest60mins
Swan Lake Avenue,38066,118,FRANKEL,1,BEDOK,V3_future_highest60mins
Swan Lake Avenue,38065,118,FRANKEL,1,BEDOK,V3_future_highest60mins
Metropole Drive,38068,118,FRANKEL,1,BEDOK,V3_future_highest60mins
Bedok South Road,45032,157,BEDOK SOUTH,1,BEDOK,V3_future_highest60mins
Jalan Haji Salam,38099,157,BEDOK SOUTH,1,BEDOK,V3_future_highest60mins
Jalan Haji Salam,39095,157,BEDOK SOUTH,1,BEDOK,V3_future_highest60mins
Eastwood Road,37960,136,BAYSHORE,1,BEDOK,V3_future_highest60mins
Tuas West Road,8791,176,TUAS PROMENADE,30,TUAS,V3_future_highest60mins
Tuas South Avenue 3,10473,176,TUAS PROMENADE,30,TUAS,V3_future_highest60mins
Tuas Crescent,4833,279,TUAS BAY,30,TUAS,V3_future_highest60mins
Tuas Crescent,8777,279,TUAS BAY,30,TUAS,V3_future_highest60mins
Tuas Avenue 3,2399,102,TUAS NORTH,30,TUAS,V3_future_highest60mins
Tuas Avenue 1,2402,102,TUAS NORTH,30,TUAS,V3_future_highest60mins
Gul Way,2577,138,GUL CIRCLE,15,PIONEER,V3_future_highest60mins
Jalan Papan,4021,123,JURONG RIVER,12,JURONG EAST,V3_future_highest60mins
Teban Gardens Road,1421,146,INTERNATIONAL BUSINESS PARK,12,JURONG EAST,V3_future_highest60mins
Jurong Town Hall Road,20569,146,INTERNATIONAL BUSINESS PARK,12,JURONG EAST,V3_future_highest60mins
Pandan Gardens,9509,146,INTERNATIONAL BUSINESS PARK,12,JURONG EAST,V3_future_highest60mins
Pandan Gardens,9501,146,INTERNATIONAL BUSINESS PARK,12,JURONG EAST,V3_future_highest60mins
Pandan Gardens,10339,146,INTERNATIONAL BUSINESS PARK,12,JURONG EAST,V3_future_highest60mins
Pandan Gardens,1410,146,INTERNATIONAL BUSINESS PARK,12,JURONG EAST,V3_future_highest60mins
Commonwealth Avenue West,2465,155,FABER,10,CLEMENTI,V3_future_highest60mins
Sunset Lane,5732,119,CLEMENTI NORTH,10,CLEMENTI,V3_future_highest60mins
Ming Teck Park,6971,98,HOLLAND ROAD,6,BUKIT TIMAH,V3_future_highest60mins
Sixth Avenue,9754,120,LEEDON PARK,6,BUKIT TIMAH,V3_future_highest60mins
Coronation Road West,1947,120,LEEDON PARK,6,BUKIT TIMAH,V3_future_highest60mins
King's Road,1972,133,FARRER COURT,6,BUKIT TIMAH,V3_future_highest60mins
King's Road,1970,133,FARRER COURT,6,BUKIT TIMAH,V3_future_highest60mins
Prince Road,1968,133,FARRER COURT,6,BUKIT TIMAH,V3_future_highest60mins
Farrer Road,9377,139,TYERSALL,48,TANGLIN,V3_future_highest60mins
Jalan Kembang Melati,3797,139,TYERSALL,48,TANGLIN,V3_future_highest60mins
Jalan Kembang Melati,3741,139,TYERSALL,48,TANGLIN,V3_future_highest60mins
Jalan Kembang Melati,8341,139,TYERSALL,48,TANGLIN,V3_future_highest60mins
Bukit Timah Road,6116,150,DUNEARN,25,NOVENA,V3_future_highest60mins
Lewis Road,6117,150,DUNEARN,25,NOVENA,V3_future_highest60mins
Bukit Timah Road,11340,150,DUNEARN,25,NOVENA,V3_future_highest60mins
,10269,150,DUNEARN,25,NOVENA,V3_future_highest60mins
Whitley Road,6101,150,DUNEARN,25,NOVENA,V3_future_highest60mins
,9737,134,NASSIM,48,TANGLIN,V3_future_highest60mins
Dunearn Road,9739,156,MALCOLM,25,NOVENA,V3_future_highest60mins
Mount Rosie Road,2790,156,MALCOLM,25,NOVENA,V3_future_highest60mins
Bukit Tunggal Road,2792,140,MOULMEIN,25,NOVENA,V3_future_highest60mins
Bukit Tunggal Road,2858,140,MOULMEIN,25,NOVENA,V3_future_highest60mins
Gentle Drive,2851,140,MOULMEIN,25,NOVENA,V3_future_highest60mins
Gentle Drive,2853,140,MOULMEIN,25,NOVENA,V3_future_highest60mins
Serangoon Road,305,174,BENDEMEER,22,KALLANG,V3_future_highest60mins
Jalan Eunos,45225,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Jalan Yasin,44678,149,KEMBANGAN,1,BEDOK,V3_future_highest60mins
Lorong Marican,39023,149,KEMBANGAN,1,BEDOK,V3_future_highest60mins
Lorong Marzuki,40134,149,KEMBANGAN,1,BEDOK,V3_future_highest60mins
Lorong Melayu,38940,149,KEMBANGAN,1,BEDOK,V3_future_highest60mins
Sims Avenue East,43656,149,KEMBANGAN,1,BEDOK,V3_future_highest60mins
Sims Avenue East,40379,149,KEMBANGAN,1,BEDOK,V3_future_highest60mins
Aida Street,43162,118,FRANKEL,1,BEDOK,V3_future_highest60mins
Aida Street,43163,118,FRANKEL,1,BEDOK,V3_future_highest60mins
Bedok South Avenue 1,45021,95,BEDOK NORTH,1,BEDOK,V3_future_highest60mins
Bedok South Avenue 2,45518,95,BEDOK NORTH,1,BEDOK,V3_future_highest60mins
Tanah Merah Kechil Road South,38116,157,BEDOK SOUTH,1,BEDOK,V3_future_highest60mins
Eastwood Road,43081,136,BAYSHORE,1,BEDOK,V3_future_highest60mins
Eastwood Road,37962,136,BAYSHORE,1,BEDOK,V3_future_highest60mins
Tanah Merah Coast Road,44675,154,XILIN,47,TAMPINES,V3_future_highest60mins
Tanah Merah Coast Road,45289,154,XILIN,47,TAMPINES,V3_future_highest60mins
Tuas Avenue 2,10943,102,TUAS NORTH,30,TUAS,V3_future_highest60mins
Pandan Gardens,1413,146,INTERNATIONAL BUSINESS PARK,12,JURONG EAST,V3_future_highest60mins
Pandan Gardens,9498,146,INTERNATIONAL BUSINESS PARK,12,JURONG EAST,V3_future_highest60mins
Faber Walk,12368,155,FABER,10,CLEMENTI,V3_future_highest60mins
Faber Walk,12365,155,FABER,10,CLEMENTI,V3_future_highest60mins
Ming Teck Park,6965,98,HOLLAND ROAD,6,BUKIT TIMAH,V3_future_highest60mins
Sixth Avenue,6970,120,LEEDON PARK,6,BUKIT TIMAH,V3_future_highest60mins
Coronation Road West,1951,120,LEEDON PARK,6,BUKIT TIMAH,V3_future_highest60mins
Queen's Road,7632,133,FARRER COURT,6,BUKIT TIMAH,V3_future_highest60mins
Farrer Road,923,139,TYERSALL,48,TANGLIN,V3_future_highest60mins
Jalan Harom Setangkai,11365,139,TYERSALL,48,TANGLIN,V3_future_highest60mins
Jalan Harom Setangkai,3740,139,TYERSALL,48,TANGLIN,V3_future_highest60mins
Evans Road,1176,150,DUNEARN,25,NOVENA,V3_future_highest60mins
Bukit Timah Road,9729,150,DUNEARN,25,NOVENA,V3_future_highest60mins
Whitley Road,6104,134,NASSIM,48,TANGLIN,V3_future_highest60mins
Whitley Road,6094,134,NASSIM,48,TANGLIN,V3_future_highest60mins
Central Expressway,22705,174,BENDEMEER,22,KALLANG,V3_future_highest60mins
Whampoa West,2745,174,BENDEMEER,22,KALLANG,V3_future_highest60mins
Bendemeer Road,6164,174,BENDEMEER,22,KALLANG,V3_future_highest60mins
Kallang Bahru,9914,124,GEYLANG BAHRU,22,KALLANG,V3_future_highest60mins
Jalan Kolam Ayer,24003,124,GEYLANG BAHRU,22,KALLANG,V3_future_highest60mins
Jalan Yasin,44692,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Jalan Yasin,45305,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Lorong Sarina,44696,149,KEMBANGAN,1,BEDOK,V3_future_highest60mins
Lorong Marican,38984,149,KEMBANGAN,1,BEDOK,V3_future_highest60mins
Lorong Marzuki,38954,149,KEMBANGAN,1,BEDOK,V3_future_highest60mins
Lorong Marzuki,44831,149,KEMBANGAN,1,BEDOK,V3_future_highest60mins
Sims Avenue East,45626,149,KEMBANGAN,1,BEDOK,V3_future_highest60mins
Jalan Kembangan,43503,149,KEMBANGAN,1,BEDOK,V3_future_highest60mins
Jalan Bangsawan,44770,118,FRANKEL,1,BEDOK,V3_future_highest60mins
Swan Lake Avenue,44113,118,FRANKEL,1,BEDOK,V3_future_highest60mins
Norma Terrace,38030,118,FRANKEL,1,BEDOK,V3_future_highest60mins
Bedok South Road,40119,118,FRANKEL,1,BEDOK,V3_future_highest60mins
Bedok South Avenue 1,41090,95,BEDOK NORTH,1,BEDOK,V3_future_highest60mins
Bedok South Road,45010,157,BEDOK SOUTH,1,BEDOK,V3_future_highest60mins
Kew Drive,44485,157,BEDOK SOUTH,1,BEDOK,V3_future_highest60mins
Tuas Avenue 13,4261,279,TUAS BAY,30,TUAS,V3_future_highest60mins
Tuas Avenue 1,35163,102,TUAS NORTH,30,TUAS,V3_future_highest60mins
Gul Way,9567,138,GUL CIRCLE,15,PIONEER,V3_future_highest60mins
Gul Circle,2576,138,GUL CIRCLE,15,PIONEER,V3_future_highest60mins
Gul Circle,11036,138,GUL CIRCLE,15,PIONEER,V3_future_highest60mins
Gul Circle,11035,144,JOO KOON,15,PIONEER,V3_future_highest60mins
Gul Circle,10664,144,JOO KOON,15,PIONEER,V3_future_highest60mins
Jalan Ahmad Ibrahim,20428,141,LIU FANG,2,BOON LAY,V3_future_highest60mins
,12765,141,LIU FANG,2,BOON LAY,V3_future_highest60mins
Jalan Terusan,12822,123,JURONG RIVER,12,JURONG EAST,V3_future_highest60mins
,12824,123,JURONG RIVER,12,JURONG EAST,V3_future_highest60mins
Jurong Town Hall Road,1415,122,TEBAN GARDENS,12,JURONG EAST,V3_future_highest60mins
Pandan Gardens,9500,146,INTERNATIONAL BUSINESS PARK,12,JURONG EAST,V3_future_highest60mins
Jalan Lempeng,7334,155,FABER,10,CLEMENTI,V3_future_highest60mins
Jalan Lempeng,2466,155,FABER,10,CLEMENTI,V3_future_highest60mins
Clementi Road,948,119,CLEMENTI NORTH,10,CLEMENTI,V3_future_highest60mins
Ulu Pandan Road,7803,119,CLEMENTI NORTH,10,CLEMENTI,V3_future_highest60mins
Ulu Pandan Road,938,132,ULU PANDAN,6,BUKIT TIMAH,V3_future_highest60mins
Ulu Pandan Road,11996,132,ULU PANDAN,6,BUKIT TIMAH,V3_future_highest60mins
Ulu Pandan Road,9956,132,ULU PANDAN,6,BUKIT TIMAH,V3_future_highest60mins
Ming Teck Park,6985,132,ULU PANDAN,6,BUKIT TIMAH,V3_future_highest60mins
Sixth Avenue,6975,120,LEEDON PARK,6,BUKIT TIMAH,V3_future_highest60mins
Sixth Avenue,8393,120,LEEDON PARK,6,BUKIT TIMAH,V3_future_highest60mins
Sixth Avenue,8392,120,LEEDON PARK,6,BUKIT TIMAH,V3_future_highest60mins
Queen's Road,1957,133,FARRER COURT,6,BUKIT TIMAH,V3_future_highest60mins
Chancery Lane,2786,156,MALCOLM,25,NOVENA,V3_future_highest60mins
Bukit Tunggal Road,18808,156,MALCOLM,25,NOVENA,V3_future_highest60mins
Bukit Tunggal Road,2856,140,MOULMEIN,25,NOVENA,V3_future_highest60mins
Kallang Bahru,2752,124,GEYLANG BAHRU,22,KALLANG,V3_future_highest60mins
Aljunied Crescent,2168,301,ALJUNIED,53,GEYLANG,V3_future_highest60mins
Aljunied Avenue 2,2167,301,ALJUNIED,53,GEYLANG,V3_future_highest60mins
Eunos Avenue 5,11165,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
,45306,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Lorong Marzuki,44703,149,KEMBANGAN,1,BEDOK,V3_future_highest60mins
Lorong Melayu,39034,149,KEMBANGAN,1,BEDOK,V3_future_highest60mins
Swan Lake Avenue,44772,118,FRANKEL,1,BEDOK,V3_future_highest60mins
Bedok South Road,45027,118,FRANKEL,1,BEDOK,V3_future_highest60mins
"['Bedok Road', 'Upper East Coast Road']",45642,136,BAYSHORE,1,BEDOK,V3_future_highest60mins
Tuas Avenue 16,4262,279,TUAS BAY,30,TUAS,V3_future_highest60mins
Tuas Avenue 13,4269,279,TUAS BAY,30,TUAS,V3_future_highest60mins
Tuas Avenue 11,4037,102,TUAS NORTH,30,TUAS,V3_future_highest60mins
Pioneer Road,2397,102,TUAS NORTH,30,TUAS,V3_future_highest60mins
Tuas Avenue 3,2403,102,TUAS NORTH,30,TUAS,V3_future_highest60mins
"['Jalan Papan', 'Jalan Terusan']",4022,123,JURONG RIVER,12,JURONG EAST,V3_future_highest60mins
West Coast Road,1300,122,TEBAN GARDENS,12,JURONG EAST,V3_future_highest60mins
Pandan Gardens,10342,146,INTERNATIONAL BUSINESS PARK,12,JURONG EAST,V3_future_highest60mins
West Coast Vale,12939,135,WEST COAST,10,CLEMENTI,V3_future_highest60mins
Commonwealth Avenue West,5961,119,CLEMENTI NORTH,10,CLEMENTI,V3_future_highest60mins
Farrer Road,925,139,TYERSALL,48,TANGLIN,V3_future_highest60mins
,9727,134,NASSIM,48,TANGLIN,V3_future_highest60mins
Bukit Timah Road,6108,134,NASSIM,48,TANGLIN,V3_future_highest60mins
Bukit Timah Road,7884,134,NASSIM,48,TANGLIN,V3_future_highest60mins
Bukit Tunggal Road,2855,156,MALCOLM,25,NOVENA,V3_future_highest60mins
Bukit Tunggal Road,2857,140,MOULMEIN,25,NOVENA,V3_future_highest60mins
McNair Road,8122,174,BENDEMEER,22,KALLANG,V3_future_highest60mins
"['Upper Boon Keng Road', 'Geylang Bahru']",9908,124,GEYLANG BAHRU,22,KALLANG,V3_future_highest60mins
"['Upper Boon Keng Road', 'Geylang Bahru']",10869,124,GEYLANG BAHRU,22,KALLANG,V3_future_highest60mins
,3842,130,BOON KENG,22,KALLANG,V3_future_highest60mins
Aljunied Avenue 2,6876,301,ALJUNIED,53,GEYLANG,V3_future_highest60mins
Aljunied Avenue 3,6844,93,MACPHERSON,53,GEYLANG,V3_future_highest60mins
,8668,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Paya Lebar Road,4085,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Eunos Road 8,11166,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Eunos Road 2,8683,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Eunos Road 2,908,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Sims Avenue East,44702,149,KEMBANGAN,1,BEDOK,V3_future_highest60mins
Sims Avenue East,38941,149,KEMBANGAN,1,BEDOK,V3_future_highest60mins
Sims Avenue East,44827,149,KEMBANGAN,1,BEDOK,V3_future_highest60mins
Jalan Kembangan,37844,149,KEMBANGAN,1,BEDOK,V3_future_highest60mins
Swan Lake Avenue,44114,118,FRANKEL,1,BEDOK,V3_future_highest60mins
Swan Lake Avenue,44181,118,FRANKEL,1,BEDOK,V3_future_highest60mins
Rienzi Street,45505,118,FRANKEL,1,BEDOK,V3_future_highest60mins
Bedok South Road,45577,157,BEDOK SOUTH,1,BEDOK,V3_future_highest60mins
Bedok South Road,45011,157,BEDOK SOUTH,1,BEDOK,V3_future_highest60mins
Bedok South Road,45273,157,BEDOK SOUTH,1,BEDOK,V3_future_highest60mins
Tuas Avenue 14,4266,279,TUAS BAY,30,TUAS,V3_future_highest60mins
Tuas Crescent,8181,102,TUAS NORTH,30,TUAS,V3_future_highest60mins
Pioneer Road,11792,102,TUAS NORTH,30,TUAS,V3_future_highest60mins
Tuas Avenue 5,10708,102,TUAS NORTH,30,TUAS,V3_future_highest60mins
Gul Circle,11087,138,GUL CIRCLE,15,PIONEER,V3_future_highest60mins
Gul Circle,11037,144,JOO KOON,15,PIONEER,V3_future_highest60mins
Pioneer Walk,4736,137,BENOI SECTOR,15,PIONEER,V3_future_highest60mins
Sunview Road,1463,141,LIU FANG,2,BOON LAY,V3_future_highest60mins
West Coast Road,10173,122,TEBAN GARDENS,12,JURONG EAST,V3_future_highest60mins
West Coast Road,1279,122,TEBAN GARDENS,12,JURONG EAST,V3_future_highest60mins
West Coast Road,1287,122,TEBAN GARDENS,12,JURONG EAST,V3_future_highest60mins
Jurong Town Hall Road,7149,122,TEBAN GARDENS,12,JURONG EAST,V3_future_highest60mins
,10344,146,INTERNATIONAL BUSINESS PARK,12,JURONG EAST,V3_future_highest60mins
Pandan Gardens,1408,122,TEBAN GARDENS,12,JURONG EAST,V3_future_highest60mins
Faber Park,2470,155,FABER,10,CLEMENTI,V3_future_highest60mins
Commonwealth Avenue West,4957,119,CLEMENTI NORTH,10,CLEMENTI,V3_future_highest60mins
Cluny Park Road,2881,139,TYERSALL,48,TANGLIN,V3_future_highest60mins
Stevens Road,8038,134,NASSIM,48,TANGLIN,V3_future_highest60mins
Stevens Road,7885,134,NASSIM,48,TANGLIN,V3_future_highest60mins
Bukit Timah Road,6111,134,NASSIM,48,TANGLIN,V3_future_highest60mins
Bukit Timah Road,6112,134,NASSIM,48,TANGLIN,V3_future_highest60mins
Dunearn Road,6587,156,MALCOLM,25,NOVENA,V3_future_highest60mins
Chancery Lane,2791,156,MALCOLM,25,NOVENA,V3_future_highest60mins
Chancery Lane,2785,156,MALCOLM,25,NOVENA,V3_future_highest60mins
Thomson Road,12854,140,MOULMEIN,25,NOVENA,V3_future_highest60mins
Thomson Road,7353,140,MOULMEIN,25,NOVENA,V3_future_highest60mins
Pan-Island Expressway,3416,145,KALLANG WAY,53,GEYLANG,V3_future_highest60mins
Aljunied Crescent,12105,301,ALJUNIED,53,GEYLANG,V3_future_highest60mins
Geylang East Central,1126,301,ALJUNIED,53,GEYLANG,V3_future_highest60mins
Geylang East Central,819,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
,11168,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Eunos Road 5,903,121,GEYLANG EAST,53,GEYLANG,V3_future_highest60mins
Sims Avenue East,39022,149,KEMBANGAN,1,BEDOK,V3_future_highest60mins
Sims View,44828,149,KEMBANGAN,1,BEDOK,V3_future_highest60mins
Lorong Mydin,43506,149,KEMBANGAN,1,BEDOK,V3_future_highest60mins
Rienzi Street,44183,118,FRANKEL,1,BEDOK,V3_future_highest60mins
Tuas South Avenue 1,5345,176,TUAS PROMENADE,30,TUAS,V3_future_highest60mins
,8781,176,TUAS PROMENADE,30,TUAS,V3_future_highest60mins
Tuas Avenue 16,4264,279,TUAS BAY,30,TUAS,V3_future_highest60mins
Tuas Crescent,10659,102,TUAS NORTH,30,TUAS,V3_future_highest60mins
Tuas Avenue 3,2401,102,TUAS NORTH,30,TUAS,V3_future_highest60mins
Gul Circle,11093,138,GUL CIRCLE,15,PIONEER,V3_future_highest60mins
Gul Circle,2589,138,GUL CIRCLE,15,PIONEER,V3_future_highest60mins
Gul Circle,2578,138,GUL CIRCLE,15,PIONEER,V3_future_highest60mins
Gul Way,2582,138,GUL CIRCLE,15,PIONEER,V3_future_highest60mins
Benoi Sector,2604,137,BENOI SECTOR,15,PIONEER,V3_future_highest60mins
Benoi Sector,1474,137,BENOI SECTOR,15,PIONEER,V3_future_highest60mins
Pioneer Road,7926,137,BENOI SECTOR,15,PIONEER,V3_future_highest60mins
Penjuru Road,4935,123,JURONG RIVER,12,JURONG EAST,V3_future_highest60mins
Pandan Gardens,9505,122,TEBAN GARDENS,12,JURONG EAST,V3_future_highest60mins
Jalan Lempeng,12367,155,FABER,10,CLEMENTI,V3_future_highest60mins
,4962,119,CLEMENTI NORTH,10,CLEMENTI,V3_future_highest60mins
