RD_NAME,RN_ID,SZ_ID,SUBZONE_N,PA_ID,PLN_AREA_N,flood_scenario
Senoko Way,21270,297,SENOKO NORTH,19,SEMBAWANG,Historical_highest60mins
Senoko Avenue,35006,297,SENOKO NORTH,19,SEMBAWANG,Historical_highest60mins
Senoko Way,35005,297,SENOKO NORTH,19,SEMBAWANG,Historical_highest60mins
Senoko Avenue,15165,314,SEMBAWANG NORTH,19,SEMBAWANG,Historical_highest60mins
Senoko Way,23084,297,SENOKO NORTH,19,SEMBAWANG,Historical_highest60mins
Senoko Avenue,35003,314,SEMBAWANG NORTH,19,SEMBAWANG,Historical_highest60mins
Admiralty Road West,15185,297,SENOKO NORTH,19,SEMBAWANG,Historical_highest60mins
Admiralty Road West,15179,297,SENOKO NORTH,19,SEMBAWANG,Historical_highest60mins
Attap Valley Road,21257,274,SENOKO WEST,33,WOODLANDS,Historical_highest60mins
"['Senoko Link', 'Senoko Loop']",27617,297,SENOKO NORTH,19,SEMBAWANG,Historical_highest60mins
"['Senoko Link', 'Senoko Loop']",23080,297,SENOKO NORTH,19,SEMBAWANG,Historical_highest60mins
Senoko Drive,27626,297,SENOKO NORTH,19,SEMBAWANG,Historical_highest60mins
Senoko Drive,23081,297,SENOKO NORTH,19,SEMBAWANG,Historical_highest60mins
Senoko Drive,27618,297,SENOKO NORTH,19,SEMBAWANG,Historical_highest60mins
Senoko Loop,27623,297,SENOKO NORTH,19,SEMBAWANG,Historical_highest60mins
Senoko Loop,27619,297,SENOKO NORTH,19,SEMBAWANG,Historical_highest60mins
Senoko South Road,15101,297,SENOKO NORTH,19,SEMBAWANG,Historical_highest60mins
Senoko South Road,24580,297,SENOKO NORTH,19,SEMBAWANG,Historical_highest60mins
North Coast Avenue,30235,274,SENOKO WEST,33,WOODLANDS,Historical_highest60mins
"['Jalan Basong', 'Jalan Kandis']",20817,295,SEMBAWANG STRAITS,19,SEMBAWANG,Historical_highest60mins
North Coast Avenue,32146,274,SENOKO WEST,33,WOODLANDS,Historical_highest60mins
North Coast Avenue,30231,274,SENOKO WEST,33,WOODLANDS,Historical_highest60mins
Woodlands Industrial Park E5,31670,274,SENOKO WEST,33,WOODLANDS,Historical_highest60mins
Woodlands Industrial Park E8,31669,274,SENOKO WEST,33,WOODLANDS,Historical_highest60mins
Woodlands Industrial Park E7,15127,274,SENOKO WEST,33,WOODLANDS,Historical_highest60mins
Woodlands Industrial Park E7,31624,274,SENOKO WEST,33,WOODLANDS,Historical_highest60mins
Woodlands Link,15156,313,SENOKO SOUTH,19,SEMBAWANG,Historical_highest60mins
"['Woodlands Industrial Park E8', 'Woodlands Industrial Park E9']",31675,274,SENOKO WEST,33,WOODLANDS,Historical_highest60mins
Woodlands Link,15159,313,SENOKO SOUTH,19,SEMBAWANG,Historical_highest60mins
Woodlands Industrial Park E7,15130,274,SENOKO WEST,33,WOODLANDS,Historical_highest60mins
"['Woodlands Industrial Park E8', 'Woodlands Industrial Park E9']",31667,274,SENOKO WEST,33,WOODLANDS,Historical_highest60mins
Admiralty Road,35225,290,NORTH COAST,33,WOODLANDS,Historical_highest60mins
Woodlands Avenue 4,31612,274,SENOKO WEST,33,WOODLANDS,Historical_highest60mins
Woodlands Industrial Park E5,15086,274,SENOKO WEST,33,WOODLANDS,Historical_highest60mins
Woodlands Avenue 4,31615,274,SENOKO WEST,33,WOODLANDS,Historical_highest60mins
Woodlands Avenue 4,15085,274,SENOKO WEST,33,WOODLANDS,Historical_highest60mins
Woodlands Industrial Park E5,36200,274,SENOKO WEST,33,WOODLANDS,Historical_highest60mins
Canberra Crescent,37339,273,SEMBAWANG EAST,19,SEMBAWANG,Historical_highest60mins
Woodlands Avenue 4,31657,274,SENOKO WEST,33,WOODLANDS,Historical_highest60mins
Canberra Crescent,27801,273,SEMBAWANG EAST,19,SEMBAWANG,Historical_highest60mins
Admiralty Road West,23074,290,NORTH COAST,33,WOODLANDS,Historical_highest60mins
Woodlands Avenue 4,31617,274,SENOKO WEST,33,WOODLANDS,Historical_highest60mins
Woodlands North Coast Road,33825,272,GREENWOOD PARK,33,WOODLANDS,Historical_highest60mins
Woodlands Avenue 9,24556,321,MIDVIEW,33,WOODLANDS,Historical_highest60mins
,30248,272,GREENWOOD PARK,33,WOODLANDS,Historical_highest60mins
Gambas Avenue,30107,313,SENOKO SOUTH,19,SEMBAWANG,Historical_highest60mins
,30215,270,WOODLANDS EAST,33,WOODLANDS,Historical_highest60mins
,30219,270,WOODLANDS EAST,33,WOODLANDS,Historical_highest60mins
Marsiling Lane,33798,290,NORTH COAST,33,WOODLANDS,Historical_highest60mins
Woodlands Avenue 7,15244,270,WOODLANDS EAST,33,WOODLANDS,Historical_highest60mins
Marsiling Lane,15035,290,NORTH COAST,33,WOODLANDS,Historical_highest60mins
Woodlands Avenue 7,30221,270,WOODLANDS EAST,33,WOODLANDS,Historical_highest60mins
Gambas Crescent,24977,271,SEMBAWANG CENTRAL,19,SEMBAWANG,Historical_highest60mins
Yishun Avenue 8,35220,320,NORTHLAND,55,YISHUN,Historical_highest60mins
,33034,272,GREENWOOD PARK,33,WOODLANDS,Historical_highest60mins
Gambas Crescent,24983,271,SEMBAWANG CENTRAL,19,SEMBAWANG,Historical_highest60mins
Woodlands Avenue 9,21514,317,WOODLANDS REGIONAL CENTRE,33,WOODLANDS,Historical_highest60mins
Woodlands Avenue 9,33035,272,GREENWOOD PARK,33,WOODLANDS,Historical_highest60mins
Woodlands Avenue 9,21507,317,WOODLANDS REGIONAL CENTRE,33,WOODLANDS,Historical_highest60mins
Yishun Avenue 8,15409,320,NORTHLAND,55,YISHUN,Historical_highest60mins
Neo Tiew Crescent,14903,311,LIM CHU KANG,23,LIM CHU KANG,Historical_highest60mins
Yishun Avenue 7,29358,320,NORTHLAND,55,YISHUN,Historical_highest60mins
Neo Tiew Crescent,14908,311,LIM CHU KANG,23,LIM CHU KANG,Historical_highest60mins
Marsiling Road,21534,317,WOODLANDS REGIONAL CENTRE,33,WOODLANDS,Historical_highest60mins
Sembawang Road,22903,323,SEMBAWANG SPRINGS,19,SEMBAWANG,Historical_highest60mins
Yishun Avenue 8,30948,320,NORTHLAND,55,YISHUN,Historical_highest60mins
Yishun Avenue 7,32995,320,NORTHLAND,55,YISHUN,Historical_highest60mins
,31013,320,NORTHLAND,55,YISHUN,Historical_highest60mins
Bukit Timah Expressway,20563,322,WOODLANDS WEST,33,WOODLANDS,Historical_highest60mins
Woodlands Avenue 5,24436,317,WOODLANDS REGIONAL CENTRE,33,WOODLANDS,Historical_highest60mins
Woodlands Avenue 5,21529,317,WOODLANDS REGIONAL CENTRE,33,WOODLANDS,Historical_highest60mins
Gambas Avenue,23386,323,SEMBAWANG SPRINGS,19,SEMBAWANG,Historical_highest60mins
Gambas Avenue,29205,323,SEMBAWANG SPRINGS,19,SEMBAWANG,Historical_highest60mins
Woodlands Road,36666,324,KRANJI,28,SUNGEI KADUT,Historical_highest60mins
Yishun Industrial Park A,29349,320,NORTHLAND,55,YISHUN,Historical_highest60mins
Yishun Avenue 7,29351,320,NORTHLAND,55,YISHUN,Historical_highest60mins
Yishun Avenue 7,34756,320,NORTHLAND,55,YISHUN,Historical_highest60mins
Yishun Avenue 7,23251,320,NORTHLAND,55,YISHUN,Historical_highest60mins
Woodlands Lane,21729,270,WOODLANDS EAST,33,WOODLANDS,Historical_highest60mins
Woodlands Road,24426,324,KRANJI,28,SUNGEI KADUT,Historical_highest60mins
Kranji Way,14902,269,RESERVOIR VIEW,28,SUNGEI KADUT,Historical_highest60mins
Yishun Avenue 8,30950,320,NORTHLAND,55,YISHUN,Historical_highest60mins
Kranji Way,24654,269,RESERVOIR VIEW,28,SUNGEI KADUT,Historical_highest60mins
Woodlands Drive 50,24671,321,MIDVIEW,33,WOODLANDS,Historical_highest60mins
Woodlands Drive 50,35646,321,MIDVIEW,33,WOODLANDS,Historical_highest60mins
"['Kranji Loop', 'Kranji Way']",26496,269,RESERVOIR VIEW,28,SUNGEI KADUT,Historical_highest60mins
Yishun Avenue 6,25448,320,NORTHLAND,55,YISHUN,Historical_highest60mins
Yishun Avenue 6,29367,320,NORTHLAND,55,YISHUN,Historical_highest60mins
,31079,320,NORTHLAND,55,YISHUN,Historical_highest60mins
Yishun Avenue 8,33104,306,YISHUN EAST,55,YISHUN,Historical_highest60mins
Yishun Avenue 8,30945,306,YISHUN EAST,55,YISHUN,Historical_highest60mins
Yishun Avenue 9,29362,320,NORTHLAND,55,YISHUN,Historical_highest60mins
Woodlands Avenue 5,35642,304,WOODLANDS SOUTH,33,WOODLANDS,Historical_highest60mins
Woodlands Street 11,15044,322,WOODLANDS WEST,33,WOODLANDS,Historical_highest60mins
Woodlands Street 11,30006,322,WOODLANDS WEST,33,WOODLANDS,Historical_highest60mins
Woodlands Avenue 5,29918,304,WOODLANDS SOUTH,33,WOODLANDS,Historical_highest60mins
Woodlands Avenue 5,30429,270,WOODLANDS EAST,33,WOODLANDS,Historical_highest60mins
Woodlands Avenue 3,31706,305,WOODGROVE,33,WOODLANDS,Historical_highest60mins
Woodlands Street 12,34544,305,WOODGROVE,33,WOODLANDS,Historical_highest60mins
Woodlands Avenue 3,29980,322,WOODLANDS WEST,33,WOODLANDS,Historical_highest60mins
Lim Chu Kang Lane 3,14913,311,LIM CHU KANG,23,LIM CHU KANG,Historical_highest60mins
Yishun Avenue 5,29156,316,YISHUN WEST,55,YISHUN,Historical_highest60mins
Yishun Street 11,28677,316,YISHUN WEST,55,YISHUN,Historical_highest60mins
Yishun Street 11,29303,316,YISHUN WEST,55,YISHUN,Historical_highest60mins
Yishun Avenue 5,29301,316,YISHUN WEST,55,YISHUN,Historical_highest60mins
Lim Chu Kang Lane 3,14874,311,LIM CHU KANG,23,LIM CHU KANG,Historical_highest60mins
Woodlands Avenue 1,35236,305,WOODGROVE,33,WOODLANDS,Historical_highest60mins
Sungei Kadut Street 6,26846,269,RESERVOIR VIEW,28,SUNGEI KADUT,Historical_highest60mins
Kranji Road,31517,324,KRANJI,28,SUNGEI KADUT,Historical_highest60mins
Kranji Road,24925,324,KRANJI,28,SUNGEI KADUT,Historical_highest60mins
Yishun Avenue 11,36205,219,YISHUN CENTRAL,55,YISHUN,Historical_highest60mins
Yishun Avenue 1,26831,319,SIMPANG SOUTH,26,SIMPANG,Historical_highest60mins
,27011,306,YISHUN EAST,55,YISHUN,Historical_highest60mins
Sungei Kadut Drive,14612,269,RESERVOIR VIEW,28,SUNGEI KADUT,Historical_highest60mins
Woodlands Road,23024,303,TURF CLUB,28,SUNGEI KADUT,Historical_highest60mins
Woodlands Avenue 2,21443,266,MANDAI WEST,50,MANDAI,Historical_highest60mins
Neo Tiew Lane 3,21892,311,LIM CHU KANG,23,LIM CHU KANG,Historical_highest60mins
Neo Tiew Lane 3,14889,311,LIM CHU KANG,23,LIM CHU KANG,Historical_highest60mins
Sungei Kadut Street 4,14616,263,PANG SUA,28,SUNGEI KADUT,Historical_highest60mins
Woodlands Avenue 12,20423,304,WOODLANDS SOUTH,33,WOODLANDS,Historical_highest60mins
Seletar Expressway,21440,304,WOODLANDS SOUTH,33,WOODLANDS,Historical_highest60mins
Seletar Expressway,13127,304,WOODLANDS SOUTH,33,WOODLANDS,Historical_highest60mins
Seletar Expressway,20425,304,WOODLANDS SOUTH,33,WOODLANDS,Historical_highest60mins
Lim Chu Kang Lane 1A,33257,311,LIM CHU KANG,23,LIM CHU KANG,Historical_highest60mins
Seletar North Link,29677,302,PULAU PUNGGOL TIMOR,18,SELETAR,Historical_highest60mins
Seletar North Link,29679,302,PULAU PUNGGOL TIMOR,18,SELETAR,Historical_highest60mins
Neo Tiew Road,14879,311,LIM CHU KANG,23,LIM CHU KANG,Historical_highest60mins
Sungei Kadut Drive,26856,263,PANG SUA,28,SUNGEI KADUT,Historical_highest60mins
,24077,302,PULAU PUNGGOL TIMOR,18,SELETAR,Historical_highest60mins
Yishun Ring Road,15330,265,KHATIB,55,YISHUN,Historical_highest60mins
Seletar North Link,24078,302,PULAU PUNGGOL TIMOR,18,SELETAR,Historical_highest60mins
Yishun Ring Road,29150,265,KHATIB,55,YISHUN,Historical_highest60mins
Seletar Aerospace Road 2,29805,264,SELETAR AEROSPACE PARK,18,SELETAR,Historical_highest60mins
Yishun Avenue 2,29085,268,YISHUN SOUTH,55,YISHUN,Historical_highest60mins
"['Seletar Aerospace Drive', 'Punggol Barat Drive']",29807,308,PULAU PUNGGOL BARAT,18,SELETAR,Historical_highest60mins
Yishun Avenue 2,37201,268,YISHUN SOUTH,55,YISHUN,Historical_highest60mins
Yishun Ring Road,15343,268,YISHUN SOUTH,55,YISHUN,Historical_highest60mins
Northshore Drive,40828,217,NORTHSHORE,16,PUNGGOL,Historical_highest60mins
,42334,217,NORTHSHORE,16,PUNGGOL,Historical_highest60mins
Punggol Way,42333,217,NORTHSHORE,16,PUNGGOL,Historical_highest60mins
Northshore Drive,42321,217,NORTHSHORE,16,PUNGGOL,Historical_highest60mins
Punggol Way,39417,217,NORTHSHORE,16,PUNGGOL,Historical_highest60mins
Ponggol Seventeenth Avenue,41827,217,NORTHSHORE,16,PUNGGOL,Historical_highest60mins
Sungei Kadut Street 3,26858,263,PANG SUA,28,SUNGEI KADUT,Historical_highest60mins
Seletar Expressway,13125,326,MANDAI EAST,50,MANDAI,Historical_highest60mins
Sungei Kadut Central,30408,263,PANG SUA,28,SUNGEI KADUT,Historical_highest60mins
Woodlands Road,31727,263,PANG SUA,28,SUNGEI KADUT,Historical_highest60mins
Woodlands Road,31729,263,PANG SUA,28,SUNGEI KADUT,Historical_highest60mins
Punggol Way,41828,217,NORTHSHORE,16,PUNGGOL,Historical_highest60mins
Lorong Lada Hitam,25490,266,MANDAI WEST,50,MANDAI,Historical_highest60mins
Mandai Road,28128,266,MANDAI WEST,50,MANDAI,Historical_highest60mins
"['Seletar Aerospace Avenue', 'Seletar Aerospace Road 2']",29806,264,SELETAR AEROSPACE PARK,18,SELETAR,Historical_highest60mins
Mandai Road,31313,266,MANDAI WEST,50,MANDAI,Historical_highest60mins
Mandai Road,31568,303,TURF CLUB,28,SUNGEI KADUT,Historical_highest60mins
Seletar Aerospace Avenue,34126,264,SELETAR AEROSPACE PARK,18,SELETAR,Historical_highest60mins
Seletar Aerospace Avenue,34121,264,SELETAR AEROSPACE PARK,18,SELETAR,Historical_highest60mins
Sungei Kadut Street 2,14630,263,PANG SUA,28,SUNGEI KADUT,Historical_highest60mins
Seletar Aerospace Road 1,33234,264,SELETAR AEROSPACE PARK,18,SELETAR,Historical_highest60mins
Woodlands Road,17400,263,PANG SUA,28,SUNGEI KADUT,Historical_highest60mins
,29574,263,PANG SUA,28,SUNGEI KADUT,Historical_highest60mins
Mandai Road,24636,263,PANG SUA,28,SUNGEI KADUT,Historical_highest60mins
,24766,263,PANG SUA,28,SUNGEI KADUT,Historical_highest60mins
Sentul Crescent,40277,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,Historical_highest60mins
Sentul Walk,43317,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,Historical_highest60mins
Sentul Crescent,43482,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,Historical_highest60mins
Sentul Walk,43248,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,Historical_highest60mins
Sungei Kadut Street 1,14631,263,PANG SUA,28,SUNGEI KADUT,Historical_highest60mins
Sungei Kadut Street 1,14662,263,PANG SUA,28,SUNGEI KADUT,Historical_highest60mins
Woodlands Road,13727,263,PANG SUA,28,SUNGEI KADUT,Historical_highest60mins
Sungei Kadut Avenue,14661,263,PANG SUA,28,SUNGEI KADUT,Historical_highest60mins
Sembawang Road,31306,327,NEE SOON,55,YISHUN,Historical_highest60mins
Sungei Kadut Way,30400,263,PANG SUA,28,SUNGEI KADUT,Historical_highest60mins
Sungei Kadut Way,14659,263,PANG SUA,28,SUNGEI KADUT,Historical_highest60mins
Sembawang Road,21882,327,NEE SOON,55,YISHUN,Historical_highest60mins
Punggol Drive,40268,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,Historical_highest60mins
,40264,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,Historical_highest60mins
Punggol Place,38549,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,Historical_highest60mins
,40272,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,Historical_highest60mins
Punggol Drive,40267,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,Historical_highest60mins
Punggol Place,40897,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,Historical_highest60mins
,40265,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,Historical_highest60mins
Punggol Central,28767,275,MATILDA,16,PUNGGOL,Historical_highest60mins
Punggol Drive,40257,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,Historical_highest60mins
Punggol Central,30599,275,MATILDA,16,PUNGGOL,Historical_highest60mins
Punggol Road,39051,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,Historical_highest60mins
Punggol Road,40250,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,Historical_highest60mins
Punggol Way,30659,275,MATILDA,16,PUNGGOL,Historical_highest60mins
Punggol Drive,40254,276,WATERWAY EAST,16,PUNGGOL,Historical_highest60mins
Punggol Way,27395,275,MATILDA,16,PUNGGOL,Historical_highest60mins
Punggol Central,40891,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,Historical_highest60mins
Punggol Central,40242,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,Historical_highest60mins
Woodlands Road,29162,277,GALI BATU,28,SUNGEI KADUT,Historical_highest60mins
Punggol Field,32871,275,MATILDA,16,PUNGGOL,Historical_highest60mins
,30657,275,MATILDA,16,PUNGGOL,Historical_highest60mins
Punggol Drive,40800,276,WATERWAY EAST,16,PUNGGOL,Historical_highest60mins
Punggol Place,41152,275,MATILDA,16,PUNGGOL,Historical_highest60mins
Punggol Place,40886,275,MATILDA,16,PUNGGOL,Historical_highest60mins
Punggol Drive,40227,276,WATERWAY EAST,16,PUNGGOL,Historical_highest60mins
,40234,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,Historical_highest60mins
Punggol Road,40885,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,Historical_highest60mins
Punggol Road,40236,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,Historical_highest60mins
Lim Chu Kang Road,23278,307,MURAI,32,WESTERN WATER CATCHMENT,Historical_highest60mins
Punggol Central,40239,276,WATERWAY EAST,16,PUNGGOL,Historical_highest60mins
Edgefield Plains,40229,276,WATERWAY EAST,16,PUNGGOL,Historical_highest60mins
Lim Chu Kang Road,14803,307,MURAI,32,WESTERN WATER CATCHMENT,Historical_highest60mins
,24227,239,FERNVALE,20,SENGKANG,Historical_highest60mins
Edgefield Plains,40245,276,WATERWAY EAST,16,PUNGGOL,Historical_highest60mins
Tampines Expressway,26931,239,FERNVALE,20,SENGKANG,Historical_highest60mins
Punggol Central,40228,276,WATERWAY EAST,16,PUNGGOL,Historical_highest60mins
,40230,276,WATERWAY EAST,16,PUNGGOL,Historical_highest60mins
Edgefield Plains,40233,276,WATERWAY EAST,16,PUNGGOL,Historical_highest60mins
,25033,239,FERNVALE,20,SENGKANG,Historical_highest60mins
Punggol Central,40224,276,WATERWAY EAST,16,PUNGGOL,Historical_highest60mins
Punggol Central,40226,276,WATERWAY EAST,16,PUNGGOL,Historical_highest60mins
Punggol Field,41161,275,MATILDA,16,PUNGGOL,Historical_highest60mins
,40883,275,MATILDA,16,PUNGGOL,Historical_highest60mins
Punggol Drive,41026,276,WATERWAY EAST,16,PUNGGOL,Historical_highest60mins
Edgedale Plains,40222,276,WATERWAY EAST,16,PUNGGOL,Historical_highest60mins
Upper Thomson Road,14961,327,NEE SOON,55,YISHUN,Historical_highest60mins
Punggol Field,40880,275,MATILDA,16,PUNGGOL,Historical_highest60mins
,40877,275,MATILDA,16,PUNGGOL,Historical_highest60mins
Upper Thomson Road,14962,291,SPRINGLEAF,55,YISHUN,Historical_highest60mins
,24252,238,SENGKANG WEST,20,SENGKANG,Historical_highest60mins
Edgefield Plains,41838,240,PUNGGOL FIELD,16,PUNGGOL,Historical_highest60mins
Upper Thomson Road,33246,291,SPRINGLEAF,55,YISHUN,Historical_highest60mins
Punggol Central,41240,276,WATERWAY EAST,16,PUNGGOL,Historical_highest60mins
Punggol Central,40208,276,WATERWAY EAST,16,PUNGGOL,Historical_highest60mins
,40210,276,WATERWAY EAST,16,PUNGGOL,Historical_highest60mins
Fernvale Street,32328,239,FERNVALE,20,SENGKANG,Historical_highest60mins
Fernvale Street,37265,239,FERNVALE,20,SENGKANG,Historical_highest60mins
Edgedale Plains,40196,240,PUNGGOL FIELD,16,PUNGGOL,Historical_highest60mins
,40204,240,PUNGGOL FIELD,16,PUNGGOL,Historical_highest60mins
Punggol Central,40195,240,PUNGGOL FIELD,16,PUNGGOL,Historical_highest60mins
Punggol Central,40207,276,WATERWAY EAST,16,PUNGGOL,Historical_highest60mins
Edgedale Plains,40206,240,PUNGGOL FIELD,16,PUNGGOL,Historical_highest60mins
Edgefield Plains,41846,240,PUNGGOL FIELD,16,PUNGGOL,Historical_highest60mins
Upper Thomson Road,13351,291,SPRINGLEAF,55,YISHUN,Historical_highest60mins
,24247,238,SENGKANG WEST,20,SENGKANG,Historical_highest60mins
Anchorvale Street,18146,237,ANCHORVALE,20,SENGKANG,Historical_highest60mins
Springleaf Road,17203,291,SPRINGLEAF,55,YISHUN,Historical_highest60mins
,32720,238,SENGKANG WEST,20,SENGKANG,Historical_highest60mins
Jalan Tari Serimpi,23700,239,FERNVALE,20,SENGKANG,Historical_highest60mins
Anchorvale Street,18214,237,ANCHORVALE,20,SENGKANG,Historical_highest60mins
Seletar Expressway,13133,258,YIO CHU KANG NORTH,52,ANG MO KIO,Historical_highest60mins
Sengkang West Way,27404,239,FERNVALE,20,SENGKANG,Historical_highest60mins
Woodlands Road,24767,241,YEW TEE,9,CHOA CHU KANG,Historical_highest60mins
Seletar West Road 3,34982,238,SENGKANG WEST,20,SENGKANG,Historical_highest60mins
Sengkang West Way,27396,239,FERNVALE,20,SENGKANG,Historical_highest60mins
,37270,239,FERNVALE,20,SENGKANG,Historical_highest60mins
Woodlands Road,35244,256,CHOA CHU KANG NORTH,9,CHOA CHU KANG,Historical_highest60mins
,13739,256,CHOA CHU KANG NORTH,9,CHOA CHU KANG,Historical_highest60mins
Sengkang West Road,26421,238,SENGKANG WEST,20,SENGKANG,Historical_highest60mins
,15319,291,SPRINGLEAF,55,YISHUN,Historical_highest60mins
Seletar West Road 3,34979,238,SENGKANG WEST,20,SENGKANG,Historical_highest60mins
Sengkang West Road,34980,238,SENGKANG WEST,20,SENGKANG,Historical_highest60mins
Sengkang West Road,32036,238,SENGKANG WEST,20,SENGKANG,Historical_highest60mins
,27408,239,FERNVALE,20,SENGKANG,Historical_highest60mins
Fernvale Road,18158,239,FERNVALE,20,SENGKANG,Historical_highest60mins
Sengkang West Way,18101,239,FERNVALE,20,SENGKANG,Historical_highest60mins
,40189,240,PUNGGOL FIELD,16,PUNGGOL,Historical_highest60mins
Jalan Kayu,26410,239,FERNVALE,20,SENGKANG,Historical_highest60mins
Edgedale Plains,40188,240,PUNGGOL FIELD,16,PUNGGOL,Historical_highest60mins
Punggol East,43478,240,PUNGGOL FIELD,16,PUNGGOL,Historical_highest60mins
Punggol Field,40191,240,PUNGGOL FIELD,16,PUNGGOL,Historical_highest60mins
Punggol Field,38540,240,PUNGGOL FIELD,16,PUNGGOL,Historical_highest60mins
Sengkang East Way,28849,237,ANCHORVALE,20,SENGKANG,Historical_highest60mins
Jalan Kayu,26242,239,FERNVALE,20,SENGKANG,Historical_highest60mins
Sengkang East Way,27772,237,ANCHORVALE,20,SENGKANG,Historical_highest60mins
Choa Chu Kang North 5,14533,256,CHOA CHU KANG NORTH,9,CHOA CHU KANG,Historical_highest60mins
Choa Chu Kang North 5,14537,256,CHOA CHU KANG NORTH,9,CHOA CHU KANG,Historical_highest60mins
,27739,237,ANCHORVALE,20,SENGKANG,Historical_highest60mins
Compassvale Road,26626,236,SENGKANG TOWN CENTRE,20,SENGKANG,Historical_highest60mins
Punggol Field,41840,240,PUNGGOL FIELD,16,PUNGGOL,Historical_highest60mins
Sengkang East Road,18364,236,SENGKANG TOWN CENTRE,20,SENGKANG,Historical_highest60mins
Compassvale Road,26633,236,SENGKANG TOWN CENTRE,20,SENGKANG,Historical_highest60mins
Punggol Field Walk,38211,240,PUNGGOL FIELD,16,PUNGGOL,Historical_highest60mins
,42281,240,PUNGGOL FIELD,16,PUNGGOL,Historical_highest60mins
Rivervale Drive,37629,257,RIVERVALE,20,SENGKANG,Historical_highest60mins
Punggol Field Walk,42282,240,PUNGGOL FIELD,16,PUNGGOL,Historical_highest60mins
Yio Chu Kang Road,13399,258,YIO CHU KANG NORTH,52,ANG MO KIO,Historical_highest60mins
Cactus Road,19912,258,YIO CHU KANG NORTH,52,ANG MO KIO,Historical_highest60mins
Cactus Road,19911,258,YIO CHU KANG NORTH,52,ANG MO KIO,Historical_highest60mins
Lorong Halus,42797,242,PASIR RIS WAFER FAB PARK,14,PASIR RIS,Historical_highest60mins
Lentor Avenue,27713,252,YIO CHU KANG,52,ANG MO KIO,Historical_highest60mins
Countryside Road,26864,252,YIO CHU KANG,52,ANG MO KIO,Historical_highest60mins
Kranji Expressway,13175,247,SENJA,5,BUKIT PANJANG,Historical_highest60mins
Kranji Expressway,13170,248,SAUJANA,5,BUKIT PANJANG,Historical_highest60mins
Kranji Expressway,29054,247,SENJA,5,BUKIT PANJANG,Historical_highest60mins
Kranji Expressway,35123,248,SAUJANA,5,BUKIT PANJANG,Historical_highest60mins
,35097,248,SAUJANA,5,BUKIT PANJANG,Historical_highest60mins
Cactus Road,19917,258,YIO CHU KANG NORTH,52,ANG MO KIO,Historical_highest60mins
,35121,248,SAUJANA,5,BUKIT PANJANG,Historical_highest60mins
Kranji Expressway,35113,248,SAUJANA,5,BUKIT PANJANG,Historical_highest60mins
Countryside Walk,26866,234,YIO CHU KANG WEST,52,ANG MO KIO,Historical_highest60mins
,35101,248,SAUJANA,5,BUKIT PANJANG,Historical_highest60mins
Kranji Expressway,13178,246,FAJAR,5,BUKIT PANJANG,Historical_highest60mins
Lentor Loop,28245,254,TAGORE,52,ANG MO KIO,Historical_highest60mins
Lentor Loop,19761,254,TAGORE,52,ANG MO KIO,Historical_highest60mins
Anchorvale Drive,30853,237,ANCHORVALE,20,SENGKANG,Historical_highest60mins
Compassvale Walk,27942,236,SENGKANG TOWN CENTRE,20,SENGKANG,Historical_highest60mins
Compassvale Walk,37340,236,SENGKANG TOWN CENTRE,20,SENGKANG,Historical_highest60mins
Lorong Halus,42787,242,PASIR RIS WAFER FAB PARK,14,PASIR RIS,Historical_highest60mins
Lentor Road,19799,234,YIO CHU KANG WEST,52,ANG MO KIO,Historical_highest60mins
Fudu Walk,19762,234,YIO CHU KANG WEST,52,ANG MO KIO,Historical_highest60mins
Yio Chu Kang Road,33362,258,YIO CHU KANG NORTH,52,ANG MO KIO,Historical_highest60mins
Anchorvale Drive,27763,237,ANCHORVALE,20,SENGKANG,Historical_highest60mins
Choa Chu Kang Way,29338,256,CHOA CHU KANG NORTH,9,CHOA CHU KANG,Historical_highest60mins
Choa Chu Kang Way,30339,256,CHOA CHU KANG NORTH,9,CHOA CHU KANG,Historical_highest60mins
Woodlands Road,33720,247,SENJA,5,BUKIT PANJANG,Historical_highest60mins
Woodlands Road,35755,247,SENJA,5,BUKIT PANJANG,Historical_highest60mins
Tagore Drive,28262,254,TAGORE,52,ANG MO KIO,Historical_highest60mins
Choa Chu Kang Drive,30045,256,CHOA CHU KANG NORTH,9,CHOA CHU KANG,Historical_highest60mins
