amenity_id,nearest_road_1_id,nearest_road_1_name,nearest_road_2_id,nearest_road_2_name,nearest_road_3_id,nearest_road_3_name,nearest_road_4_id,nearest_road_4_name
70ca2f7e-0ca9-4e08-952d-bcce0deecf1a,035707,WOODLANDS AVENUE 1,018228,WOODLANDS DRIVE 17,035740,WOODLANDS AVENUE 1,028416,WOODLANDS DRIVE 17
4d57b2b1-5b97-4325-a317-0ab0dc031368,003568,HOUGANG AVENUE 1,003566,HOUGANG AVENUE 1,005717,JALAN PELIKAT,003565,HOUGANG AVENUE 1
13d62097-42b6-41b2-8861-cb31c5934b01,013544,ANCHORVALE STREET,048245,ANCHORVALE STREET,038138,ANCHORVALE STREET,027956,ANCHORVALE STREET
f36b6ee7-2f55-4085-b1fc-6d29c7b873f0,004482,ANG MO KIO STREET 22,004480,ANG MO KIO STREET 22,004479,ANG MO KIO STREET 22,013866,ANG MO KIO STREET 23
0861a764-604f-494a-a24a-a7443872caaf,003112,PANDAN GARDENS,003116,PANDAN GARDENS,003091,PANDAN GARDENS,003118,PANDAN GARDENS
6234594a-d8ed-4b85-bf5b-15a7c509beae,016890,NEW UPPER CHANGI ROAD,002180,BEDOK NORTH AVENUE 3,006463,NEW UPPER CHANGI ROAD,007456,NEW UPPER CHANGI ROAD
4a4f8e7c-6b50-421b-bb33-44a1ce151101,036093,UPPER ALJUNIED ROAD,056162,UPPER ALJUNIED ROAD,040213,UPPER ALJUNIED ROAD,062503,BIDADARI PARK DRIVE
80e359fd-6b75-4c42-9795-cca1850ef702,026523,BISHAN STREET 13,024279,BISHAN STREET 13,017503,BISHAN PLACE,024278,BISHAN STREET 13
e7f03f89-169f-40ad-a1bd-0b1fff3b8730,052608,BOON LAY PLACE,007995,BOON LAY AVENUE,052648,BOON LAY PLACE,007990,BOON LAY AVENUE
5a99b84f-7613-4b38-9ef4-1daee84713e9,054186,SERANGOON AVENUE 2,010014,SERANGOON AVENUE 3,006885,SERANGOON AVENUE 2,014837,SERANGOON AVENUE 3
ebd3061d-6452-42b8-8384-ed5bbfa5d528,041109,SENGKANG CENTRAL,045166,COMPASSVALE BOW,016282,COMPASSVALE BOW,031465,COMPASSVALE BOW
34424d25-47e8-45c0-b2a2-a373eaa81740,017033,BUKIT BATOK CENTRAL,023651,BUKIT BATOK CENTRAL,023645,BUKIT BATOK CENTRAL,047858,BUKIT BATOK CENTRAL LINK
487eb215-985f-4150-befb-0fd8e30e2521,043526,BUKIT BATOK EAST AVENUE 4,043528,BUKIT BATOK EAST AVENUE 4,043529,BUKIT BATOK EAST AVENUE 5,043511,BUKIT BATOK EAST AVENUE 4
ab900379-7f8f-4dcc-ade0-97cbe2e31f90,029647,REDHILL CLOSE,029730,REDHILL CLOSE,029728,REDHILL CLOSE,031705,REDHILL CLOSE
8d6d0809-5b57-401c-9cc2-abd05c4d9186,024873,PENDING ROAD,049274,PENDING ROAD,023162,PENDING ROAD,048364,PENDING ROAD
5b9f6391-51ef-4112-bcf0-783aad9fed95,046540,TOH TUCK ROAD,045289,TOH TUCK ROAD,046645,TOH TUCK ROAD,010147,JALAN JURONG KECHIL
dedf2acd-a0ab-4cf6-8083-ca6d5b39df3a,054296,HOLLAND DRIVE,054312,HOLLAND DRIVE,054297,HOLLAND DRIVE,054293,HOLLAND DRIVE
f4069bac-80b5-4240-8287-33cc3f3d16ca,001278,ANTHONY ROAD,028369,CLEMENCEAU AVENUE NORTH,011693,ANTHONY ROAD,024908,CLEMENCEAU AVENUE NORTH
6648c0f4-697b-4ce4-9898-ef70d263c448,001200,SEMBAWANG CRESCENT,001219,SEMBAWANG CRESCENT,001100,SEMBAWANG CRESCENT,016818,SEMBAWANG DRIVE
04a4bbf6-4476-488e-b347-7bbe118c2bab,009593,SIMEI STREET 2,009260,SIMEI STREET 2,058300,SIMEI STREET 1,048697,SIMEI STREET 1
a89504ed-90ad-4fe8-87a4-83d9434147fa,014839,ANG MO KIO STREET 53,000823,ANG MO KIO STREET 53,004865,ANG MO KIO AVENUE 8,004644,ANG MO KIO AVENUE 8
5d875954-4eac-433d-9b6c-18fdbb0bf119,023151,YISHUN RING ROAD,023071,YISHUN AVENUE 5,024876,YISHUN AVENUE 5,023070,YISHUN RING ROAD
1ee93e90-a109-4189-a67e-12ca09469b4b,048258,TECK WHYE AVENUE,048295,TECK WHYE AVENUE,024874,TECK WHYE AVENUE,048228,TECK WHYE AVENUE
efa0dfcd-aa78-489f-9c4e-50b901294d6a,026519,HOUGANG AVENUE 9,024069,HOUGANG AVENUE 9,024066,HOUGANG AVENUE 9,024061,HOUGANG STREET 92
ede1b2be-e396-4274-9935-eeb8861ebbd5,034854,UN-NAMED ROAD,008226,CLEMENTI AVENUE 5,034855,UN-NAMED ROAD,051970,CLEMENTI AVENUE 4
0bbf82aa-30bf-4480-884c-a8a70d29cbe9,000403,DOVER ROAD,010620,DOVER RISE,101053,DOVER RISE,010621,DOVER RISE
498d1ae3-8089-43f3-ae97-2e17db2e6efb,054867,BEDOK RESERVOIR ROAD,054437,BEDOK RESERVOIR ROAD,033155,BEDOK RESERVOIR ROAD,010823,BEDOK RESERVOIR ROAD
35cc6529-9aa2-4567-a8c3-0b44b1f2c1f6,011167,BEDOK NORTH ROAD,006292,BEDOK NORTH STREET 4,006319,BEDOK NORTH STREET 4,006318,BEDOK NORTH STREET 4
ef6cf6b0-a825-477b-85b7-2184ac597aa6,001883,BEDOK NORTH STREET 2,007216,BEDOK NORTH ROAD,006357,BEDOK NORTH ROAD,006359,BEDOK NORTH ROAD
3fa1251a-0a75-412c-8939-f15ba3d2204e,056475,SENGKANG WEST AVENUE,057264,SENGKANG WEST AVENUE,047052,FERNVALE ROAD,042202,FERNVALE ROAD
cbcd0b48-6602-4233-af96-0058b5cd8b06,011421,WOODLANDS AVENUE 1,048651,WOODLANDS STREET 31,048650,WOODLANDS STREET 31,051150,WOODLANDS AVENUE 1
56d2e417-c6b0-4897-9eae-9145f87f120c,054553,EAST COAST PARKWAY,023278,OPHIR ROAD,023893,OPHIR ROAD,013771,EAST COAST PARKWAY
0fc37db9-fa00-40dc-8e47-d99f617dd04c,045399,PASIR RIS ROAD,025299,PASIR RIS ROAD,026440,PASIR RIS ROAD,025364,PASIR RIS ROAD
37c271ce-b76f-48aa-8dc5-9aabfd00e657,014406,JALAN MEMPURONG,014456,JALAN MEMPURONG,014420,JALAN SELIMANG,014437,JALAN MEMPURONG
b9660bc8-3186-41df-bcfe-22669cea3fef,023436,JURONG WEST STREET 75,022921,JURONG WEST STREET 74,023438,JURONG WEST STREET 74,023282,JURONG WEST STREET 75
2b779825-53f0-4f3d-aeb6-6cda97bbc17e,018541,GEYLANG ROAD,017317,GEYLANG ROAD,017316,GEYLANG ROAD,037689,ONAN ROAD
d3ca88c0-2547-4197-a1a8-aac100de4ccd,012267,UPPER BOON KENG ROAD,012285,UPPER BOON KENG ROAD,012467,UPPER BOON KENG ROAD,006674,UPPER BOON KENG ROAD
02e4722d-186c-4d55-801a-daa6ca11634a,054035,BUKIT MERAH VIEW,054036,BUKIT MERAH VIEW,054033,BUKIT MERAH VIEW,054034,BUKIT MERAH VIEW
d775298b-b385-483e-a63a-62c830c9019f,009379,HILLVIEW AVENUE,054248,HILLVIEW RISE,038988,HILLVIEW AVENUE,059153,HILLVIEW RISE
850d108d-820f-4e67-bf4d-df5fb73f90cf,023579,BUKIT BATOK STREET 31,023576,BUKIT BATOK STREET 31,023575,BUKIT BATOK STREET 31,046598,BUKIT BATOK STREET 32
dd278f2c-c188-4595-a36a-27e134954041,052732,HAI SING ROAD,052776,HAI SING ROAD,052775,HAI SING CRESCENT,052774,HAI SING ROAD
ab37a217-1370-45a2-b231-631667463328,030648,SERANGOON NORTH AVENUE 4,030649,SERANGOON NORTH AVENUE 4,016123,SERANGOON NORTH AVENUE 5,030650,SERANGOON NORTH AVENUE 4
01b53394-05c8-4ace-a691-6eee8e6676c5,027815,UPPER PICKERING STREET,042796,NORTH CANAL ROAD,042797,NORTH CANAL ROAD,033607,NEW BRIDGE ROAD
94d6ab16-7465-40c2-8191-2d0d44dabacf,029403,FRENCH ROAD,045346,JELLICOE ROAD,036181,HORNE ROAD,045359,JELLICOE ROAD
f66e5a2c-123e-4fa7-babb-a82675c9255a,006331,JOO CHIAT ROAD,021961,JOO CHIAT ROAD,005404,FOWLIE ROAD,021947,JOO CHIAT ROAD
c64607c5-fc57-49b2-bcc7-5db147902122,008011,JURONG WEST AVENUE 1,008028,JURONG WEST AVENUE 1,013104,JURONG WEST STREET 42,013085,JURONG WEST STREET 42
e6e8db9c-4add-4957-b8f2-c004f66516f2,049606,JURONG WEST STREET 52,049637,JURONG WEST STREET 52,003310,JURONG WEST STREET 51,003311,JURONG WEST STREET 51
19833fd4-d275-4eb8-b5ec-39961e7377ca,028720,BEDOK NORTH STREET 3,028810,BEDOK NORTH STREET 3,026397,BEDOK NORTH STREET 3,030541,BEDOK NORTH AVENUE 1
9747291a-9ea2-44bb-a2ff-238571e4c662,035533,BOON KENG ROAD,035534,BOON KENG ROAD,037978,KEMPAS ROAD,035462,BOON KENG ROAD
e3c32713-d2e7-431c-b8db-4d901c80c17d,036596,BEDOK NORTH STREET 1,036597,BEDOK NORTH STREET 1,036578,BEDOK NORTH AVENUE 2,036579,BEDOK NORTH STREET 1
57b8809e-41ee-441c-9f84-e9c34aee6829,037609,BEACH ROAD,041710,MINTO ROAD,027717,BEACH ROAD,024319,BEACH ROAD
fdc5cc79-145f-4c95-af43-499c7e229641,046104,LENGKONG TIGA,027156,LENGKONG TIGA,027157,LENGKONG TIGA,046103,LENGKONG TIGA
0ec66d34-e41b-44f2-a5a6-2133a4862dc6,048805,JALAN UBI,020733,SIMS AVENUE,048772,EUNOS ROAD 2,018632,SIMS AVENUE
f30e30a2-a8cd-4b38-ae76-d6c91ae149aa,012112,MOUNTBATTEN ROAD,012113,MOUNTBATTEN ROAD,012114,MOUNTBATTEN ROAD,027589,FORT ROAD
c622f0b5-ac2c-4bbc-b062-620c0a91585a,024477,CHOA CHU KANG LOOP,023234,CHOA CHU KANG AVENUE 4,024479,CHOA CHU KANG LOOP,024474,CHOA CHU KANG CENTRAL
36a1df80-6dfc-4815-8348-0ecc8978d762,049488,MAYFLOWER AVENUE,004617,MAYFLOWER AVENUE,047629,MAYFLOWER RISE,047518,MAYFLOWER RISE
5bb5bfe3-3138-4ddc-970b-f44f06344e83,021475,HAVELOCK ROAD,035131,GANGES AVENUE,048074,INDUS ROAD,048056,INDUS ROAD
f3c0f58a-5111-4158-a4d8-c78adc277af1,057970,GEYLANG BAHRU,022025,GEYLANG BAHRU LANE,027450,GEYLANG BAHRU LANE,012364,GEYLANG BAHRU
fc4c4e38-ee67-45cc-b0ed-8e612ad12fde,040286,BANDA STREET,039982,DICKENSON HILL ROAD,028152,BANDA STREET,028297,BANDA STREET
e3550be5-c8e6-4590-94b6-6af5b118f6f2,052404,LENGKOK BAHRU,034026,LENG KEE ROAD,020207,LENGKOK BAHRU,038638,LENG KEE ROAD
60b6acae-3f68-478a-96d9-29f15e2f9e83,026626,CHOA CHU KANG STREET 52,024959,CHOA CHU KANG STREET 52,016308,CHOA CHU KANG NORTH 6,037897,CHOA CHU KANG DRIVE
b05377c1-db51-40f1-8e97-5b8e470fadca,042518,CIRCUIT ROAD,041754,CIRCUIT ROAD,041773,CIRCUIT ROAD,041774,PIPIT ROAD
4d0bf4d6-3602-411b-b2f0-c89e4e27b299,005659,MARINE PARADE ROAD,005098,MARINE PARADE ROAD,005081,STILL ROAD SOUTH,005869,STILL ROAD SOUTH
d2c3f644-8b10-4b90-8445-8d3e6b7d91fb,002370,ADMIRALTY ROAD,002399,ADMIRALTY ROAD,002402,ADMIRALTY ROAD,039921,MARSILING ROAD
ee0d315c-a214-4610-9611-35a3d3b232f1,035646,MARYMOUNT ROAD,033823,MARYMOUNT ROAD,028104,SIN MING AVENUE,029731,SIN MING AVENUE
82d64d4a-512e-49f0-963c-7116bc85d333,029448,TANJONG RHU ROAD,012279,KAMPONG ARANG ROAD,012113,MOUNTBATTEN ROAD,012114,MOUNTBATTEN ROAD
499d32c1-97e3-476a-ae1a-40145d572212,089660,JALAN DUA,006518,CASSIA LINK,007500,CASSIA LINK,090305,JALAN DUA
7708f890-96dc-44d2-bbdf-6ca8e7659305,047237,JURONG WEST STREET 91,046752,JURONG WEST STREET 91,040328,PIONEER ROAD NORTH,002773,JURONG WEST STREET 91
effba45d-021c-4876-8978-c383a7b1a96a,008540,YISHUN AVENUE 2,052438,YISHUN AVENUE 2,057102,YISHUN CENTRAL 1,023137,YISHUN CENTRAL SERVICE ROAD
b2fd8178-1672-4325-a246-34b50e89d6e6,000207,YISHUN AVENUE 9,050145,YISHUN CENTRAL,000198,YISHUN AVENUE 9,050146,YISHUN CENTRAL
ef61fc94-9052-43c0-83f2-95a23a83dc77,055604,YISHUN STREET 81,033556,YISHUN STREET 81,020377,YISHUN AVENUE 2,055617,YISHUN RING ROAD
729e4ff0-f45f-4795-bf7c-1bb73cc4255d,013865,SENTUL CRESCENT,032855,SENTUL CRESCENT,013863,SENTUL CRESCENT,013862,SENTUL CRESCENT
c864308f-6944-4670-b843-2c0e4333bb5b,044220,PASIR RIS DRIVE 4,045644,PASIR RIS DRIVE 1,045643,PASIR RIS DRIVE 1,034206,PASIR RIS DRIVE 4
ef3c7b6e-6ead-40a0-b167-cd56d61cd947,023982,PASIR RIS DRIVE 3,024922,PASIR RIS DRIVE 3,031695,ELIAS ROAD,031696,ELIAS ROAD
756795e3-b23f-4f9a-a08f-e19592616153,035225,HOUGANG STREET 21,044108,SURIN AVENUE,044109,SURIN AVENUE,015391,JALAN SAMARINDA
a43fca3a-0344-44e9-b4c5-325991a9793c,010266,GLOUCESTER ROAD,009160,GLOUCESTER ROAD,057272,FARRER PARK ROAD,057275,FARRER PARK ROAD
85794206-82ed-4846-9546-4ef13df51510,057960,POTONG PASIR AVENUE 2,003058,POTONG PASIR AVENUE 2,001860,POTONG PASIR AVENUE 1,003059,POTONG PASIR AVENUE 1
b2fb62a9-40b5-4db5-bdba-d865243854e0,032563,PUNGGOL FIELD,011568,PUNGGOL FIELD,053773,PUNGGOL FIELD,053829,PUNGGOL FIELD WALK
c5ec2aa5-42bb-4c8d-a2d3-627807462d46,040714,HOUGANG AVENUE 6,040687,HOUGANG AVENUE 6,040797,HOUGANG AVENUE 10,040777,HOUGANG AVENUE 10
e22220a1-4dc9-444f-83f5-9312816e7425,049740,HOUGANG AVENUE 10,050200,HOUGANG AVENUE 10,049741,HOUGANG AVENUE 10,017134,HOUGANG AVENUE 10
345bd1da-5e29-42ef-8a6a-2f44c220edac,036443,PUNGGOL ROAD,036377,PUNGGOL ROAD,076321,PUNGGOL ROAD,033491,PUNGGOL ROAD
211053fd-0ef4-46dc-b4e1-ccd690af9f1d,061865,SUMANG WALK,061866,SUMANG WALK,061950,SUMANG WALK,061861,PUNGGOL FIELD
f86c099a-b5ec-40c4-b9ea-386002d94656,013500,COMMONWEALTH AVENUE,013476,COMMONWEALTH AVENUE,010766,QUEENSWAY,013477,COMMONWEALTH AVENUE
d7ee1782-4034-4dda-b1bc-e8d062cea7a9,052926,TELOK BLANGAH CRESCENT,052927,TELOK BLANGAH WAY,052928,TELOK BLANGAH CRESCENT,052929,TELOK BLANGAH WAY
286753d7-b0ce-49e2-ab78-a6f90414cf34,022050,RIVERVALE DRIVE,018210,RIVERVALE LANE,024987,RIVERVALE LANE,008039,RIVERVALE LANE
52ba0e78-3928-4f71-b9ee-1090a5dc0d90,069795,SEMBAWANG ROAD,069793,SEMBAWANG ROAD,001729,SEMBAWANG ROAD,002001,SEMBAWANG ROAD
371b8dd9-bf72-42be-81bb-11b14cf8f0cf,024871,SENGKANG EAST WAY,024903,SENGKANG EAST WAY,023396,SENGKANG EAST WAY,023414,SENGKANG EAST WAY
86f02888-c888-428e-99a2-f5685a99ef15,046181,BUKIT PANJANG ROAD,048518,BUKIT PANJANG ROAD,033340,BUKIT PANJANG ROAD,033302,BUKIT PANJANG ROAD
5896d215-82a1-4717-9649-82ba30bdcbf9,005335,BEDOK SOUTH AVENUE 3,012194,BEDOK SOUTH ROAD,012750,BEDOK SOUTH ROAD,012291,BEDOK SOUTH ROAD
71bb330c-75f2-4044-bcef-db8f4851e020,006274,UPPER EAST COAST ROAD,007238,UPPER EAST COAST ROAD,007479,BEDOK SOUTH AVENUE 3,006444,BEDOK SOUTH AVENUE 3
889cc50d-949f-4506-b9f1-b9c71db68f0a,026478,PALM ROAD,014345,PALM AVENUE,017660,UPPER EAST COAST ROAD,021114,UPPER EAST COAST ROAD
c7428051-ca0d-47cf-a7da-60bc43092948,048577,YUNG AN ROAD,013659,YUNG AN ROAD,010716,YUNG SHENG ROAD,002690,YUNG AN ROAD
0dc75329-74fd-43bf-a6ed-07e12bde919b,049797,TAMPINES STREET 82,049816,TAMPINES STREET 82,034239,TAMPINES AVENUE 4,034236,TAMPINES AVENUE 4
544b3dea-da13-4647-a924-36b7203879f3,031038,TAMPINES STREET 11,005689,TAMPINES AVENUE 5,001893,TAMPINES AVENUE 5,046872,TAMPINES AVENUE 5
1f25120e-b510-46ba-a9fc-3f0a1eedb485,052808,TAMPINES STREET 23,003007,TAMPINES AVENUE 2,003005,TAMPINES AVENUE 2,052772,TAMPINES AVENUE 2
164249ae-28b7-47c3-adf4-8b5d3c42b138,027615,TAMPINES STREET 41,026341,TAMPINES STREET 41,047086,TAMPINES AVENUE 7,026342,TAMPINES STREET 41
9c1c4b83-9ed2-4e9c-a351-6fb1aeee9181,049781,TAMPINES AVENUE 3,050197,TAMPINES AVENUE 3,051077,TAMPINES STREET 82,051078,TAMPINES AVENUE 3
09af410a-fcb3-4e17-bf6c-88f9026bf72f,032785,WHITLEY ROAD,041813,WHITLEY ROAD,003488,MERRYN ROAD,022577,WHITLEY ROAD
2a2359ef-9c85-45d3-a50b-bd3ec2446b84,044845,YAN KIT ROAD,048292,YAN KIT ROAD,001648,CANTONMENT ROAD,007534,TANJONG PAGAR PLAZA
d64b2e18-b0ac-451f-a627-fedf8ce8947b,014454,ANG MO KIO AVENUE 8,014422,ANG MO KIO AVENUE 8,014627,ANG MO KIO AVENUE 8,031351,ANG MO KIO AVENUE 10
0fa6f0d3-451b-4ea1-80d7-d10f80e5b409,057181,TELOK BLANGAH STREET 31,057180,TELOK BLANGAH STREET 31,057182,TELOK BLANGAH STREET 31,057172,TELOK BLANGAH STREET 31
70f7565e-ff38-4cde-8db2-10aea660d97e,047236,JURONG ROAD - TRACK 20,025190,BUKIT BATOK ROAD,035000,JURONG ROAD - TRACK 22,023601,BUKIT BATOK ROAD
d32fc0eb-ef20-44c2-898c-7fe293cde6fa,034016,JURONG WEST STREET 64,033985,JURONG WEST STREET 64,033944,JURONG WEST STREET 64,033981,JURONG WEST STREET 64
ebb96184-6aee-48bf-9d90-f0d1b5f37513,027837,YIO CHU KANG ROAD,029611,YIO CHU KANG ROAD,068095,ANG MO KIO AVENUE 3,018476,ANG MO KIO AVENUE 3
2cad464a-d5fa-443d-9712-2ef27364464e,000341,BISHAN STREET 22,000193,BISHAN STREET 25,000342,BISHAN STREET 25,050064,BISHAN STREET 22
2ea1d960-38b4-4901-aade-9d335b5f71c9,026854,SERVICE ROAD,003398,UPPER THOMSON ROAD,019374,UPPER THOMSON ROAD,019373,UPPER THOMSON ROAD
8fd417e7-8575-4ce1-aeda-03f0a8526fbb,031740,EU CHIN STREET,031928,EU CHIN STREET,046286,SENG POH ROAD,046273,SENG POH ROAD
70174313-570f-4918-a996-39e55631b997,041314,TOA PAYOH CENTRAL,026731,LORONG 4 TOA PAYOH,040057,TOA PAYOH CENTRAL,026705,LORONG 4 TOA PAYOH
a656dd79-4966-4814-b006-7fccb3034027,021986,LORONG 6 TOA PAYOH,024296,LORONG 6 TOA PAYOH,024259,LORONG 6 TOA PAYOH,024312,LORONG 5 TOA PAYOH
519a2a4f-0b82-449a-b1ed-200926e607e2,049399,LORONG 8 TOA PAYOH,040979,TOA PAYOH INDUSTRIAL PARK,049410,LORONG 8 TOA PAYOH,022042,TOA PAYOH INDUSTRIAL PARK
0c529de8-b69f-43a7-8fed-3bc6c31e1817,042024,LORONG 2 TOA PAYOH,041334,LORONG 1 TOA PAYOH,041335,LORONG 1 TOA PAYOH,041364,LORONG 1 TOA PAYOH
79279032-2d89-4bf1-86e3-b7635abb48d0,012692,GHIM MOH ROAD,028603,EAST SUSSEX LANE,051386,EAST SUSSEX LANE,002507,NORTH BUONA VISTA ROAD
55127c10-cf3c-439f-a219-b67cfdf6d21e,052793,CLEMENTI WEST STREET 2,005846,WEST COAST ROAD,040365,WEST COAST ROAD,052499,CLEMENTI WEST STREET 2
f13bb3e0-806f-4af8-b1f6-4d30d1446475,042975,WHAMPOA DRIVE,015625,WHAMPOA DRIVE,015593,WHAMPOA ROAD,015991,WHAMPOA ROAD
4ea3902d-feff-4a51-a72c-01980f5a15cb,028298,WOODLANDS AVENUE 1,028299,WOODLANDS AVENUE 1,011420,WOODLANDS AVENUE 1,023099,ROSEWOOD DRIVE
f4c75c30-284a-49dd-9603-892bf6042c39,046680,WOODLANDS STREET 81,054192,WOODLANDS AVENUE 2,054259,WOODLANDS STREET 81,019975,WOODLANDS AVENUE 2
09fcc2d4-fbc0-4980-97d2-68d831a7f09c,021030,WOODLANDS AVENUE 6,022209,WOODLANDS DRIVE 63,021029,WOODLANDS AVENUE 6,022204,WOODLANDS AVENUE 6
75a4db1a-f4ec-43b0-b767-df9d64bdafff,026626,CHOA CHU KANG STREET 52,024959,CHOA CHU KANG STREET 52,016308,CHOA CHU KANG NORTH 6,037897,CHOA CHU KANG DRIVE
ea9bcf9a-fc59-4df7-8b68-9bf3df82f106,005488,ANG MO KIO STREET 61,005451,ANG MO KIO AVENUE 4,005010,ANG MO KIO STREET 61,005005,ANG MO KIO AVENUE 9
d93bd489-91d2-475d-88a9-0abf9d986c08,035381,YISHUN RING ROAD,035416,YISHUN RING ROAD,035435,YISHUN RING ROAD,035417,YISHUN RING ROAD
c3de95c0-553e-4313-9389-8fd248e7ed42,055519,BOON LAY WAY,055422,JURONG EAST STREET 21,055539,BOON LAY WAY,055668,BOON LAY WAY
a27985df-5c7b-4e82-bec4-35c5a435fdc8,016112,BUKIT PANJANG RING ROAD,050943,BUKIT PANJANG RING ROAD,035410,SEGAR ROAD,003335,BUKIT PANJANG RING ROAD
c001bf27-c73a-4425-b6d1-43c1dc773cb2,054430,BEDOK RESERVOIR ROAD,009893,BEDOK RESERVOIR ROAD,054432,BEDOK RESERVOIR ROAD,009894,BEDOK RESERVOIR ROAD
6d0972e9-f2ef-4f95-b644-708929b48a6b,005025,EAST COAST PARK SERVICE ROAD,054944,EAST COAST PARKWAY,017076,EAST COAST PARKWAY,017060,EAST COAST PARKWAY
0f70fb6c-75b4-4158-8c2e-1bf5042c9aaa,041743,CHINESE GARDEN ROAD,040927,CHINESE GARDEN ROAD,003354,CHINESE GARDEN ROAD,012865,CHINESE GARDEN ROAD
98ddb206-b8a0-4cfc-a3cf-91a96be4b4de,045425,SWETTENHAM ROAD,063211,SWETTENHAM CLOSE,046433,JALAN PENJARA,016217,MARGARET DRIVE
5c6b6f84-c4fa-46eb-b5c4-62f7e9286b0f,031052,ORANGE GROVE ROAD,027033,WALSHE ROAD,025211,STEVENS ROAD,025208,ORANGE GROVE ROAD
77acb1f4-bf91-40e8-8e22-15ed7bf22cce,039031,JALAN PEMIMPIN,022631,JALAN PEMIMPIN,023379,JALAN PEMIMPIN,028451,JALAN PEMIMPIN
b99187ab-6aff-45a4-a4be-1ef4df290e08,035517,WOODLANDS CLOSE,026637,WOODLANDS CLOSE,058273,WOODLANDS CLOSE,022603,WOODLANDS CLOSE
bfc1a825-6537-4738-ad7b-9344fa872309,036576,THOMSON ROAD,038558,THOMSON ROAD,045041,THOMSON ROAD,023913,THOMSON ROAD
78d79063-5dee-4f29-9d2e-39290857d8d8,028391,MOUNTBATTEN ROAD,041818,MOUNTBATTEN ROAD,042039,MOUNTBATTEN ROAD,027430,GUILLEMARD CRESCENT
73383dfe-486c-42c1-9c2d-aa16d9400c47,028391,MOUNTBATTEN ROAD,041818,MOUNTBATTEN ROAD,042039,MOUNTBATTEN ROAD,027430,GUILLEMARD CRESCENT
0b70eb8b-dacb-48d7-979e-e59e0fca3079,027462,DUNEARN ROAD,045563,TURF CLUB ROAD,038132,SWISS CLUB ROAD,015080,BUKIT TIMAH ROAD
26d860fe-0994-4efe-a6c5-a95f358ff1dd,017831,BUKIT BATOK WEST AVENUE 6,043256,BUKIT BATOK WEST AVENUE 6,033947,BUKIT BATOK WEST AVENUE 6,017808,BUKIT BATOK WEST AVENUE 6
393686df-9a85-41ed-906e-d14bf7d32c18,037897,CHOA CHU KANG DRIVE,033124,CHOA CHU KANG DRIVE,046176,CHOA CHU KANG DRIVE,036791,CHOA CHU KANG DRIVE
ca881ade-a5bf-427e-a11b-ea84e073c3ad,008537,CHOA CHU KANG ROAD,009657,CHOA CHU KANG ROAD,009669,CHOA CHU KANG ROAD,008495,PHOENIX ROAD
08e1e524-509d-4274-93d4-fc740e078952,006438,EDGEFIELD PLAINS,021692,EDGEFIELD PLAINS,053860,EDGEFIELD WALK,006124,EDGEFIELD PLAINS
fec442d9-ab01-4cde-8fff-b0ee8ba4f9fe,006327,AMOY STREET,004364,BOON TAT STREET,028593,AMOY STREET,040275,AMOY STREET
32f790a0-0563-40c1-8710-cf1d3f3239e6,034627,BUKIT PANJANG RING ROAD,018733,BUKIT PANJANG RING ROAD,046387,FAJAR ROAD,046292,FAJAR ROAD
c481a997-b958-4262-8749-35065d3440e1,047520,MAYFLOWER PLACE,047508,MAYFLOWER DRIVE,047551,MAYFLOWER CRESCENT,050195,ANG MO KIO AVENUE 4
9189f42c-4a5d-43df-8967-440be271f63d,019595,INTERNATIONAL BUSINESS PARK,055522,JURONG EAST STREET 11,055527,JURONG EAST STREET 11,103309,INTERNATIONAL BUSINESS PARK
a31c93c0-8fe6-45c6-83d5-5510f1cf0287,010147,JALAN JURONG KECHIL,001889,LORONG KILAT,045267,JALAN JURONG KECHIL,046645,TOH TUCK ROAD
78d75fe0-eeb9-4f2b-aaca-3d4948a2a160,010193,WOODLANDS CIRCLE,009286,WOODLANDS CIRCLE,011684,WOODLANDS DRIVE 70,011685,WOODLANDS DRIVE 70
5ea8241e-f786-4d87-9a3c-c4e6194a32c9,018863,CHOA CHU KANG CRESCENT,020078,CHOA CHU KANG CRESCENT,022720,CHOA CHU KANG CRESCENT,045963,CHOA CHU KANG CRESCENT
0be7b8e2-2d4e-49c8-a8ef-a4f52cd99edf,009328,CHOA CHU KANG NORTH 6,009312,CHOA CHU KANG STREET 64,009311,CHOA CHU KANG NORTH 6,009313,CHOA CHU KANG STREET 64
8e7ab08f-0c39-4c77-a351-a20603b99653,035707,WOODLANDS AVENUE 1,038541,WOODLANDS AVENUE 1,016369,WOODLANDS AVENUE 1,017702,WOODLANDS AVENUE 4
f371f16d-1c6f-4c22-9d80-bf5111eb4cc6,040963,MCCALLUM STREET,038893,CECIL STREET,004362,MCCALLUM STREET,038847,CECIL STREET
15f2d538-28b3-48e0-afb4-6608ec3edb28,044629,PONGGOL SEVENTEENTH AVENUE,061835,SUMANG WALK,061962,SUMANG WALK,061963,SUMANG WALK
00d51182-50db-4bae-a979-0f1c9c959207,005784,COMMONWEALTH AVENUE,037833,COMMONWEALTH AVENUE,002500,HOLLAND AVENUE,002506,HOLLAND AVENUE
d97478fc-4046-43f8-bb59-b88ae7dcd85b,018971,PIONEER ROAD NORTH,019040,PIONEER ROAD NORTH,019036,PIONEER ROAD NORTH,019801,PIONEER ROAD NORTH
