id,amenity_type,amenity_name,postalcode,lat,lon,amenity_category_id,pa_id,sz_id,rn_id
28251,nparks_building,nparks_building,000000,1.43711678669865,103.835940890116,1,55,320,26434
28252,nparks_building,nparks_building,000000,1.46129045374519,103.836632445969,1,19,295,25421
28253,nparks_building,nparks_building,000000,1.32682225757651,103.807661524336,1,6,191,19414
28254,nparks_building,nparks_building,000000,1.36222226850436,103.847458223604,1,51,331,28329
28255,nparks_building,nparks_building,000000,1.36253796081196,103.846915094328,1,51,331,28329
28256,nparks_building,nparks_building,000000,1.36249703859202,103.847184479277,1,51,331,28329
28257,nparks_building,nparks_building,000000,1.36089979769521,103.846481452888,1,51,331,22235
28258,nparks_building,nparks_building,000000,1.30710031054695,103.935113315454,1,1,59,45607
28259,nparks_building,nparks_building,000000,1.30691183752017,103.935270742117,1,1,59,45607
28260,nparks_building,nparks_building,000000,1.31437412677123,103.961406700265,1,1,136,42812
28261,nparks_building,nparks_building,000000,1.3123707628654,103.956747804309,1,1,136,42812
28262,nparks_building,nparks_building,000000,1.3023675876307,103.915638496446,1,39,50,45331
28263,nparks_building,nparks_building,000000,1.30151832398158,103.915001882386,1,39,50,44750
28264,nparks_building,nparks_building,000000,1.30202104358441,103.916213325641,1,39,50,45331
28265,nparks_building,nparks_building,000000,1.30234335362721,103.918072295227,1,39,50,45331
28266,nparks_building,nparks_building,000000,1.30610219559427,103.934911050374,1,1,59,45607
28267,nparks_building,nparks_building,000000,1.3784762530225,103.948675441922,1,14,255,39338
28268,nparks_building,nparks_building,000000,1.29934907804613,103.843926137553,1,43,92,3439
28269,nparks_building,nparks_building,000000,1.2993134153735,103.843914614466,1,43,92,5103
28270,nparks_building,nparks_building,000000,1.27895732475155,103.801342439905,1,17,65,3623
28271,nparks_building,nparks_building,000000,1.33814891471864,103.728341444286,1,12,209,15686
28272,nparks_building,nparks_building,000000,1.33805158277439,103.730166090066,1,12,209,21803
28273,nparks_building,nparks_building,000000,1.33985328373168,103.7282619788,1,12,209,36010
28274,nparks_building,nparks_building,000000,1.33968785241992,103.728266412143,1,12,209,36010
28275,nparks_building,nparks_building,000000,1.41589975818732,103.915681815878,1,16,267,43295
28276,nparks_building,nparks_building,000000,1.33030739465034,103.849278103393,1,29,96,13875
28277,nparks_building,nparks_building,000000,1.34983317959047,103.834734515584,1,51,328,31998
28278,nparks_building,nparks_building,000000,1.36223114546508,103.847657507958,1,51,331,28329
28279,nparks_building,nparks_building,000000,1.36398341741121,103.841995844244,1,51,328,37094
28280,nparks_building,nparks_building,000000,1.35981053962761,103.850244392366,1,51,331,14270
28281,nparks_building,nparks_building,000000,1.37123814521071,104.005599113435,1,8,298,42967
28282,nparks_building,nparks_building,000000,1.37129229632569,104.005813534219,1,8,298,42967
28283,nparks_building,nparks_building,000000,1.37182442747169,104.0060847841,1,8,298,37942
28284,nparks_building,nparks_building,000000,1.37187413231341,104.006055699253,1,8,298,42964
28285,nparks_building,nparks_building,000000,1.2759147882297,103.7935447648,1,17,44,3619
28286,nparks_building,nparks_building,000000,1.2759147882297,103.7935447648,1,17,44,3619
28287,nparks_building,nparks_building,000000,1.29214418469337,103.845842017099,1,43,17,3763
28288,nparks_building,nparks_building,000000,1.29237042942161,103.847906441602,1,43,17,367
28289,nparks_building,nparks_building,000000,1.33534480720053,103.92497232595,1,1,215,38754
28290,nparks_building,nparks_building,000000,1.3311973734164,103.847205433014,1,29,96,26197
28291,nparks_building,nparks_building,000000,1.3391529647244,103.708729334805,1,13,105,25822
28292,nparks_building,nparks_building,000000,1.36501563529242,103.835794302387,1,51,328,33944
28293,nparks_building,nparks_building,000000,1.36441320790821,103.838389900011,1,51,328,37094
28294,nparks_building,nparks_building,000000,1.36262210430344,103.846163031407,1,51,331,28329
28295,nparks_building,nparks_building,000000,1.3716376590923,104.005996556593,1,8,298,42967
28296,nparks_building,nparks_building,000000,1.3915596995682,103.990423130342,1,8,298,40648
28297,nparks_building,nparks_building,000000,1.3072870498109,103.93489146114,1,1,59,45607
28298,nparks_building,nparks_building,000000,1.31042698558961,103.946110358134,1,1,136,43686
28299,nparks_building,nparks_building,000000,1.29501697705746,103.869785657383,1,22,71,27
28300,nparks_building,nparks_building,000000,1.38430158049244,103.946089673598,1,14,255,39326
28301,nparks_building,nparks_building,000000,1.38298465005824,103.948182519402,1,14,255,39937
28302,nparks_building,nparks_building,000000,1.38632114511918,103.943059205014,1,14,255,39367
28303,nparks_building,nparks_building,000000,1.38430251200106,103.946183815446,1,14,255,39326
28304,nparks_building,nparks_building,000000,1.37781722603533,103.949231675403,1,14,255,39338
28305,nparks_building,nparks_building,000000,1.38071857366896,103.960140943054,1,14,255,39951
28306,nparks_building,nparks_building,000000,1.37891275890601,103.871145826461,1,21,249,28474
28307,nparks_building,nparks_building,000000,1.37921422012455,103.869196521182,1,21,249,13590
28308,nparks_building,nparks_building,000000,1.37933004589078,103.870469703048,1,21,249,26976
28309,nparks_building,nparks_building,000000,1.37940534879704,103.873130354996,1,21,249,26659
28310,nparks_building,nparks_building,000000,1.37920893713681,103.868146981634,1,21,249,13590
28311,nparks_building,nparks_building,000000,1.379353364882,103.872653819828,1,21,249,34061
28312,nparks_building,nparks_building,000000,1.4628189892579,103.837628076886,1,19,295,25421
28313,nparks_building,nparks_building,000000,1.2960943351812,103.846241022162,1,43,17,1040
28314,nparks_building,nparks_building,000000,1.29409916060825,103.844377223809,1,43,17,5103
28315,nparks_building,nparks_building,000000,1.39830665584299,103.884382384487,1,20,239,37262
28316,nparks_building,nparks_building,000000,1.29854875703828,103.846022181513,1,43,92,3139
28317,nparks_building,nparks_building,000000,1.34158379605575,103.832772112557,1,7,294,13966
28318,nparks_building,nparks_building,000000,1.28696207583584,103.851595925508,1,40,88,1030
28319,nparks_building,nparks_building,000000,1.28708708044507,103.851639962965,1,40,88,1030
28320,nparks_building,nparks_building,000000,1.28793507926379,103.851086761751,1,40,88,12690
28321,nparks_building,nparks_building,000000,1.28808919913199,103.851745220687,1,40,88,8138
28322,nparks_building,nparks_building,000000,1.28708281780752,103.85143913286,1,40,88,1030
28323,nparks_building,nparks_building,000000,1.33495038768948,103.7289876446,1,12,209,24525
28324,nparks_building,nparks_building,000000,1.33501547841454,103.728947630951,1,12,209,24525
28325,nparks_building,nparks_building,000000,1.33919183013112,103.730899421779,1,12,209,21803
28326,nparks_building,nparks_building,000000,1.34731231824422,103.925294217811,1,1,215,39453
28327,nparks_building,nparks_building,000000,1.31188550140782,103.814712487618,1,48,139,7964
28328,nparks_building,nparks_building,000000,1.31614625017715,103.817756983113,1,48,139,1178
28329,nparks_building,nparks_building,000000,1.32221273581024,103.817686510522,1,48,139,33999
28330,nparks_building,nparks_building,000000,1.30815332528397,103.817092968835,1,48,139,1180
28331,nparks_building,nparks_building,000000,1.32211647561926,103.815353202973,1,48,139,13660
28332,nparks_building,nparks_building,000000,1.29225347509386,103.845715655635,1,43,17,11022
28333,nparks_building,nparks_building,000000,1.35903989816225,103.943428976131,1,47,185,40510
28334,nparks_building,nparks_building,000000,1.35907191507325,103.943197399485,1,47,185,40510
28335,nparks_building,nparks_building,000000,1.35886426094063,103.943034740918,1,47,185,41713
28336,nparks_building,nparks_building,000000,1.35865782177097,103.943080779445,1,47,185,41713
28337,nparks_building,nparks_building,000000,1.27986540499116,103.796165499608,1,17,65,3643
28338,nparks_building,nparks_building,000000,1.27972570827381,103.795645684076,1,17,65,9316
28339,nparks_building,nparks_building,000000,1.28019305577615,103.795390843827,1,17,65,9316
28340,nparks_building,nparks_building,000000,1.28084743022645,103.796101491582,1,17,65,3634
28341,nparks_building,nparks_building,000000,1.301267032654,103.915231645621,1,39,50,45331
28342,nparks_building,nparks_building,000000,1.30130304915295,103.915142188585,1,39,50,44750
28343,nparks_building,nparks_building,000000,1.30150352228193,103.915250557729,1,39,50,45331
28344,nparks_building,nparks_building,000000,1.29813097651617,103.903608583602,1,39,50,6167
28345,nparks_building,nparks_building,000000,1.30267282090621,103.916170955375,1,39,50,45331
28346,nparks_building,nparks_building,000000,1.30725145392024,103.930093336055,1,1,59,44750
28347,nparks_building,nparks_building,000000,1.30802373001663,103.936141810905,1,1,136,45607
28348,nparks_building,nparks_building,000000,1.31603744025164,103.962362505439,1,1,136,42812
28349,nparks_building,nparks_building,000000,1.43826543446685,103.742782125233,1,28,269,24654
28350,nparks_building,nparks_building,000000,1.28648465454218,103.847139505839,1,36,19,636
28351,nparks_building,nparks_building,000000,1.28654304078726,103.847222900573,1,36,19,636
28352,nparks_building,nparks_building,000000,1.27631764328878,103.845320376446,1,40,37,10010
28353,nparks_building,nparks_building,000000,1.31517016418417,103.869887672407,1,22,130,2733
28354,nparks_building,nparks_building,000000,1.32557265888509,103.866713966382,1,22,124,18564
28355,nparks_building,nparks_building,000000,1.29189468876828,103.84734492374,1,43,17,3763
28356,nparks_building,nparks_building,000000,1.29456557384726,103.84750200102,1,43,17,367
28357,nparks_building,nparks_building,000000,1.30596864231826,103.867239401611,1,22,64,5870
28358,nparks_building,nparks_building,000000,1.32294325276998,103.826754087312,1,25,156,25754
28359,nparks_building,nparks_building,000000,1.28468423490929,103.851466374956,1,40,5,2026
28360,nparks_building,nparks_building,000000,1.28295016639008,103.851525768745,1,40,5,12087
28361,nparks_building,nparks_building,000000,1.28404937587142,103.851511994716,1,40,5,12087
28362,nparks_parks,ann siang hill pk,000000,1.28131417740636,103.845851932732,1,46,3,4809
28363,nparks_parks,kranji marshes,000000,1.42204535466568,103.728027096138,1,23,311,21891
28364,nparks_parks,pasir panjang park,000000,1.27569998833559,103.791968039104,1,17,91,9432
28365,nparks_parks,pasir panjang park,000000,1.28481115974656,103.775886137045,1,17,91,10763
28366,nparks_parks,pasir panjang park,000000,1.28249851254747,103.779693048943,1,17,91,1928
28367,nparks_parks,pasir panjang park,000000,1.28138539218942,103.7814602162,1,17,91,10591
28368,nparks_parks,pasir panjang park,000000,1.27361693511311,103.794446396951,1,17,91,11855
28369,nparks_parks,pasir panjang park,000000,1.27911064680912,103.78369226819,1,17,91,5035
28370,nparks_parks,bougainvillea pk,000000,1.32591295659783,103.808500001565,1,6,191,19513
28371,nparks_parks,toa payoh town pk,000000,1.33127516570254,103.847249165279,1,29,96,26197
28372,nparks_parks,sunrise place pg,000000,1.38671545267425,103.856721732114,1,52,251,19887
28373,nparks_parks,sunrise dr pg i,000000,1.38800333689733,103.857512173613,1,52,251,19899
28374,nparks_parks,chartwell dr pk,000000,1.35906621621712,103.864081888397,1,21,164,20207
28375,nparks_parks,garden view pg,000000,1.3602265581795,103.865853353565,1,21,164,20120
28376,nparks_parks,north bridge garden,000000,1.30432416844205,103.861710530972,1,22,278,8647
28377,nparks_parks,kim seng pk,000000,1.29236884329749,103.835838158436,1,34,14,9631
28378,nparks_parks,duxton plain pk,000000,1.27846481168893,103.841464459392,1,46,3,12125
28379,nparks_parks,duxton plain pk,000000,1.28141776995153,103.841849725154,1,46,3,5748
28380,nparks_parks,mei hwan dr pg,000000,1.35311001822314,103.863638549794,1,21,260,35759
28381,nparks_parks,aida pk,000000,1.31907143317467,103.927868917418,1,1,118,45692
28382,nparks_parks,sennett ave os,000000,1.31874412665592,103.93959405377,1,1,157,44343
28383,nparks_parks,jln limau kasturi os,000000,1.32416958435108,103.946242472774,1,1,157,39177
28384,nparks_parks,rifle range nature park,000000,1.3510239025641,103.784825188066,1,5,184,24354
28385,nparks_parks,lower peirce reservoir park,000000,1.37069985488877,103.827930571955,1,7,294,28484
28386,nparks_parks,colchester grove os,000000,1.35734688241912,103.8673630508,1,21,164,28295
28387,nparks_parks,telok blangah hill park,000000,1.28027419597891,103.802392774028,1,17,65,12940
28388,nparks_parks,telok blangah hill park,000000,1.28035914342288,103.804433868568,1,4,43,3653
28389,nparks_parks,telok blangah hill park,000000,1.28094798908116,103.807476501095,1,4,43,1715
28390,nparks_parks,coney island park,000000,1.41611276864618,103.917323488724,1,0,0,43295
28391,nparks_parks,jln naung pg,000000,1.36976273042499,103.892812916396,1,11,165,17711
28392,nparks_parks,jalan dermawan playground,000000,1.36084381331802,103.75870504474,1,3,188,17532
28393,nparks_parks,jln kebaya pg,000000,1.31380089022182,103.780243373579,1,6,132,5439
28394,nparks_parks,chestnut dr pg,000000,1.36783264898496,103.768811134126,1,5,167,17982
28395,nparks_parks,fudu walk pg,000000,1.38956384705655,103.837211153769,1,52,254,19795
28396,nparks_parks,bishan-ang mo kio park (pond gardens),000000,1.36706038254732,103.833684269586,1,51,328,14307
28397,nparks_parks,chestnut close park,000000,1.36900258203414,103.773931545595,1,5,167,18050
28398,nparks_parks,chestnut close park,000000,1.36908948991555,103.773546943987,1,5,167,18050
28399,nparks_parks,chestnut close park,000000,1.3694099689681,103.77338923257,1,5,167,20507
28400,nparks_parks,chestnut close park,000000,1.36888286433661,103.773540738193,1,5,167,18050
28401,nparks_parks,beting bronok,000000,1.43851347593124,104.046227385171,1,0,0,42458
28402,nparks_parks,dairy farm nature park,000000,1.36091177528985,103.780139438569,1,5,184,21846
28403,nparks_parks,dairy farm nature park,000000,1.36346882811503,103.769251136992,1,5,184,37309
28404,nparks_parks,punggol heritage trail phase 1,000000,1.41303584303292,103.909521358113,1,16,217,42704
28405,nparks_parks,punggol heritage trail phase 1,000000,1.41362507888934,103.9104513879,1,16,217,42699
28406,nparks_parks,poh huat rd pg,000000,1.36680955398606,103.881725073007,1,11,162,16792
28407,nparks_parks,richards ave pk,000000,1.3607901110877,103.882420793832,1,11,162,26756
28408,nparks_parks,labrador nature reserve,000000,1.2678244828014,103.802729508761,1,4,35,4306
28409,nparks_parks,lorong kemunchup playground,000000,1.36022206888258,103.760741426576,1,3,188,20555
28410,nparks_parks,zhenghua nature park,000000,1.37112580155734,103.777723905139,1,5,230,18015
28411,nparks_parks,zhenghua nature park,000000,1.38685960328683,103.772840771726,1,5,246,33134
28412,nparks_parks,zhenghua nature park,000000,1.38088301864312,103.775491164762,1,5,230,13155
28413,nparks_parks,zhenghua nature park,000000,1.3667176681657,103.778947723497,1,5,167,13705
28414,nparks_parks,pasir ris pk,000000,1.38633235897815,103.943991213681,1,14,255,39367
28415,nparks_parks,jln pari burong pg,000000,1.33387030776732,103.947536553592,1,1,95,39284
28416,nparks_parks,shangri-la playground,000000,1.37140577968086,103.832796176605,1,52,171,14289
28417,nparks_parks,empress place,000000,1.28815065298305,103.851304725879,1,40,88,12690
28418,nparks_parks,empress place,000000,1.28801274128515,103.851512855704,1,40,88,12690
28419,nparks_parks,empress place,000000,1.28839281908804,103.852079317439,1,40,88,8138
28420,nparks_parks,empress place,000000,1.28736529043329,103.852102949634,1,40,88,8136
28421,nparks_parks,west coast place playground,000000,1.31510073873779,103.757941008301,1,10,135,4721
28422,nparks_parks,almond crescent pg,000000,1.37321430295823,103.772297733444,1,5,167,17958
28423,nparks_parks,teacher`s estate pg,000000,1.38198050517068,103.829659711102,1,52,254,17373
28424,nparks_parks,chu yen playground,000000,1.35844502442036,103.759239174444,1,3,188,17566
28425,nparks_parks,bukit batok town park,000000,1.35767573878484,103.757056218482,1,3,188,17559
28426,nparks_parks,goldhill ave pg,000000,1.32152011444897,103.833100136448,1,25,156,2815
28427,nparks_parks,orchard fountain corner,000000,1.30170691226603,103.837650142358,1,45,79,11653
28428,nparks_parks,leban park,000000,1.37267594712882,103.829441395857,1,52,171,16763
28429,nparks_parks,hoover park (lor pisang hijau playground),000000,1.34415060959382,103.772758237327,1,6,152,23219
28430,nparks_parks,changi east boardwalk (changi ferry ter),000000,1.39293130988205,103.981901820802,1,8,235,40662
28431,nparks_parks,bedok reservoir pk,000000,1.34696426371425,103.926745335419,1,1,215,39453
28432,nparks_parks,katong pk,000000,1.29626410858404,103.888180593778,1,39,300,5551
28433,nparks_parks,katong pk,000000,1.29779725428393,103.887250237664,1,39,300,1645
28434,nparks_parks,opera estate football field,000000,1.31977550825912,103.924862311928,1,1,118,44182
28435,nparks_parks,lorong sarina interim pk,000000,1.31999300092123,103.906440809051,1,1,149,45306
28436,nparks_parks,punggol pk,000000,1.37820649896741,103.9007136337,1,11,223,33192
28437,nparks_parks,chuan green pg,000000,1.36008405361737,103.866139212649,1,21,164,20120
28438,nparks_parks,jurong central park,000000,1.33608097817514,103.707854458156,1,13,105,15780
28439,nparks_parks,jurong central park,000000,1.33846407644935,103.709435186761,1,13,105,35191
28440,nparks_parks,lentor street pg,000000,1.39049580902949,103.834362379604,1,52,254,19868
28441,nparks_parks,yio chu kang gardens pg,000000,1.38101354179698,103.837543921559,1,52,234,16526
28442,nparks_parks,youth olympic pk,000000,1.28933384356518,103.860682042981,1,40,77,12110
28443,nparks_parks,fort canning park,000000,1.29711349364091,103.84694271918,1,43,17,376
28444,nparks_parks,changi west boardwalk (changi bc),000000,1.39231199965109,103.977782625852,1,8,235,40673
28445,nparks_parks,changi west boardwalk (changi bc),000000,1.39234046596584,103.978299368054,1,8,235,40673
28446,nparks_parks,changi west boardwalk (changi bc),000000,1.39249300372689,103.979752541824,1,8,235,40662
28447,nparks_parks,changi west boardwalk (changi bc),000000,1.3924913872655,103.979134942396,1,8,235,42953
28448,nparks_parks,changi west boardwalk (changi bc),000000,1.39073597856443,103.974736989281,1,8,235,40668
28449,nparks_parks,changi west boardwalk (changi bc),000000,1.3923243007092,103.97740176878,1,8,235,40673
28450,nparks_parks,kew crescent pg,000000,1.31867577955582,103.948928335306,1,1,157,44126
28451,nparks_parks,changi beach pk,000000,1.37296583237646,104.006181198714,1,8,298,37942
28452,nparks_parks,changi beach pk,000000,1.39317880509585,103.98702181537,1,8,235,42374
28453,nparks_parks,sun plaza pk,000000,1.36023504060344,103.946708829665,1,47,185,37758
28454,nparks_parks,ellington square playground,000000,1.37241056409513,103.834915492793,1,52,111,16730
28455,nparks_parks,st. nicholas view playground,000000,1.37143134606192,103.832809628207,1,52,171,14289
28456,nparks_parks,stratton walk pg,000000,1.37878335440167,103.866821973941,1,21,249,33881
28457,nparks_parks,hazel pk os,000000,1.37196666879125,103.763670792106,1,5,172,18055
28458,nparks_parks,central catchment nature reserve,000000,1.4128282222683,103.806170904386,1,7,294,20418
28459,nparks_parks,central catchment nature reserve,000000,1.41256806849679,103.806098946809,1,7,294,18790
28460,nparks_parks,central catchment nature reserve,000000,1.41574593181945,103.7980490959,1,50,266,24508
28461,nparks_parks,central catchment nature reserve,000000,1.40798293069049,103.80701142568,1,7,294,18791
28462,nparks_parks,jlg: lakeside garden,000000,1.34484534692991,103.724055533839,1,12,209,33834
28463,nparks_parks,jlg: lakeside garden,000000,1.34242883290304,103.721933916173,1,12,209,23556
28464,nparks_parks,chinese gardens,000000,1.33989631512822,103.728513665707,1,12,209,36010
28465,nparks_parks,hampstead wetlands park,000000,1.41027132935762,103.870021066987,1,18,264,20473
28466,nparks_parks,pesari walk pg,000000,1.32447033961788,103.954236956229,1,1,157,39098
28467,nparks_parks,tanjong pagar pk,000000,1.27632627896368,103.844751011517,1,40,37,580
28468,nparks_parks,east coast park area a,000000,1.29463793366872,103.885067512592,1,39,27,10257
28469,nparks_parks,taman permata pk,000000,1.35013313071876,103.83521785643,1,51,328,31998
28470,nparks_parks,lorong ong lye park,000000,1.34762470883263,103.878482024551,1,21,201,23350
28471,nparks_parks,sungei buloh southern extension,000000,1.43835302564927,103.721665399859,1,23,311,14854
28472,nparks_parks,bukit timah nature reserve,000000,1.36072088339851,103.776872653678,1,5,184,13154
28473,nparks_parks,koon seng park,000000,1.31092933722817,103.903254338309,1,53,121,43702
28474,nparks_parks,sea breeze avenue park,000000,1.33853648241494,103.952183513581,1,47,196,38608
28475,nparks_parks,kallang linear park,000000,1.35131441209297,103.854765245214,1,51,178,21797
28476,nparks_parks,kallang linear park,000000,1.3512053030337,103.855092236873,1,51,178,21797
28477,nparks_parks,legundi pk,000000,1.44092896140022,103.822177551419,1,19,323,22913
28478,nparks_parks,kim pong park,000000,1.2832973035822,103.829876263271,1,4,7,8303
28479,nparks_parks,elias terrace pg,000000,1.37235345272083,103.941402293766,1,14,220,38536
28480,nparks_parks,kent ridge park,000000,1.28806025494396,103.784108511617,1,17,25,12992
28481,nparks_parks,kent ridge park,000000,1.27757141668093,103.794513479862,1,17,44,9317
28482,nparks_parks,kent ridge park,000000,1.27934746212269,103.794493026733,1,17,65,9316
28483,nparks_parks,kent ridge park,000000,1.29119958113581,103.783469705056,1,17,65,3239
28484,nparks_parks,tai hwan terrace pg,000000,1.3560929408076,103.861089258666,1,21,164,19592
28485,nparks_parks,tai hwan terrace pg,000000,1.35610238457,103.860897999178,1,21,164,19592
28486,nparks_parks,bedok town pk,000000,1.33624110042743,103.932394801839,1,1,215,38785
28487,nparks_parks,japanese gardens,000000,1.33674654880685,103.729800838123,1,12,209,16090
28488,nparks_parks,sbg lc zone 2 (cc/btc),000000,1.31527836017587,103.817728183665,1,48,134,7314
28489,nparks_parks,sbg lc zone 2 (cc/btc),000000,1.32264999676675,103.815270210572,1,48,139,13660
28490,nparks_parks,sungei buloh wetland reserve,000000,1.45116233121827,103.722457122036,1,23,311,14862
28491,nparks_parks,east coast park area b,000000,1.29859808037373,103.903970942388,1,39,50,6167
28492,nparks_parks,nim meadow park,000000,1.3788822255909,103.862902754873,1,21,249,35721
28493,nparks_parks,sennett ave pg,000000,1.31699781504495,103.936601012743,1,1,157,44403
28494,nparks_parks,sian tuan interim park,000000,1.33869388442353,103.786414190896,1,6,153,24803
28495,nparks_parks,eng kong place fc,000000,1.33492373215392,103.767558944199,1,6,152,21120
28496,nparks_parks,golden rise pg,000000,1.33644879500926,103.76462179608,1,6,152,21161
28497,nparks_parks,mimosa terrace pg,000000,1.38437885992782,103.860817935816,1,21,249,19965
28498,nparks_parks,mimosa walk pg,000000,1.38284924958393,103.86140611381,1,21,249,22818
28499,nparks_parks,seletar terrace pg,000000,1.38157323169608,103.869036815125,1,21,249,23933
28500,nparks_parks,malcolm pk,000000,1.32341049193972,103.827508155654,1,25,156,26522
28501,nparks_parks,st anne's wood pg,000000,1.3919049915932,103.903836596215,1,20,257,40713
28502,nparks_parks,pasir panjang nursery,000000,1.28557324333417,103.792461081181,1,17,65,3615
28503,nparks_parks,jln daud interim pk,000000,1.32549352034936,103.906378413639,1,1,149,39015
28504,nparks_parks,faber hills playground,000000,1.31911880787383,103.758068352408,1,10,155,2441
28505,nparks_parks,eng kong garden pg,000000,1.33663005012834,103.769544851228,1,6,152,26393
28506,nparks_parks,jln geneng interim pk,000000,1.35343519344512,103.880966311679,1,11,186,23324
28507,nparks_parks,penang rd os,000000,1.30021285230268,103.841759718422,1,45,79,12156
28508,nparks_parks,clover crescent pg,000000,1.35071078624326,103.844556838036,1,51,331,21917
28509,nparks_parks,clover crescent pg,000000,1.35075003640625,103.844590552311,1,51,331,21912
28510,nparks_parks,toh close interim park,000000,1.36465872917705,103.970158262013,1,14,166,40418
28511,nparks_parks,park at sembawang alley,000000,1.4489624338371,103.819106606441,1,19,271,29208
28512,nparks_parks,joo chiat terrace pk,000000,1.31410182369532,103.901792829846,1,53,121,43902
28513,nparks_parks,cashew rd pg,000000,1.3698046091805,103.764721357148,1,5,172,36282
28514,nparks_parks,pavilion park playground,000000,1.37296542802455,103.752345245772,1,3,221,34898
28515,nparks_parks,duchess pk,000000,1.32402908520368,103.805254868337,1,6,148,16559
28516,nparks_parks,mariam walk pg,000000,1.35934056794951,103.968698967435,1,14,187,38715
28517,nparks_parks,greenridge crescent pg,000000,1.33450479107359,103.765870056792,1,6,152,21154
28518,nparks_parks,greenridge crescent pg,000000,1.33419019932027,103.765880228038,1,6,152,21124
28519,nparks_parks,jalan tekukor playground,000000,1.34638906645003,103.766911112632,1,6,152,24101
28520,nparks_parks,greenway south,000000,1.33708818124839,103.872568520403,1,29,100,33554
28521,nparks_parks,greenway south,000000,1.33440390322239,103.871301924711,1,29,100,33547
28522,nparks_parks,jln pari dedap pg,000000,1.33341338274111,103.943960512714,1,1,95,39238
28523,nparks_parks,lucky gardens pg,000000,1.31876797540922,103.941704108326,1,1,157,44349
28524,nparks_parks,mount emily pk,000000,1.30523023282177,103.847544556337,1,44,74,4908
28525,nparks_parks,city green,000000,1.31229052021849,103.855984907163,1,22,117,7663
28526,nparks_parks,telok kurau pk,000000,1.31584286936076,103.913576692307,1,1,118,44900
28527,nparks_parks,telok kurau pk,000000,1.3148561973218,103.914392078197,1,1,118,45520
28528,nparks_parks,thomson rd pg,000000,1.31649730955137,103.844476193568,1,25,140,12723
28529,nparks_parks,bulim park (phase 1),000000,1.35822017916171,103.704980593615,1,13,183,27474
28530,nparks_parks,pearl's hill city pk,000000,1.28653284222058,103.841089038788,1,46,18,5121
28531,nparks_parks,woodlands town pk east,000000,1.43666599898989,103.780874634881,1,33,322,21463
28532,nparks_parks,telok ayer pk,000000,1.27751984084023,103.846791494832,1,40,40,4803
28533,nparks_parks,jalan ishak park,000000,1.32492484557348,103.907073343391,1,1,149,39018
28534,nparks_parks,jalan ishak park,000000,1.32403991224991,103.90724472787,1,1,149,38979
28535,nparks_parks,burgundy crescent playground,000000,1.34000127040172,103.761131348433,1,3,213,26003
28536,nparks_parks,sbg lc zone 3 (nog/pv),000000,1.31444054683831,103.81558015721,1,48,139,2875
28537,nparks_parks,handy rd os,000000,1.29908824501018,103.8478563403,1,43,92,5108
28538,nparks_parks,how sun linear park,000000,1.34407799067913,103.878035617332,1,21,201,26740
28539,nparks_parks,how sun linear park,000000,1.34455604458729,103.877156734756,1,21,201,24074
28540,nparks_parks,how sun linear park,000000,1.34647964657596,103.878078396624,1,21,201,26725
28541,nparks_parks,rowell rd os,000000,1.30849544194727,103.854933603409,1,35,75,3737
28542,nparks_parks,tanah puteh pk,000000,1.31546533385178,103.931175579298,1,1,118,44151
28543,nparks_parks,tampines eco green pk,000000,1.36263691229344,103.95025277691,1,47,169,37755
28544,nparks_parks,jln kayu interim pk,000000,1.39914641199606,103.872229211597,1,20,239,23699
28545,nparks_parks,sea breeze garden park,000000,1.33792251765917,103.950318649103,1,47,196,40507
28546,nparks_parks,aljunied pk,000000,1.32773839166456,103.880475345342,1,53,93,25207
28547,nparks_parks,king's dock park,000000,1.26434233824606,103.817420429347,1,4,35,11986
28548,nparks_parks,phoenix park,000000,1.37549661244354,103.757059064573,1,3,221,17474
28549,nparks_parks,changi heights pg,000000,1.36288153660418,103.972660748282,1,14,166,40421
28550,nparks_parks,luxus hills park,000000,1.37904473594855,103.87499300577,1,21,249,26661
28551,nparks_parks,chestnut nature park,000000,1.37185457554438,103.781676365754,1,7,294,18015
28552,nparks_parks,chestnut nature park,000000,1.37109257728898,103.779066371907,1,7,294,18015
28553,nparks_parks,chestnut nature park,000000,1.39032108229066,103.775423456255,1,7,294,13178
28554,nparks_parks,namly pk,000000,1.32313975844821,103.796769603991,1,6,148,21648
28555,nparks_parks,kallang riverside pk,000000,1.30665509996151,103.870195922229,1,22,64,6726
28556,nparks_parks,kallang riverside pk,000000,1.30620152030027,103.869649537925,1,22,64,6726
28557,nparks_parks,kallang riverside pk,000000,1.30926705230916,103.870614971297,1,22,64,7584
28558,nparks_parks,kallang riverside pk,000000,1.30982515329998,103.869417923594,1,22,64,7584
28559,nparks_parks,aroozoo ave pg,000000,1.35573681736925,103.886158315209,1,11,186,22464
28560,nparks_parks,kemuning pk,000000,1.43936266388702,103.827427138831,1,19,323,22950
28561,nparks_parks,sembawang hot spring park,000000,1.43482566232302,103.824080695017,1,50,326,29205
28562,nparks_parks,sembawang hot spring park,000000,1.43483709637763,103.822297590171,1,50,326,29205
28563,nparks_parks,guillemard rd os,000000,1.31410560257412,103.892259129343,1,53,121,249
28564,nparks_parks,kandis garden,000000,1.45650929263913,103.835694189836,1,19,295,20796
28565,nparks_parks,watten heights pg,000000,1.33169121377856,103.810366646898,1,6,191,19394
