id,amenity_type,amenity_name,postalcode,lat,lon,amenity_category_id,pa_id,sz_id,rn_id
13966,music_school,aureus academy,574408,1.3546624,103.8303808,2,51,328,22102
13967,cafe,the coriander cafe,574408,1.3549149,103.8307504,9,51,328,36918
13968,clinic,l&l family medicine clinic,575585,1.3529096,103.8362889,6,51,328,33766
13969,prep_school,academia,575585,1.3526826,103.8367046,2,51,328,33766
13970,prep_school,tim gan math learning centre,575629,1.3534761,103.8355872,2,51,328,24675
13971,restaurant,buta kin,575629,1.3534252,103.8353985,9,51,328,24675
13972,cafe,le café blanc,575630,1.3531873,103.8355273,9,51,328,32532
13973,prep_school,graviton academy,575629,1.3535247,103.8356874,2,51,328,24675
13974,prep_school,uptas learning hub,575629,1.353396,103.8353663,2,51,328,24675
13975,prep_school,academia,575629,1.3533583,103.8352731,2,51,328,24675
13976,bank,boc,428898,1.3069291,103.9066564,4,39,72,43824
13977,school,play facto school,820407,1.4167637,103.902145,2,16,217,39417
13978,restaurant,ajumma's,179105,1.2914605,103.8501347,9,40,88,357
13979,cafe,ya kun kaya toast,179105,1.2914582,103.8505554,9,40,88,357
13980,restaurant,ajisen ramen,188021,1.2990705,103.8548753,9,40,47,289
13981,restaurant,nando's,188966,1.2989927,103.8547519,9,40,47,289
13982,restaurant,en sushi,188970,1.2990204,103.8536705,9,35,48,8591
13983,cafe,toast box,409051,1.3185526,103.8929138,9,53,121,10197
13984,dentist,nam fung dental surgery,389620,1.3147407,103.8910426,6,53,301,3552
13985,restaurant,the workbench,560332,1.3618822,103.8516941,9,52,330,34800
13986,restaurant,swensen's,545078,1.3921987,103.8952356,9,20,236,14133
13987,restaurant,so good char chan tang,178905,1.2929312,103.8512616,9,40,88,354
13988,fast_food,poke theory,189350,1.2992536,103.8579932,9,40,47,7573
13989,payment_terminal,axs,680533,1.3923108,103.743214,9,9,256,30355
13990,cafe,the coffee bean & tea leaf,545078,1.3921303,103.8949016,9,20,236,16614
13991,cafe,papa cafe,680533,1.3922818,103.7431235,9,9,256,30355
13992,veterinary,the animal doctors,161011,1.2860961,103.8290166,6,4,7,5676
13993,restaurant,sanook kitchen,277677,1.3113516,103.795172,9,17,227,7806
13994,cafe,koi thé,545078,1.3920266,103.8952649,9,20,236,14133
13995,cafe,ps cafe,069719,1.2806518,103.8463297,9,46,3,4807
13996,food_court,beer house,637778,1.2987035,103.6281276,1,30,280,6900
13997,community_centre,the attic by sg montessori #02-03,169368,1.2765557,103.8359691,1,4,38,11817
13998,restaurant,jack's place,545078,1.3925044,103.8949952,9,20,236,16614
13999,taxi,singpost centre north lobby,408600,1.3191396,103.8939214,11,53,121,10197
14000,clinic,a medical clinic,081001,1.2774422,103.8402447,6,4,38,9778
14001,restaurant,il cielo,238883,1.3058888,103.8293823,9,45,73,12360
14002,restaurant,the landing point,049326,1.2835767,103.8534368,9,40,10,6752
14003,bar,xiao shi dai,088810,1.2801008,103.8434933,9,46,3,12484
14004,restaurant,old house,088816,1.2799704,103.8432917,9,46,3,12484
14005,dentist,b9 dental centre (clementi),120449,1.3142384,103.7648427,6,10,128,6666
14006,bar,the tipsy cow,618640,1.3256858,103.7247449,9,13,208,22270
14007,clinic,da clinic @ taman jurong,610140,1.3266952,103.7232314,6,13,208,36652
14008,food_court,cck 302 foodhouse,680302,1.3848745,103.7433875,1,9,245,36777
14009,kindergarten,kinderland,486881,1.3469094,103.9628299,2,47,196,39511
14010,restaurant,yong's teochew kueh,534760,1.3628934,103.8883374,9,11,186,30754
14011,restaurant,sunday f&b,560532,1.3739925,103.8548672,9,52,170,17755
14012,restaurant,ichikokudo,238895,1.3010512,103.8383193,9,45,79,11653
14013,restaurant,chir chir,238895,1.3013129,103.8382544,9,45,79,11653
14014,restaurant,ah hock fried hokkien mee,557269,1.36431,103.8665843,9,21,164,18434
14015,atm,uob,329837,1.3266218,103.8481235,4,25,175,36211
14016,food_court,food paradise,750120,1.4454125,103.8312382,1,19,273,29248
14017,restaurant,happy chef western food,190466,1.3051686,103.8625118,9,22,278,8647
14018,fast_food,我愛台妹,828759,1.4067296,103.9019313,9,16,292,42405
14019,restaurant,spize @ rifle range road,588406,1.3471729,103.7805803,9,5,184,24354
14020,bank,dbs clementi branch,120449,1.3136215,103.7647868,4,10,128,6666
14021,fast_food,five guys,556082,1.3498826,103.8731747,9,21,177,30467
14022,restaurant,the three elephants,150161,1.283761,103.8159423,9,4,2,11979
14023,clinic,w y teh family clinic and surgery,520462,1.3588127,103.9548835,6,47,185,38913
14024,restaurant,boss bar & kitchen,618640,1.3257948,103.724716,9,13,208,31915
14025,restaurant,ah er soup,618640,1.3260871,103.7246397,9,13,208,31915
14026,clinic,cornerstone medical,271029,1.3084808,103.7847028,6,17,116,7813
14027,clinic,clementi family healthpoint clinic & surgery,120308,1.3210349,103.7669293,6,10,119,1263
14028,food_court,gourmet paradise,039594,1.2918226,103.8564274,1,40,77,11652
14029,restaurant,nagarathai,560529,1.3729351,103.8556319,9,52,170,17755
14030,cafe,am:pm cafe,560529,1.3728325,103.8556851,9,52,170,17755
14031,restaurant,ming fa,560529,1.3727366,103.8557704,9,52,170,17755
14032,restaurant,al-aameena prata house,560529,1.3726343,103.8558468,9,52,170,17755
14033,cafe,sweet cheeks,560529,1.3725385,103.8557203,9,52,170,17756
14034,restaurant,abc food court,560529,1.37235,103.8554932,9,52,170,17756
14035,fast_food,garrett,238877,1.3039504,103.8329423,9,45,73,10337
14036,restaurant,dheli 6,218547,1.3077113,103.8504835,9,35,107,8611
14037,atm,uob,229900,1.30697,103.8495862,4,35,107,11733
14038,atm,uob,237994,1.293188,103.832008,4,36,15,1630
14039,atm,uob,208787,1.304039,103.8546719,4,35,69,2518
14040,atm,uob,188979,1.3004031,103.8523016,4,35,48,9572
14041,atm,uob,179101,1.2938189,103.8527795,4,40,88,352
14042,atm,uob,679947,1.3777013,103.7726293,4,5,230,35028
14043,fast_food,nee,427582,1.3091621,103.9026673,9,39,72,44048
14044,cafe,glass roasters,129418,1.32049,103.7565463,9,10,155,2413
14045,clinic,s.t. medical clinic,460531,1.3330877,103.9260241,6,1,95,40104
14046,cafe,douly coffee,320081,1.3240523,103.8563983,9,25,175,36931
14047,restaurant,umi sushi,538692,1.3755685,103.8796368,9,11,243,15596
14048,childcare,learner's station,596180,1.3404707,103.7736124,2,6,152,20963
14049,childcare,league of learners,596180,1.3404706,103.7736621,2,6,152,20963
14050,food_court,kopitiam,769098,1.4297691,103.8357155,1,55,219,15379
14051,cafe,da paolo gastronomia,278997,1.3104192,103.7960759,9,6,120,3077
14052,pastry,coconut rice,229495,1.3122629,103.8394432,9,44,108,12737
14053,beverages,al rayyan,229495,1.3119519,103.8395926,9,44,108,6535
14054,alcohol,tanglin,229495,1.31212,103.8393172,9,44,108,4691
14055,greengrocer,dessert king,229495,1.3118434,103.8396876,9,44,108,6535
14056,beauty,emerald beauties,218581,1.3095892,103.8519191,6,35,107,8616
14057,travel_agency,krish,218586,1.3097595,103.8521066,9,35,107,8616
14058,convenience,khan products,209572,1.3092573,103.8550398,9,35,75,2479
14059,travel_agency,dhaka travel,209550,1.3095912,103.8542184,9,35,75,3735
14060,curtain,nueva curtain gallery,387564,1.3160238,103.8882106,9,53,301,898
14061,interior_decoration,swiss interior,387557,1.3161655,103.8876746,9,53,301,2176
14062,interior_decoration,shermax interior design,387571,1.3160675,103.888529,9,53,301,4522
14063,paint,painters choice pte ltd,387572,1.3160737,103.8885744,7,53,301,4522
14064,flooring,de lluvia bathroom gallery pte ltd,387572,1.3160852,103.8886583,9,53,301,900
14065,laundry,ocean wash laundromat,370077,1.3286256,103.8854329,9,53,93,15569
14066,convenience,chop seng cheong,370036,1.3291771,103.8867176,9,53,93,15569
14067,hardware,lefon sewing machine & machinery,387468,1.3142564,103.8789697,9,53,301,881
14068,bicycle,bikemart sg,387464,1.3142348,103.8788603,9,53,301,2147
14069,paint,painters' mart,387460,1.3142207,103.8787889,7,53,301,2147
14070,hairdresser,maxx studio,380011,1.3143307,103.871155,9,22,130,2726
14071,hairdresser,hairtech salon,380005,1.3127461,103.8720562,9,22,130,8707
14072,ice_cream,cone jipangyi,049213,1.2864988,103.8542183,9,40,10,9547
14073,beauty,k wellness spa,600415,1.32072,103.748454,6,12,122,10339
14074,beauty,moon wellness spa,600415,1.3207695,103.7482131,6,12,122,9500
14075,bakery,chef icon,169341,1.2772275,103.8368655,9,4,38,12482
14076,interior_decoration,chapter b,069333,1.2806888,103.8453671,9,46,3,12618
14077,clothes,womb,179101,1.2936498,103.8535316,9,40,88,383
14078,outdoor,city scoot : electric scooter rental,179094,1.2898385,103.8490714,9,40,88,12166
14079,furniture,woodfarm lifestyle,249674,1.3046625,103.8102897,9,48,55,6740
14080,art,em gallery,249686,1.3057736,103.8114468,9,48,55,7041
14081,furniture,pearl lam galleries,249669,1.305397,103.8096162,9,48,55,7046
14082,laundry,star village laundry,640557,1.3539334,103.7184104,9,13,261,15655
14083,bakery,paul,049315,1.2834755,103.8516659,9,40,5,12087
14084,supermarket,i-tec,389456,1.3134045,103.8851494,9,53,301,8201
14085,clothes,benjamin barker,239695,1.3013551,103.8362753,9,45,79,847
14086,convenience,7-eleven,760461,1.4283329,103.849813,9,55,306,33125
14087,alcohol,ontap,229495,1.3122408,103.8395511,9,44,108,12737
14088,alcohol,drinkz connections,218580,1.309522,103.8519111,9,35,107,8616
14089,pet,dollhouse pets,169342,1.2772199,103.83683,9,4,38,12482
14090,yes,beverly,640501,1.3501114,103.7191532,7,13,261,15659
14091,bakery,qinde egg tart & pastries,320090,1.3229852,103.8551073,9,25,175,36931
14092,furniture,soon seng heng furniture,470117,1.3314651,103.9085694,9,1,211,37711
14093,laundry,diy laundry,730166,1.4337902,103.7753976,9,33,322,15044
14094,beauty,en spa,730166,1.4337192,103.7753968,6,33,322,15044
14095,optician,morrison optical pte ltd,730166,1.4338853,103.7753986,6,33,322,15044
14096,pet,fish!,730166,1.4340327,103.7754001,9,33,322,15044
14097,car_parts,ts auto accessories & trading,758377,1.4263775,103.825908,9,50,218,24966
14098,furniture,choon hin furniture,758359,1.4260851,103.8257955,9,50,218,24966
14099,convenience,phoon huat,120432,1.3140344,103.7625606,9,10,128,12751
14100,convenience,phoon huat,730302,1.4314962,103.7743811,9,33,305,21395
14101,convenience,phoon huat,150162,1.283797,103.8174877,9,4,2,8374
14102,pet,le pets kingdom,547735,1.353917,103.8772935,9,21,177,20182
14103,toys,simply toys,098585,1.2641261,103.8233669,9,4,35,10557
14104,communication,starhub,098585,1.2647612,103.8218178,9,4,35,8072
14105,confectionery,candylicious,098585,1.2636582,103.8231277,9,4,35,10557
14106,bakery,jie bakery (tai seng) pte ltd,534837,1.3383538,103.8865189,9,29,192,15579
14107,lottery,nalayanee trading enterprise,534839,1.3384496,103.8864661,9,29,192,15579
14108,beauty,touch in asia,534853,1.3394236,103.8857307,6,29,192,15591
14109,hairdresser,mei salon,520820,1.3477389,103.9360404,9,47,179,38488
14110,wine,lan ting cuisine & wine,459107,1.312821,103.9246697,9,1,118,45498
14111,beauty,ancient therapy,068631,1.2804681,103.8473856,6,46,3,58
14112,supermarket,koryo mart,068632,1.2804239,103.8473639,9,46,3,58
14113,yes,oslo bulk,068611,1.2804109,103.8475933,7,46,3,58
14114,convenience,phoon huat,278116,1.3119239,103.7969327,9,6,120,5913
14115,car,sg vehicles,150161,1.2842845,103.8158325,9,4,2,4194
14116,electronics,philips home lighting,150161,1.2842517,103.815963,9,4,2,4194
14117,hairdresser,beautique hair and beauty school,150161,1.2840747,103.8160213,9,4,2,11979
14118,electronics,blinker electrical,560574,1.3711144,103.8564026,9,52,170,17758
14119,convenience,fairprice,560574,1.3712241,103.8563719,9,52,170,17758
14120,convenience,xiang xiang vegetarian food,530810,1.3715839,103.8932571,9,11,165,32397
14121,collector,action city,238872,1.3030559,103.8341515,9,45,73,5082
14122,cosmetics,sephora,238872,1.302526,103.83437,9,45,73,1036
14123,furniture,scanteak,319516,1.3327805,103.8519507,9,29,104,34660
14124,convenience,7-eleven,260008,1.3162611,103.8052768,9,6,133,1068
14125,butcher,meatmen,260008,1.3162982,103.8053211,9,6,133,1068
14126,mobile_phone,oppo,556083,1.350517,103.8725992,9,21,177,30473
14127,optician,better vision,307506,1.3204705,103.8441394,6,25,140,11703
14128,convenience,7-eleven,918146,1.3567245,103.9902702,9,8,298,39416
14129,chocolate,the cocoa tree,918146,1.3566762,103.9902686,9,8,298,39416
14130,variety_store,chinese art centre,058774,1.2828613,103.8458004,9,46,3,10827
14131,sports,adidas,238857,1.3029903,103.8361175,9,45,79,844
14132,department_store,myck,050336,1.2828826,103.8426258,9,46,3,9735
14133,sports,decathlon,629117,1.3272083,103.6784809,9,15,144,29814
14134,convenience,scootz,151055,1.2873618,103.8134788,9,4,22,11924
14135,bakery,thousand deli bakery,530809,1.3713044,103.8935171,9,11,165,32397
14136,furniture,nova,569619,1.3595858,103.8557389,9,52,163,28954
14137,bakery,bakery brera,260008,1.3165276,103.805582,9,6,133,1980
14138,bakery,lr boulangerie,260008,1.3160381,103.8051408,9,6,133,1068
14139,books,popular,530205,1.359304,103.8848778,9,11,186,28302
14140,video_games,toy or game,828761,1.4066337,103.9018106,9,16,292,42405
14141,supermarket,prime supermarket,760461,1.4288283,103.8500035,9,55,306,33111
14142,supermarket,ntuc fairprice xtra,098585,1.2647712,103.8230258,9,4,35,10557
14143,cosmetics,bath & body works,238872,1.3030442,103.8342474,9,45,73,5082
14144,stationery,moleskine,238859,1.3040708,103.8357725,9,45,73,6948
14145,supermarket,u stars supermarket,760291,1.4366436,103.8366613,9,55,320,26434
14146,supermarket,u stars xpress,218454,1.3175959,103.8524655,9,22,129,1244
14147,variety_store,amu mart,750133,1.4429619,103.8305868,9,19,273,31019
14148,bakery,breadtalk,750133,1.4430454,103.8305359,9,19,273,31019
14149,convenience,7-eleven,527201,1.3528055,103.954468,9,47,185,38875
14150,convenience,7-eleven,529482,1.3537857,103.9417314,9,47,185,42581
14151,bicycle,ong heng bee company,460527,1.3337518,103.9282671,9,1,95,40104
14152,sports,motionsports,238859,1.3038431,103.8357835,9,45,73,6948
14153,health_food,scoop,238859,1.3032859,103.8358066,6,45,73,844
14154,optician,northern opticians,238859,1.3039675,103.835843,6,45,73,6948
14155,jewelry,youth jewellery,238864,1.305236,103.8324306,9,45,73,64
14156,religion,singapore bodhi meditation centre,589472,1.3367727,103.7834698,1,6,153,20951
14157,hairdresser,sultans,589472,1.3368249,103.7836874,9,6,153,25049
14158,clothes,prada,238859,1.3034455,103.8352792,9,45,73,3294
14159,hairdresser,reds hairdressing,238872,1.3025026,103.8345511,9,45,73,5082
14160,dry_cleaning,presto,397693,1.3024209,103.876713,9,22,71,3529
14161,shoes,bata,449269,1.3008756,103.9051103,9,39,143,1106
14162,shoes,bata,449269,1.3008756,103.9051103,9,39,143,1106
14163,shoes,crocs,098585,1.2640678,103.8230425,9,4,35,10557
14164,jewelry,pandora,238839,1.2999569,103.8451456,9,43,92,9285
14165,beverages,liho bubble tea,098585,1.263428,103.8222742,9,4,35,10557
14166,gift,fun shop beach plaza,098997,1.2516461,103.8170666,9,27,31,4787
14167,ticket,river quest,729826,1.4014244,103.7919724,9,7,294,14949
14168,hairdresser,cinq salon,228209,1.3059509,103.8328036,9,45,73,66
14169,supermarket,fairprice finest @ scotts,228209,1.3059351,103.8328831,9,45,73,66
14170,boutique,closet,228209,1.3057248,103.8328921,9,45,73,66
14171,boutique,trixilini,228209,1.3057548,103.8329575,9,45,73,66
14172,beauty,musee platinum,228209,1.305745,103.8327126,6,45,73,66
14173,fashion_accessories,christian louboutin,228209,1.3058015,103.832723,9,45,73,66
14174,beauty,isabella aesthetics,228209,1.3058753,103.8327645,6,45,73,66
14175,alcohol,the whisky experience,238859,1.3037357,103.8359632,9,45,73,844
14176,optician,eagle eye centre,598292,1.3370278,103.7794034,6,6,98,13695
14177,optician,owl optics,598292,1.3369562,103.7794355,6,6,98,13695
14178,pet_grooming,mewtants & woofs,598292,1.3370971,103.7792473,9,6,98,13695
14179,beauty,dr cindy's medical aesthetics,598292,1.3367301,103.7793352,6,6,98,26065
14180,musical_instrument,essentially strings,598292,1.3368315,103.7795807,9,6,98,24188
14181,convenience,choices,469678,1.3279258,103.9396022,9,1,95,41679
14182,hairdresser,hair haus,534745,1.3625408,103.8872967,9,11,162,13444
14183,nutrition_supplements,gnc,307683,1.3201402,103.843707,6,25,140,11705
14184,shoes,skechers,307642,1.3202097,103.8434238,9,25,140,7353
14185,beauty,d'skin,307683,1.3202051,103.8435036,6,25,140,7353
14186,hairdresser,monsoon,307683,1.3202976,103.8437793,9,25,140,11705
14187,bakery,four leaves,307683,1.3200845,103.8437786,9,25,140,11705
14188,health_food,farm mart,307683,1.3204163,103.8438674,6,25,140,11705
14189,deli,mmmm!,307683,1.3199803,103.8437969,9,25,140,11705
14190,musical_instrument,chiu piano,574408,1.3549764,103.8306687,9,51,328,36918
14191,laundry,laundry club,576385,1.3541295,103.8303523,9,51,328,22206
14192,wine,wine mansion,574408,1.354502,103.8315425,9,51,328,31939
14193,art,artlette,574408,1.354655,103.8312245,9,51,328,28810
14194,clothes,rootes,574408,1.3549397,103.8308345,9,51,328,36918
14195,beauty,euro sense,574408,1.3544953,103.8311621,6,51,328,22153
14196,bed,valuelux furnishing,574408,1.3545804,103.83142,9,51,328,28810
14197,pet,wan wan wellness,575585,1.3527986,103.8365898,9,51,328,33766
14198,hairdresser,heidy's salon,570023,1.3543432,103.8358132,9,51,328,14230
14199,laundry,sin ming,570024,1.3550042,103.8362382,9,51,328,24678
14200,convenience,arshad minimart,570023,1.3546852,103.8360245,9,51,328,14226
14201,beauty,regent spa,570023,1.3541828,103.8357275,6,51,328,14230
14202,car_parts,power sales corporation,570023,1.3545673,103.8359483,9,51,328,14230
14203,hairdresser,hairitage studio,570024,1.3549577,103.8362008,9,51,328,24678
14204,electronics,remax,188067,1.2993056,103.8546776,9,35,48,3586
14205,clothes,sulwhasoo,178906,1.2936208,103.8517597,9,40,88,355
14206,car_repair,camc service centre,637084,1.2733224,103.633697,9,30,332,8058
14207,clothes,cotton on,409057,1.3177171,103.8930909,9,53,121,7013
14208,beverages,fun tea,409051,1.3190779,103.892871,9,53,121,10197
14209,shoes,bata,574408,1.3549098,103.8306033,9,51,328,36918
14210,nutrition_supplements,gnc,574408,1.3548411,103.8309754,6,51,328,36918
14211,hairdresser,keller hair studio,574408,1.3550031,103.8307209,9,51,328,36918
14212,beauty,nail bliss,574408,1.3543556,103.83132,6,51,328,28810
14213,optician,elites optics,574408,1.3548191,103.8307372,6,51,328,36918
14214,hairdresser,ar razak barber,574408,1.3549735,103.8305029,9,51,328,22102
14215,florist,steve florists,576385,1.3542582,103.8302597,9,51,328,22206
14216,hairdresser,choice salon,574408,1.3550293,103.8305702,9,51,328,36918
14217,hairdresser,craftmode salon,574408,1.3550112,103.8305359,9,51,328,36918
14218,optician,sin chew optics,574408,1.3547123,103.8305008,6,51,328,22153
14219,alcohol,the whisky distillery,574408,1.3545863,103.8305061,9,51,328,22153
14220,beauty,ysm beauty,574408,1.3543997,103.8312702,6,51,328,28810
14221,art,sage artelier,575585,1.3526507,103.8367273,9,51,328,33766
14222,hairdresser,wah nam,575585,1.3526102,103.8367519,9,51,328,33766
14223,beauty,diana king,575628,1.3538413,103.8360746,6,51,328,27869
14224,pastry,queen b's cake boutique,575629,1.3534568,103.8355307,9,51,328,24675
14225,beauty,xin yuan wellness,575628,1.3535497,103.8361722,6,51,328,23595
14226,pet,wizard of paws,428886,1.3067648,103.9064115,9,39,72,43824
14227,clothes,timberland,188067,1.2996575,103.8538345,9,35,48,3585
14228,greengrocer,mingfan fruit trading,180269,1.3004154,103.8538692,9,35,48,3585
14229,electronics,best denki,179105,1.2914066,103.8494056,9,40,88,361
14230,electronics,istudio,179105,1.291229,103.8502817,9,40,88,357
14231,electronics,soon lee audio house,389638,1.3148967,103.8902072,9,53,301,3548
14232,convenience,preethika,320087,1.323066,103.8555996,9,25,175,36931
14233,laundry,happy wash laundrette,730326,1.430462,103.779835,9,33,305,21454
14234,convenience,orange mart,560332,1.3618316,103.8517742,9,52,330,34800
14235,photo,standard photo,545078,1.3924293,103.894882,9,20,236,16614
14236,houseware,kim able household,545078,1.3924752,103.894971,9,20,236,16614
14237,supermarket,cold storage,530205,1.3593977,103.8849418,9,11,186,28302
14238,supermarket,ntuc fairprice finest,367803,1.3385533,103.8712185,9,29,206,13217
14239,beauty,body perfect,545078,1.3922028,103.8948185,6,20,236,16614
14240,hairdresser,ec house,545078,1.3921493,103.8947946,9,20,236,16614
14241,electronics,challenger,545078,1.3918674,103.8949894,9,20,236,16614
14242,cosmetics,the body shop,545078,1.3919784,103.8952461,9,20,236,16614
14243,shoes,bata,545078,1.3917479,103.8949971,9,20,236,16614
14244,hardware,limbang hardware,680533,1.3921232,103.743372,9,9,256,30355
14245,supermarket,ntuc fairprice xtra,556083,1.3510423,103.8722775,9,21,177,30473
14246,supermarket,cold storage,556083,1.3501335,103.8732256,9,21,177,30473
14247,supermarket,ntuc fairprice,347697,1.331674,103.8685537,9,29,101,35045
14248,pawnbroker,maxi-cash,545062,1.3918587,103.8954745,9,20,236,14133
14249,hairdresser,supercuts,545078,1.3922903,103.8948432,9,20,236,16614
14250,cosmetics,the face shop,545078,1.392112,103.8951539,9,20,236,16614
14251,pastry,primadeli,129588,1.3153959,103.7645187,9,10,128,11137
14252,security,selena electronics pte ltd,409030,1.3299266,103.8902288,9,53,99,15563
14253,houseware,japan home,387405,1.3116682,103.8714168,9,22,130,870
14254,bakery,au croissant,828761,1.4066306,103.9020217,9,16,292,42405
14255,hairdresser,flamingo,088806,1.2802015,103.8436442,9,46,3,8471
14256,supermarket,save mart,080334,1.2814277,103.8421059,9,46,3,5750
14257,curtain,hock seng curtains,534764,1.3629686,103.8884161,9,11,186,30754
14258,massage,garden spa,534762,1.362942,103.8883716,6,11,186,30754
14259,laundry,mister wash,080001,1.2758619,103.8411826,9,46,3,7669
14260,supermarket,my supermarket,218142,1.313576,103.8569542,9,22,117,2767
14261,kitchen,fujioh,389625,1.3147766,103.8911753,9,53,301,3552
14262,psychic,sookynom pte ltd,369977,1.3357916,103.8855892,7,29,192,18333
14263,lottery,singapore pools ghim moh branch,270021,1.3101014,103.7884251,9,17,116,1822
14264,car_repair,cycle & carriage service centre (alexandra),159930,1.2918457,103.8127129,9,4,22,8385
14265,laundry,fresh laundromat,560532,1.3738797,103.8546298,9,52,170,17755
14266,furniture,dekia furniture,560529,1.3724192,103.8555666,9,52,170,36410
14267,beauty,r&r beauty studio,399849,1.3141588,103.8918291,6,53,301,816
14268,clothes,gucci,018955,1.2838793,103.8591059,9,40,8,6510
14269,clothes,guess,018972,1.2833235,103.8589047,9,40,8,6510
14270,clothes,louis vuitton,000000,1.2851936,103.8585395,9,40,8,6510
14271,clothes,chanel,018956,1.2831693,103.858813,9,40,8,6510
14272,clothes,dolce & gabbana,018956,1.2830394,103.858599,9,40,8,6510
14273,supermarket,ntuc pasar,679947,1.3777363,103.7726306,9,5,230,35028
14274,supermarket,sheng siong,650440,1.3555088,103.7392341,9,3,180,27567
14275,bicycle,rodalink,455270,1.313745,103.9319059,9,1,118,44075
14276,hotel,"amara sanctuary resort, sentosa",099394,1.2521753,103.8221922,8,27,31,3211
14277,hotel,fragrance hotel (ocean view),118773,1.2924138,103.7685128,8,17,25,9617
14278,hotel,hotel 81 (cosy),089263,1.2796864,103.8418833,8,46,3,1112
14279,information,1.0 km/ 3.3 km mark,000000,1.3447723,103.9281151,10,1,215,39481
14280,hostel,happy hostel,534843,1.3387515,103.8862505,8,29,192,15592
14281,hotel,royal plaza,228220,1.3068445,103.8323698,8,45,73,1350
14282,attraction,switch 3272 nbe,000000,1.411226,103.756232,10,28,277,14938
14283,hotel,hotel bencoolen (hong kong street),059685,1.2870936,103.8476723,8,36,19,634
14284,hotel,"hotel nuve elements, clarke quay",059681,1.2872132,103.8475514,8,36,19,634
14285,hotel,heritage collection on chinatown,058776,1.2827456,103.8456968,8,46,3,6547
14286,artwork,seeds by han soi por,000000,1.2889588,103.854505,10,40,77,9547
14287,artwork,water buffalos,018984,1.2797709,103.8543731,10,40,45,4795
14288,attraction,komodo dragon,729826,1.4031137,103.7948005,10,7,294,14949
14289,attraction,splash safari,729826,1.4044946,103.7949456,10,7,294,37376
14290,attraction,brickosaurs,000000,1.4060217,103.7949161,10,7,294,37376
14291,attraction,rainforest fights back,729826,1.4045174,103.7950301,10,7,294,37376
14292,attraction,fire eel,729826,1.4040596,103.7920267,10,7,294,37376
14293,attraction,lion-tailed macaque,729826,1.4039496,103.7919436,10,7,294,14949
14294,attraction,horseshoe crab,729826,1.4037288,103.7918708,10,7,294,14949
14295,attraction,australian lungfish,729826,1.4037921,103.7917726,10,7,294,14949
14296,attraction,indian gharial,729826,1.4038152,103.7916623,10,7,294,14949
14297,attraction,tigerfish,729826,1.4039292,103.791043,10,7,294,14949
14298,attraction,african dwarf crocodile,729826,1.4039925,103.7909612,10,7,294,14949
14299,attraction,kribensis,729826,1.4040737,103.7911521,10,7,294,14949
14300,attraction,reedfish,729826,1.4040631,103.7911526,10,7,294,14949
14301,attraction,elephantnose fish,729826,1.4040559,103.791091,10,7,294,14949
14302,attraction,eastern battlenose,729826,1.4040569,103.7910759,10,7,294,14949
14303,attraction,tigerfish,729826,1.4040579,103.7910343,10,7,294,14949
14304,attraction,atlantic tarpons,729826,1.4040592,103.7909927,10,7,294,14949
14305,attraction,capuchin monkey,729826,1.4052213,103.7952863,10,7,294,37376
14306,attraction,proboscis monkey,000000,1.4046455,103.7915084,10,7,294,37376
14307,attraction,douc langur,729826,1.4053462,103.794496,10,7,294,37376
14308,attraction,monitor,729826,1.4030172,103.7950191,10,7,294,14949
14309,attraction,sumatran ourang utan,729826,1.4034462,103.7943197,10,7,294,37376
14310,attraction,butterfly aviary,729826,1.4021457,103.7954988,10,7,294,14949
14311,attraction,pigmy marmoset,729826,1.4022542,103.7961366,10,7,294,14949
14312,attraction,polar bear,729826,1.4035535,103.7931029,10,7,294,14949
14313,gallery,shout,228209,1.3057775,103.8328918,10,45,73,66
14314,attraction,cassowary,000000,1.4060753,103.7935963,10,7,294,37376
14315,attraction,wallaby,729826,1.4058372,103.79304,10,7,294,37376
14316,attraction,meerkat,729826,1.405231,103.7933181,10,7,294,37376
14317,attraction,red-ruffed lemur,729826,1.404113,103.7931666,10,7,294,37376
14318,attraction,flying fox,729826,1.4024351,103.7954807,10,7,294,14949
14319,attraction,indian gharial,000000,1.4034623,103.7947954,10,7,294,37376
14320,attraction,ploughshare tortoise,729826,1.4031995,103.7949845,10,7,294,37376
14321,attraction,fossa,729826,1.4020519,103.7948169,10,7,294,14949
14322,attraction,leopard,729826,1.4016765,103.7946412,10,7,294,14949
14323,attraction,lion,000000,1.4016202,103.7943488,10,7,294,14949
14324,attraction,warthog,000000,1.4020438,103.7942201,10,7,294,14949
14325,attraction,african painted dog,000000,1.4029367,103.7939572,10,7,294,14949
14326,attraction,white tailed gnu,000000,1.4023066,103.7937292,10,7,294,14949
14327,attraction,white rhinoceros,000000,1.4028697,103.7933779,10,7,294,14949
14328,attraction,mandrill,729826,1.402257,103.7959582,10,7,294,14949
14329,attraction,chimpanzee,000000,1.4027544,103.7960601,10,7,294,14949
14330,attraction,nubian ibex,729826,1.4058849,103.7935656,10,7,294,37376
14331,attraction,electric eel,729826,1.4030018,103.790524,10,7,294,14949
14332,attraction,brazilian tapir,729826,1.4028509,103.7906863,10,7,294,14949
14333,attraction,guanaco,729826,1.4021913,103.791212,10,7,294,14949
14334,attraction,giant anteater,729826,1.4017536,103.7914903,10,7,294,14949
